csid,case_master_id,csdate,cstype,police_person_id
233,418,2023-09-14 05:04:16,A,5
234,419,2025-09-18 17:09:10,A,74
235,424,2026-07-29 12:18:33,A,294
236,425,2023-10-29 20:26:20,A,63
237,427,2024-08-03 03:02:29,A,136
238,429,2023-07-28 03:02:42,C,7
239,433,2026-05-16 16:15:41,A,229
240,435,2026-08-30 15:05:24,A,143
241,436,2025-07-24 09:25:29,A,265
242,437,2023-10-09 18:00:01,A,133
243,439,2025-10-19 11:46:02,A,219
244,441,2026-07-30 08:30:14,A,180
245,442,2025-03-23 17:51:20,A,64
246,445,2025-03-23 05:58:13,A,55
247,450,2023-07-30 02:02:51,A,106
248,451,2024-07-17 08:47:11,A,243
249,453,2024-04-19 18:24:34,A,92
250,454,2026-08-12 10:02:57,B,134
251,455,2025-08-11 05:23:49,A,251
252,456,2023-08-23 09:08:38,C,116
253,457,2025-01-21 06:03:58,A,176
254,458,2024-09-09 14:32:36,A,108
255,459,2023-06-20 07:39:38,A,184
256,461,2024-03-05 04:56:31,C,202
257,462,2026-05-24 09:09:12,A,237
258,463,2026-04-03 13:29:32,A,217
259,464,2024-11-18 05:04:43,A,257
260,469,2025-01-22 18:30:47,A,168
261,472,2023-11-26 07:43:52,A,92
262,473,2024-08-04 19:57:10,A,9
263,474,2026-05-12 09:05:49,A,127
264,475,2026-11-13 23:56:38,A,205
265,476,2024-02-08 17:47:28,A,287
266,480,2024-01-02 02:01:28,C,196
267,481,2023-05-26 15:25:22,B,277
268,483,2023-10-29 08:27:03,A,265
269,484,2023-10-27 18:28:51,A,190
270,486,2024-11-15 21:32:34,A,47
271,488,2026-11-20 21:12:47,C,109
272,490,2024-01-14 13:42:05,A,66
273,491,2024-06-06 03:06:23,A,261
274,494,2025-12-26 03:04:25,C,209
275,495,2026-05-24 14:50:10,A,104
276,496,2026-03-09 07:10:20,A,140
277,501,2024-07-05 13:27:54,A,68
278,502,2024-08-23 12:54:03,A,52
279,505,2024-11-30 23:55:40,A,218
280,506,2023-08-28 17:51:59,A,300
281,507,2024-09-25 09:49:22,C,142
282,508,2023-12-03 12:49:09,A,48
283,509,2025-02-13 23:06:59,C,271
284,514,2023-10-02 21:23:02,C,174
285,516,2023-09-24 06:41:43,A,177
286,518,2023-04-03 02:43:20,C,223
287,520,2026-03-13 09:50:40,C,179
288,521,2024-04-28 00:02:04,A,30
289,522,2025-07-28 00:55:29,A,43
290,524,2024-05-30 06:13:08,A,238
291,527,2024-12-29 14:47:57,C,127
292,529,2023-07-21 21:32:05,B,30
293,530,2025-11-07 02:33:53,A,7
294,531,2025-08-17 01:05:50,A,219
295,533,2025-03-10 06:01:51,A,201
296,534,2026-05-08 12:30:57,A,76
297,535,2026-07-12 19:40:11,A,72
298,536,2023-04-19 03:52:27,A,196
299,537,2025-12-05 13:49:29,A,131
300,539,2024-11-21 20:43:00,A,168
301,542,2025-08-12 20:30:13,B,9
302,543,2025-05-17 18:04:17,C,134
303,544,2024-08-30 16:40:22,A,66
304,546,2024-07-05 14:51:08,A,43
305,547,2026-08-23 22:58:09,A,183
306,548,2026-06-11 22:37:13,A,230
307,552,2024-10-23 17:57:58,C,90
308,558,2025-02-13 05:30:53,A,251
309,559,2024-08-26 04:57:45,B,159
310,561,2024-11-04 01:58:47,C,243
311,564,2023-08-22 11:27:44,B,206
312,565,2025-03-18 00:51:59,A,172
313,566,2026-11-04 16:09:34,B,103
314,567,2026-02-14 10:17:13,A,100
315,568,2024-05-26 20:35:23,A,55
316,569,2024-09-11 07:30:50,A,112
317,572,2025-06-26 16:45:36,B,154
318,573,2023-10-04 12:13:26,B,9
319,575,2024-08-21 00:31:14,A,141
320,577,2024-10-08 21:25:29,A,89
321,578,2023-12-13 08:25:45,A,109
322,582,2026-05-02 02:59:15,B,162
323,584,2026-10-16 06:34:08,A,156
324,585,2026-06-19 03:16:21,A,206
325,587,2023-08-02 22:29:54,A,2
326,590,2026-06-19 23:10:17,A,186
327,592,2023-08-28 15:10:26,C,258
328,593,2026-05-03 16:16:34,A,89
329,594,2025-12-26 21:25:03,C,254
330,595,2024-07-07 10:29:04,A,247
331,596,2024-01-06 19:02:49,A,289
332,597,2025-11-29 03:18:44,A,299
333,598,2026-05-01 10:51:30,A,111
334,600,2024-11-08 01:38:40,A,212
335,601,2026-01-07 00:14:35,A,291
336,602,2025-11-21 03:16:36,A,277
337,604,2026-03-05 00:51:54,C,199
338,605,2026-06-05 06:43:25,A,72
339,607,2026-07-18 22:58:09,A,41
340,608,2024-05-19 18:11:54,A,248
341,610,2025-03-05 03:14:14,C,119
342,611,2024-05-05 18:14:16,C,17
343,615,2025-05-25 12:56:34,A,49
344,616,2026-07-22 09:09:55,A,288
345,618,2024-09-17 19:03:54,C,95
346,619,2023-06-21 10:33:23,A,155
347,620,2023-06-06 14:02:57,C,227
348,625,2023-06-11 10:47:23,A,19
349,626,2026-09-23 08:00:35,A,146
350,627,2023-07-12 01:21:16,A,241
351,628,2023-11-09 22:09:41,A,150
352,629,2025-10-18 04:28:38,A,189
353,632,2023-05-19 21:31:56,B,79
354,635,2023-05-22 19:11:22,A,172
355,636,2024-09-20 05:46:18,A,179
356,637,2025-05-11 12:17:48,B,97
357,639,2023-04-21 14:33:27,A,212
358,641,2026-04-23 04:32:12,C,39
359,642,2026-07-01 00:03:19,A,203
360,643,2025-11-17 13:36:48,B,285
361,646,2026-04-30 06:04:40,A,224
362,648,2024-02-19 15:13:20,C,142
363,650,2025-10-20 01:36:53,B,109
364,651,2026-04-27 17:38:03,A,70
365,656,2026-05-17 14:28:14,B,89
366,657,2024-06-14 04:44:45,A,262
367,658,2025-06-17 14:47:18,B,226
368,659,2025-07-05 16:40:43,A,101
369,660,2026-05-19 11:04:28,C,10
370,661,2026-01-27 23:49:42,A,1
371,666,2024-04-10 22:44:20,C,217
372,669,2024-11-17 02:46:42,A,140
373,671,2025-01-23 23:06:32,C,170
374,674,2024-06-24 15:15:41,A,287
375,675,2025-05-09 20:50:08,C,186
376,676,2024-02-17 03:56:37,C,120
377,677,2024-08-06 05:47:05,A,155
378,682,2024-11-24 16:36:39,A,58
379,685,2026-07-01 04:05:08,C,172
380,686,2025-09-18 01:32:46,A,250
381,687,2026-06-02 11:27:44,B,50
382,688,2025-03-03 03:06:36,B,265
383,689,2024-05-30 15:55:04,A,1
384,690,2026-04-10 20:51:41,A,175
385,691,2026-08-12 10:30:41,C,246
386,692,2024-08-18 06:18:54,A,4
387,694,2024-06-23 05:28:17,B,177
388,695,2023-08-03 14:52:21,A,172
389,696,2026-08-18 00:12:41,A,112
390,697,2023-04-24 02:20:10,B,230
391,699,2023-12-28 00:26:58,A,136
392,701,2025-03-20 08:21:35,C,6
393,704,2025-04-18 01:39:42,A,221
394,706,2025-02-02 20:48:16,A,147
395,707,2026-04-16 23:22:41,A,45
396,709,2024-12-04 18:29:58,A,8
397,710,2025-04-15 03:46:24,B,128
398,711,2024-09-06 08:51:20,A,132
399,714,2026-08-08 20:00:18,A,292
400,716,2025-02-19 12:39:56,C,46
401,718,2026-04-26 14:23:25,A,199
402,719,2026-05-20 20:44:02,A,103
403,721,2025-09-15 17:25:43,B,22
404,723,2026-04-14 17:49:13,B,271
405,725,2024-09-13 11:50:04,A,246
406,726,2024-04-18 16:53:42,A,206
407,728,2023-10-05 21:07:02,A,71
408,729,2026-02-01 03:01:49,A,167
409,730,2025-08-14 03:34:58,A,148
410,731,2026-07-12 13:20:47,A,231
411,736,2025-06-10 19:50:37,A,137
412,737,2023-08-28 23:39:31,A,218
413,738,2025-05-19 10:24:44,A,121
414,739,2025-04-06 06:53:02,A,180
415,741,2024-08-14 14:03:39,A,215
416,744,2023-06-10 05:11:30,B,76
417,746,2024-06-21 23:32:35,A,282
418,748,2026-06-22 14:33:06,A,225
419,751,2024-09-16 08:10:39,A,127
420,752,2026-07-30 07:12:46,A,72
421,754,2026-01-23 22:34:26,A,214
422,755,2024-03-22 23:10:32,B,82
423,756,2024-02-03 22:45:58,C,92
424,757,2024-10-02 14:39:39,A,219
425,760,2026-02-01 01:08:23,A,72
426,761,2026-07-06 11:32:45,A,67
427,762,2025-04-25 05:13:57,A,203
428,765,2023-08-27 11:15:40,A,145
429,768,2025-12-24 07:06:32,C,42
430,769,2025-07-22 23:54:37,A,136
431,770,2026-08-24 23:47:41,A,17
432,772,2026-05-30 19:40:04,A,13
433,774,2025-06-16 20:41:55,C,244
434,776,2025-05-03 11:37:34,A,3
435,777,2026-04-05 02:30:28,A,81
436,779,2025-10-25 05:53:27,B,218
437,780,2023-11-08 12:11:41,A,137
438,782,2025-12-18 05:03:06,A,250
439,784,2024-11-26 06:30:49,B,206
440,785,2026-09-11 10:47:23,C,250
441,786,2025-05-27 01:08:32,A,124
442,787,2024-03-16 01:35:39,A,24
443,788,2026-05-16 00:45:35,A,66
444,790,2025-06-30 10:55:50,A,244
445,791,2025-06-19 21:47:28,A,242
446,792,2026-05-05 11:42:29,A,215
447,794,2026-07-04 10:00:57,B,188
448,795,2026-07-13 16:56:47,C,102
449,797,2025-05-29 22:23:48,B,85
450,800,2024-01-27 10:29:33,B,125
451,803,2025-12-28 18:35:05,A,40
452,805,2023-03-14 16:54:03,B,187
453,806,2026-06-11 03:03:55,C,172
454,808,2025-12-26 01:56:49,C,121
455,811,2024-08-04 12:31:22,C,245
456,812,2025-06-07 20:13:11,B,42
457,813,2026-02-03 18:03:57,C,44
458,814,2026-03-27 16:30:04,C,200
459,815,2026-02-02 13:52:07,C,299
460,816,2024-08-16 21:59:53,A,215
461,817,2026-11-26 09:35:52,A,135
462,818,2023-08-03 01:27:41,A,254
463,819,2024-10-31 17:01:43,C,114
464,820,2024-11-12 16:46:21,A,106
465,823,2025-10-09 06:00:05,A,17
466,824,2026-04-29 07:53:43,B,62
467,828,2026-09-05 09:39:54,B,252
468,829,2025-06-19 23:41:37,B,87
469,830,2026-01-05 00:10:51,A,176
470,831,2023-12-28 14:01:59,A,110
471,832,2024-05-22 10:19:00,A,282
472,835,2025-05-06 03:39:58,B,85
473,836,2024-06-04 06:57:20,A,283
474,839,2026-02-03 20:13:11,A,297
475,840,2025-01-11 12:32:05,C,27
476,842,2024-08-26 21:44:06,A,145
477,846,2024-08-04 18:38:16,C,14
478,847,2023-06-09 15:31:42,A,242
479,848,2023-02-12 11:32:39,A,157
480,850,2025-10-01 08:01:55,A,21
481,851,2023-11-02 05:48:31,A,54
482,853,2024-02-01 12:57:14,C,82
483,854,2024-06-09 12:46:21,C,248
484,855,2025-08-05 19:45:33,C,295
485,857,2023-09-10 18:20:32,B,114
486,858,2026-10-30 09:09:39,A,19
487,860,2026-07-09 03:50:14,C,284
488,862,2024-03-07 02:29:30,A,3
489,865,2026-04-22 09:05:19,A,288
490,867,2026-07-06 05:21:46,B,185
491,869,2024-11-03 02:43:36,C,35
492,870,2026-11-20 21:58:26,C,195
493,871,2026-10-02 20:12:45,B,51
494,873,2026-09-25 00:18:35,A,44
495,875,2023-06-17 05:32:31,B,29
496,879,2026-05-09 09:05:43,C,80
497,881,2026-07-09 22:41:16,B,73
498,882,2026-06-25 16:33:10,C,210
499,885,2026-10-04 20:50:38,A,156
500,889,2024-07-10 00:48:30,C,172
501,895,2023-07-06 18:39:51,C,247
502,896,2024-01-12 06:42:19,A,150
503,899,2023-10-24 14:35:29,A,10
504,900,2023-06-25 10:27:06,A,168
505,904,2023-04-16 04:56:16,B,42
506,905,2023-09-10 13:11:53,A,81
507,909,2024-07-12 06:32:53,A,157
508,913,2026-06-13 07:51:40,B,66
509,914,2025-05-14 06:15:46,B,246
510,922,2023-09-14 17:20:10,A,145
511,923,2025-05-17 14:54:51,A,287
512,924,2026-09-27 00:18:47,A,84
513,925,2024-06-04 23:19:24,A,68
514,927,2025-12-23 01:50:14,A,72
515,929,2025-03-26 19:21:52,B,222
516,930,2026-04-27 05:03:21,A,126
517,934,2026-03-05 02:47:10,C,30
518,935,2026-08-08 23:16:33,A,206
519,936,2026-04-25 16:53:45,A,262
520,938,2026-08-10 13:09:37,A,274
521,940,2026-07-22 23:11:52,C,68
522,942,2026-12-08 08:26:30,A,168
523,945,2024-05-04 07:51:44,A,162
524,946,2026-09-21 04:08:56,A,9
525,947,2025-05-23 05:02:46,A,217
526,948,2026-11-16 11:55:19,A,178
527,950,2026-06-19 11:46:04,A,159
528,951,2026-07-17 03:22:33,A,83
529,954,2026-03-15 07:25:02,A,76
530,955,2025-07-26 05:25:25,A,289
531,957,2026-06-14 05:44:43,A,146
532,958,2025-08-06 08:43:56,C,242
533,961,2024-07-19 17:07:49,A,147
534,962,2026-07-25 14:32:08,B,39
535,964,2025-09-29 21:12:23,A,96
536,966,2026-08-21 00:49:59,A,179
537,968,2023-07-14 14:02:42,C,131
538,969,2024-03-13 01:51:47,C,84
539,971,2026-01-24 11:37:09,A,124
540,972,2025-12-26 15:22:02,B,266
541,973,2024-12-10 17:04:56,A,245
542,974,2026-04-15 01:51:59,A,290
543,975,2023-10-11 19:38:10,A,18
544,976,2023-05-26 10:29:28,C,24
545,978,2024-05-26 23:53:43,A,47
546,980,2025-06-19 00:40:45,A,73
547,982,2024-03-31 10:01:19,A,174
548,983,2025-04-15 07:49:47,C,134
549,985,2023-08-06 01:23:55,B,40
550,988,2026-03-13 05:54:05,C,82
551,990,2026-04-27 03:25:46,A,280
552,991,2026-10-24 01:02:45,A,285
553,992,2026-10-05 00:26:40,C,267
554,993,2026-05-11 03:38:16,A,119
555,995,2026-01-12 06:23:35,A,20
556,997,2023-09-03 00:54:57,A,207
557,998,2025-09-14 09:15:17,A,151
558,1000,2025-11-25 07:52:16,A,227
559,1001,2023-06-20 14:41:55,A,121
560,1002,2026-08-23 08:10:41,A,282
561,1004,2024-08-07 04:08:16,C,207
562,1005,2025-10-26 05:01:31,A,46
563,1006,2023-10-04 18:48:05,A,138
564,1008,2026-03-16 14:41:49,A,233
565,1010,2024-05-29 07:22:44,C,272
566,1011,2025-02-09 13:40:43,A,17
567,1013,2024-04-03 02:27:19,B,114
568,1014,2023-06-03 01:47:14,C,32
569,1016,2025-10-03 22:08:11,A,13
570,1017,2026-04-15 20:51:10,A,279
571,1020,2023-05-07 18:39:29,C,118
572,1021,2025-04-05 20:56:56,C,250
573,1022,2025-04-24 13:02:15,A,173
574,1023,2026-07-09 09:08:22,C,134
575,1025,2025-08-25 22:29:18,B,100
576,1026,2024-03-12 12:45:55,A,232
577,1029,2025-10-11 03:21:06,B,153
578,1030,2025-10-15 14:05:19,A,286
579,1031,2023-06-25 04:45:47,A,72
580,1032,2023-11-07 08:44:19,A,81
581,1035,2026-10-31 13:51:13,C,247
582,1036,2025-09-15 07:25:37,C,88
583,1037,2026-05-30 16:03:17,C,23
584,1039,2026-06-17 05:51:51,A,134
585,1040,2026-06-08 14:17:27,A,294
586,1043,2024-09-16 07:15:50,C,91
587,1044,2023-08-16 10:25:38,A,101
588,1045,2025-02-15 15:05:32,C,8
589,1046,2026-10-04 17:01:32,A,37
590,1047,2026-06-14 17:26:49,C,245
591,1048,2025-04-21 19:31:36,B,236
592,1049,2024-01-17 17:34:11,A,44
593,1050,2024-01-15 16:27:27,A,62
594,1052,2025-07-08 14:49:35,C,95
595,1054,2026-03-04 19:39:26,A,43
596,1056,2023-10-24 14:39:26,B,93
597,1057,2023-09-26 17:44:43,B,276
598,1058,2025-01-30 12:09:43,A,23
599,1059,2024-04-18 12:47:58,A,73
600,1061,2026-03-28 08:40:24,B,58
601,1064,2023-11-22 06:27:28,A,31
602,1065,2024-08-02 09:10:03,A,16
603,1066,2024-02-02 06:08:54,A,84
604,1067,2026-04-09 09:03:52,A,35
605,1068,2024-12-31 05:05:49,A,277
606,1069,2025-10-18 05:16:03,A,111
607,1070,2026-10-11 09:08:04,B,234
608,1071,2024-09-25 12:11:22,C,242
609,1073,2024-03-22 23:20:02,A,72
610,1074,2023-08-19 16:53:30,B,179
611,1078,2024-11-08 12:58:10,A,24
612,1079,2026-05-10 13:18:51,A,2
613,1080,2025-08-15 05:24:07,B,264
614,1081,2023-11-26 14:15:38,A,29
615,1082,2023-11-01 02:33:34,A,157
616,1084,2025-07-18 19:31:13,A,232
617,1085,2024-07-10 13:43:43,A,119
618,1086,2023-11-08 12:45:34,B,36
619,1087,2026-08-23 06:19:26,B,269
620,1088,2024-11-28 07:41:07,A,244
621,1090,2025-01-27 07:37:14,A,277
622,1092,2026-06-02 16:06:28,A,258
623,1093,2024-01-22 05:34:19,C,215
624,1094,2025-07-23 04:07:24,B,141
625,1096,2026-01-22 22:40:04,A,7
626,1098,2025-03-17 13:33:39,A,248
627,1100,2025-02-08 16:18:47,A,241
628,1101,2024-05-29 08:33:28,A,219
629,1104,2024-04-10 22:47:37,B,74
630,1105,2023-09-14 22:44:32,A,184
631,1106,2024-01-16 10:30:13,A,218
632,1107,2024-11-20 16:52:17,B,26
633,1108,2026-07-26 05:30:19,A,91
634,1110,2023-09-07 23:33:10,A,35
635,1114,2023-08-09 02:11:20,C,109
636,1115,2024-07-03 12:27:19,A,153
637,1117,2024-09-08 22:58:04,A,288
638,1119,2023-05-14 09:21:11,A,135
639,1122,2026-09-20 07:28:54,C,51
640,1123,2026-03-26 14:25:52,B,149
641,1129,2026-11-12 19:42:15,A,88
642,1130,2025-03-22 20:08:02,A,55
643,1132,2025-02-12 08:59:36,A,180
644,1133,2025-08-19 06:22:58,A,172
645,1138,2024-01-31 11:23:33,B,15
646,1139,2025-11-18 01:07:36,C,111
647,1141,2025-06-07 12:36:10,A,2
648,1143,2026-08-03 02:52:27,B,89
649,1144,2025-08-24 19:57:36,A,187
650,1146,2026-09-08 23:21:52,B,85
651,1147,2024-11-29 21:38:49,C,277
652,1149,2025-07-25 09:05:58,A,114
653,1150,2025-05-29 08:23:34,A,276
654,1151,2026-06-11 08:18:01,A,19
655,1152,2024-01-25 15:58:17,A,63
656,1154,2026-04-29 00:28:27,A,191
657,1157,2023-11-24 07:45:43,A,173
658,1158,2023-11-29 00:00:10,A,112
659,1160,2026-08-25 14:08:36,A,245
