id,case_master_id,act_id,section_id,act_order_id,section_order_id
304,155,BNS,309,1,3
305,156,MV_ACT,184,1,1
306,156,MV_ACT,185,1,2
307,157,MV_ACT,184,1,1
308,157,MV_ACT,185,1,2
309,158,ARMS_ACT,27,1,1
310,158,ARMS_ACT,25,1,2
311,159,IPC,376,1,1
312,159,IPC,498A,1,2
313,159,IPC,447,1,3
314,160,IT_ACT,66,1,1
315,160,IT_ACT,66C,1,2
316,160,IT_ACT,66D,1,3
317,161,BNS,309,1,1
318,161,BNS,115,1,2
319,162,EXCISE_ACT,34,1,1
320,162,EXCISE_ACT,32,1,2
321,163,MV_ACT,185,1,1
322,163,MV_ACT,184,1,2
323,164,MV_ACT,185,1,1
324,164,MV_ACT,184,1,2
325,165,MV_ACT,184,1,1
326,165,MV_ACT,185,1,2
327,166,IT_ACT,66D,1,1
328,167,MV_ACT,185,1,1
329,168,ARMS_ACT,25,1,1
330,169,NDPS,20,1,1
331,170,POCSO,8,1,1
332,170,POCSO,12,1,2
333,171,ARMS_ACT,25,1,1
334,171,ARMS_ACT,27,1,2
335,172,POCSO,4,1,1
336,172,POCSO,8,1,2
337,173,POCSO,4,1,1
338,173,POCSO,12,1,2
339,173,POCSO,8,1,3
340,174,EXCISE_ACT,32,1,1
341,175,POCSO,12,1,1
342,175,POCSO,4,1,2
343,175,POCSO,8,1,3
344,176,IT_ACT,66,1,1
345,176,IT_ACT,66C,1,2
346,177,MV_ACT,184,1,1
347,178,ARMS_ACT,27,1,1
348,178,ARMS_ACT,25,1,2
349,179,POCSO,8,1,1
350,180,DOWRY_ACT,4,1,1
351,181,EXCISE_ACT,32,1,1
352,181,EXCISE_ACT,34,1,2
353,182,BNS,115,1,1
354,182,BNS,303,1,2
355,182,BNS,318,1,3
356,183,ARMS_ACT,27,1,1
357,183,ARMS_ACT,25,1,2
358,184,POCSO,8,1,1
359,185,BNS,115,1,1
360,186,MV_ACT,185,1,1
361,187,MV_ACT,185,1,1
362,187,MV_ACT,184,1,2
363,188,ARMS_ACT,25,1,1
364,188,ARMS_ACT,27,1,2
365,189,IPC,392,1,1
366,189,IPC,447,1,2
367,189,IPC,324,1,3
368,190,POCSO,4,1,1
369,190,POCSO,8,1,2
370,190,POCSO,12,1,3
371,191,POCSO,12,1,1
372,191,POCSO,4,1,2
373,192,IT_ACT,66D,1,1
374,192,IT_ACT,66,1,2
375,193,IPC,354,1,1
376,193,IPC,376,1,2
377,194,EXCISE_ACT,32,1,1
378,194,EXCISE_ACT,34,1,2
379,195,IT_ACT,67,1,1
380,195,IT_ACT,66D,1,2
381,196,BNS,309,1,1
382,196,BNS,318,1,2
383,196,BNS,115,1,3
384,197,MV_ACT,184,1,1
385,197,MV_ACT,185,1,2
386,198,EXCISE_ACT,34,1,1
387,198,EXCISE_ACT,32,1,2
388,199,POCSO,12,1,1
389,199,POCSO,8,1,2
390,199,POCSO,4,1,3
391,200,IPC,420,1,1
392,200,IPC,406,1,2
393,201,MV_ACT,184,1,1
394,201,MV_ACT,185,1,2
395,202,NDPS,20,1,1
396,203,POCSO,8,1,1
397,204,IT_ACT,66D,1,1
398,204,IT_ACT,66C,1,2
399,204,IT_ACT,66,1,3
400,205,BNS,103,1,1
401,205,BNS,115,1,2
402,205,BNS,303,1,3
403,206,IPC,354,1,1
404,206,IPC,498A,1,2
405,207,EXCISE_ACT,34,1,1
406,207,EXCISE_ACT,32,1,2
407,208,DOWRY_ACT,4,1,1
408,208,DOWRY_ACT,3,1,2
409,209,POCSO,8,1,1
410,209,POCSO,12,1,2
411,210,IT_ACT,66,1,1
412,211,IPC,354,1,1
413,212,EXCISE_ACT,34,1,1
414,212,EXCISE_ACT,32,1,2
415,213,MV_ACT,184,1,1
416,213,MV_ACT,185,1,2
417,214,IT_ACT,66,1,1
418,215,IPC,420,1,1
419,215,IPC,363,1,2
420,216,IPC,376,1,1
421,216,IPC,420,1,2
422,217,EXCISE_ACT,32,1,1
423,217,EXCISE_ACT,34,1,2
424,218,BNS,115,1,1
425,218,BNS,103,1,2
426,218,BNS,303,1,3
427,219,DOWRY_ACT,3,1,1
428,220,DOWRY_ACT,3,1,1
429,221,DOWRY_ACT,3,1,1
430,221,DOWRY_ACT,4,1,2
431,222,POCSO,12,1,1
432,222,POCSO,4,1,2
433,222,POCSO,8,1,3
434,223,BNS,115,1,1
435,223,BNS,309,1,2
436,223,BNS,103,1,3
437,224,NDPS,20,1,1
438,224,NDPS,22,1,2
439,224,NDPS,15,1,3
440,225,NDPS,21,1,1
441,225,NDPS,20,1,2
442,226,IPC,395,1,1
443,227,IPC,392,1,1
444,227,IPC,302,1,2
445,228,IT_ACT,67,1,1
446,228,IT_ACT,66D,1,2
447,229,IPC,506,1,1
448,229,IPC,324,1,2
449,230,MV_ACT,185,1,1
450,230,MV_ACT,184,1,2
451,231,POCSO,12,1,1
452,231,POCSO,8,1,2
453,232,NDPS,20,1,1
454,232,NDPS,22,1,2
455,233,ARMS_ACT,25,1,1
456,233,ARMS_ACT,27,1,2
457,234,DOWRY_ACT,3,1,1
458,234,DOWRY_ACT,4,1,2
459,235,EXCISE_ACT,32,1,1
460,235,EXCISE_ACT,34,1,2
461,236,DOWRY_ACT,4,1,1
462,237,BNS,103,1,1
463,237,BNS,303,1,2
464,237,BNS,309,1,3
465,238,EXCISE_ACT,32,1,1
466,239,MV_ACT,185,1,1
467,239,MV_ACT,184,1,2
468,240,POCSO,12,1,1
469,240,POCSO,8,1,2
470,240,POCSO,4,1,3
471,241,POCSO,12,1,1
472,241,POCSO,8,1,2
473,242,DOWRY_ACT,3,1,1
474,243,NDPS,20,1,1
475,244,NDPS,15,1,1
476,245,MV_ACT,185,1,1
477,245,MV_ACT,184,1,2
478,246,EXCISE_ACT,34,1,1
479,246,EXCISE_ACT,32,1,2
480,247,IPC,363,1,1
481,248,NDPS,20,1,1
482,248,NDPS,15,1,2
483,248,NDPS,21,1,3
484,249,IT_ACT,66,1,1
485,250,BNS,303,1,1
486,250,BNS,318,1,2
487,250,BNS,103,1,3
488,251,ARMS_ACT,27,1,1
489,251,ARMS_ACT,25,1,2
490,252,MV_ACT,185,1,1
491,252,MV_ACT,184,1,2
492,253,DOWRY_ACT,3,1,1
493,253,DOWRY_ACT,4,1,2
494,254,DOWRY_ACT,3,1,1
495,254,DOWRY_ACT,4,1,2
496,255,DOWRY_ACT,3,1,1
497,255,DOWRY_ACT,4,1,2
498,256,BNS,309,1,1
499,256,BNS,115,1,2
500,256,BNS,303,1,3
501,257,EXCISE_ACT,34,1,1
502,258,IT_ACT,66,1,1
503,258,IT_ACT,66C,1,2
504,259,MV_ACT,185,1,1
505,259,MV_ACT,184,1,2
506,260,DOWRY_ACT,3,1,1
507,260,DOWRY_ACT,4,1,2
508,261,NDPS,21,1,1
509,261,NDPS,22,1,2
510,261,NDPS,20,1,3
511,262,IPC,302,1,1
512,262,IPC,323,1,2
513,262,IPC,363,1,3
514,263,IPC,323,1,1
515,263,IPC,302,1,2
516,263,IPC,395,1,3
517,264,EXCISE_ACT,34,1,1
518,264,EXCISE_ACT,32,1,2
519,265,NDPS,20,1,1
520,265,NDPS,21,1,2
521,266,NDPS,22,1,1
522,267,NDPS,21,1,1
523,267,NDPS,22,1,2
524,267,NDPS,20,1,3
525,268,MV_ACT,185,1,1
526,268,MV_ACT,184,1,2
527,269,POCSO,4,1,1
528,269,POCSO,12,1,2
529,269,POCSO,8,1,3
530,270,POCSO,4,1,1
531,270,POCSO,8,1,2
532,270,POCSO,12,1,3
533,271,IPC,395,1,1
534,272,NDPS,22,1,1
535,273,MV_ACT,184,1,1
536,273,MV_ACT,185,1,2
537,274,MV_ACT,184,1,1
538,274,MV_ACT,185,1,2
539,275,NDPS,15,1,1
540,276,IPC,323,1,1
541,276,IPC,392,1,2
542,277,POCSO,4,1,1
543,277,POCSO,8,1,2
544,277,POCSO,12,1,3
545,278,BNS,103,1,1
546,278,BNS,309,1,2
547,278,BNS,318,1,3
548,279,IT_ACT,66D,1,1
549,280,NDPS,22,1,1
550,281,DOWRY_ACT,4,1,1
551,282,MV_ACT,185,1,1
552,282,MV_ACT,184,1,2
553,283,ARMS_ACT,25,1,1
554,284,DOWRY_ACT,4,1,1
555,285,NDPS,22,1,1
556,285,NDPS,15,1,2
557,285,NDPS,20,1,3
558,286,IT_ACT,66,1,1
559,286,IT_ACT,66C,1,2
560,287,DOWRY_ACT,4,1,1
561,287,DOWRY_ACT,3,1,2
562,288,BNS,303,1,1
563,288,BNS,115,1,2
564,288,BNS,103,1,3
565,289,BNS,318,1,1
566,289,BNS,303,1,2
567,289,BNS,103,1,3
568,290,NDPS,20,1,1
569,291,IT_ACT,67,1,1
570,292,ARMS_ACT,25,1,1
571,292,ARMS_ACT,27,1,2
572,293,EXCISE_ACT,34,1,1
573,294,ARMS_ACT,25,1,1
574,294,ARMS_ACT,27,1,2
575,295,EXCISE_ACT,34,1,1
576,295,EXCISE_ACT,32,1,2
577,296,POCSO,4,1,1
578,297,NDPS,20,1,1
579,297,NDPS,15,1,2
580,297,NDPS,21,1,3
581,298,BNS,103,1,1
582,299,IT_ACT,66D,1,1
583,299,IT_ACT,67,1,2
584,299,IT_ACT,66,1,3
585,300,POCSO,12,1,1
586,300,POCSO,4,1,2
587,301,IT_ACT,66C,1,1
588,302,IT_ACT,66,1,1
589,302,IT_ACT,67,1,2
590,302,IT_ACT,66C,1,3
591,303,BNS,303,1,1
592,304,NDPS,20,1,1
593,304,NDPS,21,1,2
594,305,DOWRY_ACT,3,1,1
595,305,DOWRY_ACT,4,1,2
596,306,DOWRY_ACT,3,1,1
597,306,DOWRY_ACT,4,1,2
598,307,DOWRY_ACT,3,1,1
599,308,BNS,115,1,1
600,308,BNS,309,1,2
601,309,POCSO,8,1,1
602,309,POCSO,12,1,2
603,309,POCSO,4,1,3
604,310,NDPS,21,1,1
605,311,EXCISE_ACT,32,1,1
606,311,EXCISE_ACT,34,1,2
607,312,ARMS_ACT,27,1,1
608,312,ARMS_ACT,25,1,2
609,313,EXCISE_ACT,32,1,1
610,314,POCSO,4,1,1
611,315,MV_ACT,185,1,1
612,315,MV_ACT,184,1,2
613,316,MV_ACT,185,1,1
614,316,MV_ACT,184,1,2
615,317,DOWRY_ACT,3,1,1
616,318,DOWRY_ACT,3,1,1
617,318,DOWRY_ACT,4,1,2
618,319,POCSO,4,1,1
619,319,POCSO,8,1,2
620,320,IPC,376,1,1
621,321,DOWRY_ACT,3,1,1
622,322,DOWRY_ACT,4,1,1
623,323,ARMS_ACT,25,1,1
624,324,BNS,303,1,1
625,324,BNS,115,1,2
626,324,BNS,318,1,3
627,325,POCSO,12,1,1
628,325,POCSO,4,1,2
629,326,ARMS_ACT,25,1,1
630,326,ARMS_ACT,27,1,2
631,327,ARMS_ACT,25,1,1
632,327,ARMS_ACT,27,1,2
633,328,NDPS,15,1,1
634,328,NDPS,21,1,2
635,329,NDPS,21,1,1
636,329,NDPS,22,1,2
637,330,POCSO,8,1,1
638,330,POCSO,4,1,2
639,330,POCSO,12,1,3
640,331,DOWRY_ACT,3,1,1
641,332,EXCISE_ACT,34,1,1
642,332,EXCISE_ACT,32,1,2
643,333,BNS,303,1,1
644,334,DOWRY_ACT,4,1,1
645,334,DOWRY_ACT,3,1,2
646,335,MV_ACT,184,1,1
647,336,DOWRY_ACT,3,1,1
648,337,IPC,302,1,1
649,338,ARMS_ACT,27,1,1
650,338,ARMS_ACT,25,1,2
651,339,MV_ACT,184,1,1
652,340,NDPS,22,1,1
653,341,NDPS,20,1,1
654,341,NDPS,22,1,2
655,341,NDPS,15,1,3
656,342,DOWRY_ACT,3,1,1
657,342,DOWRY_ACT,4,1,2
658,343,NDPS,20,1,1
659,343,NDPS,15,1,2
660,343,NDPS,21,1,3
661,344,NDPS,20,1,1
662,344,NDPS,15,1,2
663,345,MV_ACT,185,1,1
664,346,POCSO,4,1,1
665,347,EXCISE_ACT,34,1,1
666,347,EXCISE_ACT,32,1,2
667,348,IT_ACT,67,1,1
668,349,IT_ACT,67,1,1
669,349,IT_ACT,66C,1,2
670,350,POCSO,8,1,1
671,351,DOWRY_ACT,3,1,1
672,352,EXCISE_ACT,34,1,1
673,352,EXCISE_ACT,32,1,2
674,353,NDPS,21,1,1
675,353,NDPS,22,1,2
676,354,ARMS_ACT,27,1,1
677,355,ARMS_ACT,25,1,1
678,355,ARMS_ACT,27,1,2
679,356,DOWRY_ACT,3,1,1
680,356,DOWRY_ACT,4,1,2
681,357,DOWRY_ACT,4,1,1
682,357,DOWRY_ACT,3,1,2
683,358,EXCISE_ACT,32,1,1
684,358,EXCISE_ACT,34,1,2
685,359,ARMS_ACT,27,1,1
686,359,ARMS_ACT,25,1,2
687,360,POCSO,4,1,1
688,361,MV_ACT,184,1,1
689,361,MV_ACT,185,1,2
690,362,NDPS,20,1,1
691,363,ARMS_ACT,27,1,1
692,363,ARMS_ACT,25,1,2
693,364,DOWRY_ACT,4,1,1
694,364,DOWRY_ACT,3,1,2
695,365,IPC,363,1,1
696,365,IPC,498A,1,2
697,366,MV_ACT,185,1,1
698,366,MV_ACT,184,1,2
699,367,IPC,395,1,1
700,367,IPC,307,1,2
701,368,BNS,309,1,1
702,368,BNS,318,1,2
703,368,BNS,103,1,3
704,369,IT_ACT,66C,1,1
705,369,IT_ACT,66,1,2
706,370,ARMS_ACT,25,1,1
707,370,ARMS_ACT,27,1,2
708,371,IPC,307,1,1
709,371,IPC,506,1,2
710,372,DOWRY_ACT,4,1,1
711,372,DOWRY_ACT,3,1,2
712,373,IT_ACT,66,1,1
713,373,IT_ACT,67,1,2
714,374,NDPS,20,1,1
715,374,NDPS,22,1,2
716,375,BNS,103,1,1
717,376,EXCISE_ACT,34,1,1
718,377,BNS,318,1,1
719,378,MV_ACT,184,1,1
720,379,POCSO,4,1,1
721,380,IPC,354,1,1
722,380,IPC,302,1,2
723,380,IPC,379,1,3
724,381,EXCISE_ACT,32,1,1
725,381,EXCISE_ACT,34,1,2
726,382,BNS,303,1,1
727,382,BNS,115,1,2
728,383,POCSO,12,1,1
729,384,IPC,307,1,1
730,384,IPC,363,1,2
731,384,IPC,376,1,3
732,385,BNS,303,1,1
733,386,IT_ACT,66,1,1
734,387,IT_ACT,66,1,1
735,387,IT_ACT,66D,1,2
736,388,ARMS_ACT,27,1,1
737,389,POCSO,8,1,1
738,389,POCSO,12,1,2
739,390,ARMS_ACT,27,1,1
740,391,IPC,406,1,1
741,391,IPC,447,1,2
742,392,IT_ACT,66D,1,1
743,392,IT_ACT,66C,1,2
744,392,IT_ACT,67,1,3
745,393,BNS,103,1,1
746,393,BNS,318,1,2
747,393,BNS,115,1,3
748,394,MV_ACT,185,1,1
749,395,ARMS_ACT,27,1,1
750,395,ARMS_ACT,25,1,2
751,396,IPC,506,1,1
752,396,IPC,420,1,2
753,397,NDPS,22,1,1
754,397,NDPS,15,1,2
755,397,NDPS,20,1,3
756,398,IT_ACT,66D,1,1
757,398,IT_ACT,66C,1,2
758,399,POCSO,12,1,1
759,399,POCSO,8,1,2
760,399,POCSO,4,1,3
761,400,POCSO,4,1,1
762,400,POCSO,12,1,2
763,400,POCSO,8,1,3
764,401,NDPS,20,1,1
765,402,NDPS,21,1,1
766,403,MV_ACT,184,1,1
767,404,IPC,307,1,1
768,404,IPC,379,1,2
769,405,BNS,103,1,1
770,406,IT_ACT,66D,1,1
771,406,IT_ACT,66,1,2
772,406,IT_ACT,66C,1,3
773,407,IT_ACT,66D,1,1
774,407,IT_ACT,66C,1,2
775,408,MV_ACT,184,1,1
776,408,MV_ACT,185,1,2
777,409,BNS,115,1,1
778,410,NDPS,22,1,1
779,410,NDPS,15,1,2
780,410,NDPS,21,1,3
781,411,IPC,406,1,1
782,412,DOWRY_ACT,4,1,1
783,412,DOWRY_ACT,3,1,2
784,413,EXCISE_ACT,32,1,1
785,413,EXCISE_ACT,34,1,2
786,414,ARMS_ACT,27,1,1
787,414,ARMS_ACT,25,1,2
788,415,IT_ACT,67,1,1
789,415,IT_ACT,66C,1,2
790,415,IT_ACT,66D,1,3
791,416,IPC,363,1,1
792,416,IPC,307,1,2
793,417,MV_ACT,185,1,1
794,417,MV_ACT,184,1,2
795,418,ARMS_ACT,27,1,1
796,418,ARMS_ACT,25,1,2
797,419,IT_ACT,66D,1,1
798,419,IT_ACT,66,1,2
799,420,DOWRY_ACT,4,1,1
800,420,DOWRY_ACT,3,1,2
801,421,ARMS_ACT,27,1,1
802,422,BNS,115,1,1
803,422,BNS,318,1,2
804,423,IT_ACT,66D,1,1
805,423,IT_ACT,67,1,2
806,423,IT_ACT,66C,1,3
807,424,BNS,115,1,1
808,425,POCSO,4,1,1
809,425,POCSO,12,1,2
810,425,POCSO,8,1,3
811,426,MV_ACT,184,1,1
812,427,IPC,498A,1,1
813,428,IT_ACT,66,1,1
814,428,IT_ACT,66D,1,2
815,428,IT_ACT,67,1,3
816,429,DOWRY_ACT,4,1,1
817,429,DOWRY_ACT,3,1,2
818,430,EXCISE_ACT,32,1,1
819,430,EXCISE_ACT,34,1,2
820,431,NDPS,15,1,1
821,431,NDPS,20,1,2
822,432,NDPS,15,1,1
823,433,IT_ACT,66C,1,1
824,433,IT_ACT,67,1,2
825,434,DOWRY_ACT,3,1,1
826,434,DOWRY_ACT,4,1,2
827,435,IPC,392,1,1
828,435,IPC,506,1,2
829,436,MV_ACT,184,1,1
830,436,MV_ACT,185,1,2
831,437,ARMS_ACT,27,1,1
832,438,ARMS_ACT,25,1,1
833,438,ARMS_ACT,27,1,2
834,439,DOWRY_ACT,4,1,1
835,439,DOWRY_ACT,3,1,2
