UnitTypeID,UnitTypeName,CityDistState,Hierarchy,Active
138,UnitType_138,City,4,True
139,UnitType_139,City,4,True
140,UnitType_140,City,9,True
141,UnitType_141,District,5,True
142,UnitType_142,State,7,True
143,UnitType_143,City,5,True
144,UnitType_144,District,5,True
145,UnitType_145,City,9,True
146,UnitType_146,District,9,True
147,UnitType_147,City,7,True
148,UnitType_148,City,6,True
149,UnitType_149,City,9,True
150,UnitType_150,State,6,True
151,UnitType_151,City,5,True
152,UnitType_152,State,5,True
153,UnitType_153,State,5,True
154,UnitType_154,State,8,True
155,UnitType_155,City,3,True
156,UnitType_156,District,4,True
157,UnitType_157,District,8,True
158,UnitType_158,State,2,True
159,UnitType_159,City,6,True
160,UnitType_160,State,1,True
161,UnitType_161,State,2,True
162,UnitType_162,District,8,True
163,UnitType_163,City,3,True
164,UnitType_164,State,4,True
165,UnitType_165,City,6,True
166,UnitType_166,City,4,True
167,UnitType_167,City,2,True
168,UnitType_168,District,7,True
169,UnitType_169,City,9,True
170,UnitType_170,City,5,True
171,UnitType_171,District,1,True
172,UnitType_172,District,2,True
173,UnitType_173,City,6,True
174,UnitType_174,City,3,True
175,UnitType_175,City,5,True
176,UnitType_176,District,1,True
177,UnitType_177,City,1,True
178,UnitType_178,State,3,True
179,UnitType_179,City,5,True
180,UnitType_180,District,9,True
181,UnitType_181,District,2,True
182,UnitType_182,District,2,True
183,UnitType_183,City,2,True
184,UnitType_184,State,2,True
185,UnitType_185,City,5,True
186,UnitType_186,District,4,True
187,UnitType_187,District,5,True
188,UnitType_188,City,3,True
189,UnitType_189,District,7,True
190,UnitType_190,District,5,True
191,UnitType_191,District,6,True
192,UnitType_192,City,8,True
193,UnitType_193,District,2,True
194,UnitType_194,State,1,True
195,UnitType_195,City,6,True
196,UnitType_196,City,1,True
197,UnitType_197,State,2,True
198,UnitType_198,District,4,True
199,UnitType_199,City,3,True
200,UnitType_200,City,3,True
201,UnitType_201,District,9,True
202,UnitType_202,State,9,True
203,UnitType_203,City,1,True
204,UnitType_204,City,6,True
205,UnitType_205,State,2,True
206,UnitType_206,District,5,False
207,UnitType_207,District,8,True
208,UnitType_208,District,6,True
209,UnitType_209,State,5,True
210,UnitType_210,District,7,True
211,UnitType_211,State,3,True
212,UnitType_212,City,3,True
213,UnitType_213,State,7,True
214,UnitType_214,District,2,True
215,UnitType_215,City,1,True
216,UnitType_216,State,6,True
217,UnitType_217,District,9,True
218,UnitType_218,District,1,True
219,UnitType_219,City,4,True
220,UnitType_220,City,8,True
221,UnitType_221,City,9,True
222,UnitType_222,City,4,True
223,UnitType_223,State,7,True
224,UnitType_224,District,8,True
225,UnitType_225,State,3,True
226,UnitType_226,State,1,False
227,UnitType_227,City,5,True
228,UnitType_228,City,5,True
229,UnitType_229,District,9,True
230,UnitType_230,State,7,True
231,UnitType_231,State,4,True
232,UnitType_232,District,9,True
233,UnitType_233,City,6,True
234,UnitType_234,District,2,True
235,UnitType_235,State,6,True
236,UnitType_236,State,9,True
237,UnitType_237,City,4,True
238,UnitType_238,State,1,True
239,UnitType_239,State,7,True
240,UnitType_240,City,8,True
241,UnitType_241,District,9,True
242,UnitType_242,City,3,True
243,UnitType_243,District,3,True
244,UnitType_244,District,9,True
245,UnitType_245,City,5,True
246,UnitType_246,State,4,True
247,UnitType_247,District,6,True
248,UnitType_248,City,3,True
249,UnitType_249,District,3,True
250,UnitType_250,City,6,True
251,UnitType_251,State,4,True
252,UnitType_252,State,4,True
253,UnitType_253,District,4,True
254,UnitType_254,State,4,True
255,UnitType_255,City,2,True
256,UnitType_256,City,9,True
257,UnitType_257,City,5,True
258,UnitType_258,City,1,True
259,UnitType_259,District,8,True
260,UnitType_260,State,6,True
261,UnitType_261,State,7,True
262,UnitType_262,State,4,True
263,UnitType_263,District,9,True
264,UnitType_264,State,9,True
265,UnitType_265,City,6,True
266,UnitType_266,City,9,True
267,UnitType_267,City,9,True
268,UnitType_268,City,9,True
269,UnitType_269,District,3,True
270,UnitType_270,State,4,True
271,UnitType_271,City,2,True
272,UnitType_272,District,4,True
273,UnitType_273,City,6,True
274,UnitType_274,District,1,True
275,UnitType_275,City,2,True
276,UnitType_276,City,7,True
277,UnitType_277,District,1,True
278,UnitType_278,City,1,True
279,UnitType_279,State,4,True
280,UnitType_280,State,4,True
281,UnitType_281,District,3,True
282,UnitType_282,District,9,True
283,UnitType_283,State,5,False
284,UnitType_284,District,8,False
285,UnitType_285,District,4,True
286,UnitType_286,City,9,True
287,UnitType_287,State,7,True
288,UnitType_288,City,2,True
289,UnitType_289,State,1,True
290,UnitType_290,State,4,True
291,UnitType_291,District,6,True
292,UnitType_292,State,4,True
293,UnitType_293,City,7,True
294,UnitType_294,District,8,True
295,UnitType_295,District,4,True
296,UnitType_296,City,7,True
297,UnitType_297,City,3,True
298,UnitType_298,State,6,True
299,UnitType_299,State,6,True
300,UnitType_300,State,4,True
301,UnitType_301,City,2,True
302,UnitType_302,City,6,True
303,UnitType_303,District,1,True
304,UnitType_304,City,3,True
305,UnitType_305,District,2,False
306,UnitType_306,City,2,True
307,UnitType_307,District,7,True
308,UnitType_308,City,8,True
309,UnitType_309,City,9,True
310,UnitType_310,City,2,True
311,UnitType_311,District,1,True
312,UnitType_312,City,1,True
313,UnitType_313,State,2,True
314,UnitType_314,State,1,True
315,UnitType_315,District,6,True
316,UnitType_316,District,8,True
317,UnitType_317,City,7,True
318,UnitType_318,City,5,True
319,UnitType_319,District,8,True
320,UnitType_320,City,3,True
321,UnitType_321,City,3,False
322,UnitType_322,State,2,True
323,UnitType_323,City,6,True
324,UnitType_324,City,8,True
325,UnitType_325,State,7,True
326,UnitType_326,District,2,True
327,UnitType_327,District,6,True
328,UnitType_328,District,9,True
329,UnitType_329,City,9,True
330,UnitType_330,State,2,True
331,UnitType_331,State,6,True
332,UnitType_332,District,7,True
333,UnitType_333,City,5,True
334,UnitType_334,District,7,True
335,UnitType_335,State,4,True
336,UnitType_336,District,7,True
337,UnitType_337,District,8,True
338,UnitType_338,City,4,True
339,UnitType_339,State,4,True
340,UnitType_340,State,5,True
341,UnitType_341,State,2,True
342,UnitType_342,District,9,True
343,UnitType_343,State,8,True
344,UnitType_344,State,2,True
345,UnitType_345,City,7,True
346,UnitType_346,City,2,True
347,UnitType_347,City,9,True
348,UnitType_348,State,1,True
349,UnitType_349,District,7,True
350,UnitType_350,State,2,True
351,UnitType_351,State,4,True
352,UnitType_352,City,4,True
353,UnitType_353,City,6,True
354,UnitType_354,State,7,True
355,UnitType_355,District,6,True
356,UnitType_356,District,5,True
357,UnitType_357,State,9,True
358,UnitType_358,State,6,True
359,UnitType_359,District,3,True
360,UnitType_360,District,5,True
361,UnitType_361,District,7,True
362,UnitType_362,District,8,True
363,UnitType_363,District,1,True
364,UnitType_364,District,1,True
365,UnitType_365,State,1,True
366,UnitType_366,District,6,True
367,UnitType_367,District,5,True
368,UnitType_368,District,2,True
369,UnitType_369,District,5,True
370,UnitType_370,State,2,True
371,UnitType_371,State,5,True
372,UnitType_372,City,4,True
373,UnitType_373,State,5,True
374,UnitType_374,District,1,True
375,UnitType_375,State,9,True
376,UnitType_376,District,8,True
377,UnitType_377,District,9,False
378,UnitType_378,State,1,True
379,UnitType_379,City,5,True
380,UnitType_380,District,8,True
381,UnitType_381,District,8,True
382,UnitType_382,District,9,True
383,UnitType_383,District,4,True
384,UnitType_384,City,2,True
385,UnitType_385,State,7,True
386,UnitType_386,State,4,True
387,UnitType_387,City,8,True
388,UnitType_388,District,3,False
389,UnitType_389,City,6,True
390,UnitType_390,State,3,True
391,UnitType_391,City,4,True
392,UnitType_392,State,6,True
393,UnitType_393,District,9,False
394,UnitType_394,District,5,True
395,UnitType_395,State,2,True
396,UnitType_396,City,6,True
397,UnitType_397,District,4,True
398,UnitType_398,State,9,True
399,UnitType_399,State,8,True
400,UnitType_400,District,2,True
401,UnitType_401,State,7,True
402,UnitType_402,District,6,True
403,UnitType_403,District,4,True
404,UnitType_404,District,2,True
405,UnitType_405,City,4,True
406,UnitType_406,City,7,True
407,UnitType_407,State,3,True
408,UnitType_408,State,1,True
409,UnitType_409,City,7,True
410,UnitType_410,City,7,True
411,UnitType_411,City,5,True
412,UnitType_412,District,9,True
413,UnitType_413,State,1,True
414,UnitType_414,City,5,True
415,UnitType_415,City,5,True
416,UnitType_416,District,4,True
417,UnitType_417,City,7,True
418,UnitType_418,District,2,True
419,UnitType_419,District,7,True
420,UnitType_420,State,1,True
421,UnitType_421,City,8,True
422,UnitType_422,District,1,True
423,UnitType_423,City,4,True
424,UnitType_424,City,1,True
425,UnitType_425,District,4,True
426,UnitType_426,State,4,True
427,UnitType_427,City,5,True
428,UnitType_428,District,9,True
429,UnitType_429,State,2,True
430,UnitType_430,City,5,True
431,UnitType_431,District,6,True
432,UnitType_432,State,3,True
433,UnitType_433,State,1,True
434,UnitType_434,District,7,True
435,UnitType_435,State,2,False
436,UnitType_436,City,1,True
437,UnitType_437,City,3,True
438,UnitType_438,City,8,True
439,UnitType_439,City,6,True
440,UnitType_440,City,2,True
441,UnitType_441,District,6,True
442,UnitType_442,District,9,True
443,UnitType_443,State,4,True
444,UnitType_444,District,8,True
445,UnitType_445,District,5,True
446,UnitType_446,District,7,True
447,UnitType_447,State,5,True
448,UnitType_448,City,2,True
449,UnitType_449,State,4,True
450,UnitType_450,State,6,True
451,UnitType_451,State,2,True
452,UnitType_452,City,1,True
453,UnitType_453,City,2,True
454,UnitType_454,State,3,True
455,UnitType_455,City,2,True
456,UnitType_456,City,3,True
457,UnitType_457,State,3,True
458,UnitType_458,District,3,True
459,UnitType_459,City,1,True
460,UnitType_460,State,7,True
461,UnitType_461,District,3,True
462,UnitType_462,District,7,True
463,UnitType_463,City,6,True
464,UnitType_464,City,2,True
465,UnitType_465,City,4,True
466,UnitType_466,District,9,True
467,UnitType_467,State,4,True
468,UnitType_468,District,1,False
469,UnitType_469,District,8,True
470,UnitType_470,District,2,True
471,UnitType_471,State,5,True
472,UnitType_472,State,7,True
473,UnitType_473,City,7,True
474,UnitType_474,District,5,True
475,UnitType_475,City,9,True
476,UnitType_476,State,7,True
477,UnitType_477,State,5,True
478,UnitType_478,State,6,True
479,UnitType_479,State,3,True
480,UnitType_480,State,5,True
481,UnitType_481,State,9,True
482,UnitType_482,State,2,True
483,UnitType_483,District,2,True
484,UnitType_484,City,1,True
485,UnitType_485,District,6,True
486,UnitType_486,City,4,True
487,UnitType_487,City,7,True
488,UnitType_488,State,8,True
489,UnitType_489,District,1,True
490,UnitType_490,City,4,True
491,UnitType_491,State,7,True
492,UnitType_492,City,7,True
493,UnitType_493,District,7,True
494,UnitType_494,District,8,True
495,UnitType_495,District,3,True
496,UnitType_496,District,5,True
497,UnitType_497,District,8,True
498,UnitType_498,City,4,True
499,UnitType_499,District,1,True
500,UnitType_500,State,4,True
501,UnitType_501,City,3,True
502,UnitType_502,District,4,True
503,UnitType_503,District,8,True
504,UnitType_504,District,6,True
505,UnitType_505,City,8,True
506,UnitType_506,District,7,True
507,UnitType_507,District,7,True
508,UnitType_508,District,2,True
509,UnitType_509,City,9,True
510,UnitType_510,District,6,True
511,UnitType_511,State,2,True
512,UnitType_512,State,4,True
513,UnitType_513,District,9,True
514,UnitType_514,State,8,True
515,UnitType_515,District,8,True
516,UnitType_516,District,9,True
517,UnitType_517,State,4,True
518,UnitType_518,District,5,True
519,UnitType_519,City,7,True
520,UnitType_520,City,9,True
521,UnitType_521,State,2,True
522,UnitType_522,District,6,True
523,UnitType_523,City,4,True
524,UnitType_524,City,3,True
525,UnitType_525,District,1,True
526,UnitType_526,State,9,True
527,UnitType_527,State,6,True
528,UnitType_528,City,7,True
529,UnitType_529,State,3,True
530,UnitType_530,State,2,False
531,UnitType_531,State,8,True
532,UnitType_532,State,2,True
533,UnitType_533,State,4,True
534,UnitType_534,District,2,True
535,UnitType_535,State,2,False
536,UnitType_536,City,5,True
537,UnitType_537,City,2,True
538,UnitType_538,District,7,True
539,UnitType_539,State,8,True
540,UnitType_540,City,6,True
541,UnitType_541,City,2,True
542,UnitType_542,City,2,True
543,UnitType_543,State,9,True
544,UnitType_544,City,4,True
545,UnitType_545,City,5,False
546,UnitType_546,City,3,True
547,UnitType_547,City,8,True
548,UnitType_548,District,8,True
549,UnitType_549,City,3,True
550,UnitType_550,City,6,True
551,UnitType_551,State,3,True
552,UnitType_552,District,3,True
553,UnitType_553,City,2,True
554,UnitType_554,State,4,True
555,UnitType_555,State,6,True
556,UnitType_556,District,3,True
557,UnitType_557,District,5,True
558,UnitType_558,State,4,True
559,UnitType_559,District,4,True
560,UnitType_560,City,8,True
561,UnitType_561,State,3,True
562,UnitType_562,City,5,True
563,UnitType_563,District,3,True
564,UnitType_564,City,1,True
565,UnitType_565,City,1,True
566,UnitType_566,State,4,False
567,UnitType_567,City,5,True
568,UnitType_568,State,3,True
569,UnitType_569,City,4,True
570,UnitType_570,District,5,True
571,UnitType_571,City,6,True
572,UnitType_572,State,2,True
573,UnitType_573,State,4,True
574,UnitType_574,City,6,True
575,UnitType_575,District,1,True
576,UnitType_576,State,6,True
577,UnitType_577,City,2,True
578,UnitType_578,City,6,True
579,UnitType_579,District,9,True
580,UnitType_580,State,3,True
581,UnitType_581,State,7,True
582,UnitType_582,State,4,False
583,UnitType_583,City,7,True
584,UnitType_584,State,3,True
585,UnitType_585,City,4,True
586,UnitType_586,District,4,True
587,UnitType_587,State,2,True
588,UnitType_588,District,4,True
589,UnitType_589,District,1,True
590,UnitType_590,State,7,True
591,UnitType_591,District,6,True
592,UnitType_592,District,5,True
593,UnitType_593,District,3,True
594,UnitType_594,City,3,True
595,UnitType_595,District,8,True
596,UnitType_596,State,8,True
597,UnitType_597,State,2,True
598,UnitType_598,State,1,True
599,UnitType_599,State,7,True
600,UnitType_600,District,6,True
601,UnitType_601,City,5,True
602,UnitType_602,City,7,False
603,UnitType_603,City,3,True
604,UnitType_604,City,5,True
605,UnitType_605,State,2,True
606,UnitType_606,City,1,True
607,UnitType_607,State,8,True
608,UnitType_608,District,7,True
609,UnitType_609,City,6,True
610,UnitType_610,District,8,True
611,UnitType_611,City,8,True
612,UnitType_612,District,9,True
613,UnitType_613,District,7,True
614,UnitType_614,City,8,True
615,UnitType_615,State,1,True
616,UnitType_616,State,7,False
617,UnitType_617,State,6,True
618,UnitType_618,State,7,True
619,UnitType_619,State,3,True
620,UnitType_620,City,6,False
621,UnitType_621,District,6,True
622,UnitType_622,City,5,True
623,UnitType_623,District,8,True
624,UnitType_624,District,2,True
625,UnitType_625,City,3,True
626,UnitType_626,State,5,True
627,UnitType_627,City,3,False
628,UnitType_628,City,3,True
629,UnitType_629,District,9,True
630,UnitType_630,City,9,True
631,UnitType_631,City,9,True
632,UnitType_632,City,4,True
633,UnitType_633,City,8,True
634,UnitType_634,State,7,False
635,UnitType_635,State,2,True
636,UnitType_636,City,5,False
637,UnitType_637,State,6,True
638,UnitType_638,City,3,True
639,UnitType_639,State,5,True
640,UnitType_640,State,9,True
641,UnitType_641,City,4,True
642,UnitType_642,City,6,True
643,UnitType_643,District,6,True
644,UnitType_644,State,5,True
645,UnitType_645,State,6,True
646,UnitType_646,District,4,True
647,UnitType_647,State,3,True
648,UnitType_648,District,9,True
649,UnitType_649,State,9,True
650,UnitType_650,District,7,True
651,UnitType_651,District,6,True
652,UnitType_652,State,3,True
653,UnitType_653,State,7,True
654,UnitType_654,State,7,True
655,UnitType_655,State,8,True
656,UnitType_656,State,2,True
657,UnitType_657,State,9,True
658,UnitType_658,City,6,True
659,UnitType_659,District,6,True
660,UnitType_660,State,3,True
661,UnitType_661,State,6,True
662,UnitType_662,State,4,True
663,UnitType_663,City,1,True
664,UnitType_664,District,3,True
665,UnitType_665,State,5,True
666,UnitType_666,State,9,True
667,UnitType_667,State,1,True
668,UnitType_668,City,3,True
669,UnitType_669,District,6,True
670,UnitType_670,State,2,True
671,UnitType_671,City,6,True
672,UnitType_672,City,2,True
673,UnitType_673,City,7,True
674,UnitType_674,City,8,True
675,UnitType_675,District,6,True
676,UnitType_676,District,3,True
677,UnitType_677,City,5,True
678,UnitType_678,State,2,True
679,UnitType_679,State,1,True
680,UnitType_680,District,8,True
681,UnitType_681,District,5,True
682,UnitType_682,City,8,True
683,UnitType_683,City,7,True
684,UnitType_684,District,6,True
685,UnitType_685,State,4,True
686,UnitType_686,State,7,True
687,UnitType_687,State,1,True
688,UnitType_688,City,6,True
689,UnitType_689,State,2,True
690,UnitType_690,City,2,True
691,UnitType_691,State,8,True
692,UnitType_692,State,2,True
693,UnitType_693,City,3,True
694,UnitType_694,State,3,True
695,UnitType_695,City,4,True
696,UnitType_696,District,9,True
697,UnitType_697,State,2,True
698,UnitType_698,City,5,True
699,UnitType_699,City,6,True
700,UnitType_700,State,7,True
701,UnitType_701,City,7,True
702,UnitType_702,District,2,True
703,UnitType_703,District,5,True
704,UnitType_704,District,9,False
705,UnitType_705,District,8,True
706,UnitType_706,District,2,True
707,UnitType_707,State,6,True
708,UnitType_708,State,6,True
709,UnitType_709,District,7,True
710,UnitType_710,City,6,True
711,UnitType_711,State,8,True
712,UnitType_712,City,9,True
713,UnitType_713,State,3,True
714,UnitType_714,City,6,True
715,UnitType_715,District,6,True
716,UnitType_716,District,7,True
717,UnitType_717,State,5,True
718,UnitType_718,District,7,True
719,UnitType_719,District,3,True
720,UnitType_720,District,9,True
721,UnitType_721,District,1,True
722,UnitType_722,City,5,True
723,UnitType_723,State,5,True
724,UnitType_724,District,8,True
725,UnitType_725,District,3,False
726,UnitType_726,District,9,True
727,UnitType_727,State,6,True
728,UnitType_728,City,2,True
729,UnitType_729,District,8,True
730,UnitType_730,City,7,True
731,UnitType_731,City,7,True
732,UnitType_732,State,3,True
733,UnitType_733,State,6,True
734,UnitType_734,State,3,True
735,UnitType_735,State,8,True
736,UnitType_736,District,8,True
737,UnitType_737,District,7,True
738,UnitType_738,State,3,True
739,UnitType_739,City,1,True
740,UnitType_740,District,2,True
741,UnitType_741,State,5,True
742,UnitType_742,State,7,True
743,UnitType_743,State,9,True
744,UnitType_744,District,7,True
745,UnitType_745,City,8,True
746,UnitType_746,District,1,True
747,UnitType_747,State,9,True
748,UnitType_748,City,6,True
749,UnitType_749,State,8,True
750,UnitType_750,District,4,True
751,UnitType_751,District,5,True
752,UnitType_752,State,9,True
753,UnitType_753,City,3,True
754,UnitType_754,City,4,True
755,UnitType_755,District,8,True
756,UnitType_756,State,1,True
757,UnitType_757,City,5,True
758,UnitType_758,State,7,True
759,UnitType_759,State,7,True
760,UnitType_760,District,2,True
761,UnitType_761,District,4,True
762,UnitType_762,District,6,True
763,UnitType_763,City,2,True
764,UnitType_764,City,7,True
765,UnitType_765,District,2,True
766,UnitType_766,City,2,True
767,UnitType_767,District,8,True
768,UnitType_768,District,3,True
769,UnitType_769,District,5,True
770,UnitType_770,State,8,True
771,UnitType_771,State,5,True
772,UnitType_772,District,8,True
773,UnitType_773,District,1,True
774,UnitType_774,City,4,True
775,UnitType_775,City,1,True
776,UnitType_776,City,1,True
777,UnitType_777,District,7,True
778,UnitType_778,District,8,False
779,UnitType_779,City,4,True
780,UnitType_780,State,5,True
781,UnitType_781,City,3,True
782,UnitType_782,District,7,True
783,UnitType_783,District,5,True
784,UnitType_784,State,7,True
785,UnitType_785,State,3,True
786,UnitType_786,State,7,True
787,UnitType_787,City,6,True
788,UnitType_788,City,4,True
789,UnitType_789,State,5,True
790,UnitType_790,State,1,True
791,UnitType_791,State,8,True
792,UnitType_792,State,6,True
793,UnitType_793,State,2,True
794,UnitType_794,City,2,True
795,UnitType_795,District,1,True
796,UnitType_796,City,5,True
797,UnitType_797,State,9,True
798,UnitType_798,District,6,True
799,UnitType_799,City,9,True
800,UnitType_800,City,7,True
801,UnitType_801,City,2,True
802,UnitType_802,State,9,True
803,UnitType_803,State,2,True
804,UnitType_804,City,3,True
805,UnitType_805,State,3,True
806,UnitType_806,City,5,True
807,UnitType_807,City,7,True
808,UnitType_808,District,7,True
809,UnitType_809,State,9,True
810,UnitType_810,State,5,True
811,UnitType_811,District,5,True
812,UnitType_812,State,3,True
813,UnitType_813,State,4,True
814,UnitType_814,State,4,True
815,UnitType_815,State,8,True
816,UnitType_816,City,3,True
817,UnitType_817,City,8,True
818,UnitType_818,City,7,True
819,UnitType_819,District,5,True
820,UnitType_820,District,3,True
821,UnitType_821,City,3,True
822,UnitType_822,District,2,True
823,UnitType_823,State,5,True
824,UnitType_824,State,1,True
825,UnitType_825,District,3,True
826,UnitType_826,District,5,False
827,UnitType_827,City,7,True
828,UnitType_828,State,6,True
829,UnitType_829,City,8,True
830,UnitType_830,City,4,True
831,UnitType_831,City,5,True
832,UnitType_832,State,9,True
833,UnitType_833,State,4,True
834,UnitType_834,City,2,True
835,UnitType_835,City,4,True
836,UnitType_836,State,7,True
837,UnitType_837,City,5,True
838,UnitType_838,City,2,True
839,UnitType_839,District,6,True
840,UnitType_840,State,2,True
841,UnitType_841,District,2,True
842,UnitType_842,State,5,False
843,UnitType_843,District,7,True
844,UnitType_844,District,2,True
845,UnitType_845,State,4,True
846,UnitType_846,District,4,True
847,UnitType_847,State,5,True
848,UnitType_848,District,9,True
849,UnitType_849,City,1,True
850,UnitType_850,District,5,False
851,UnitType_851,State,6,True
852,UnitType_852,State,4,True
853,UnitType_853,State,7,True
854,UnitType_854,State,2,True
855,UnitType_855,City,1,True
856,UnitType_856,State,6,False
857,UnitType_857,State,9,False
858,UnitType_858,District,6,True
859,UnitType_859,State,3,True
860,UnitType_860,City,3,True
861,UnitType_861,City,5,True
862,UnitType_862,State,2,True
863,UnitType_863,District,1,True
864,UnitType_864,State,4,True
865,UnitType_865,District,5,True
866,UnitType_866,State,5,True
867,UnitType_867,District,7,True
868,UnitType_868,State,9,True
869,UnitType_869,District,5,True
870,UnitType_870,City,4,True
871,UnitType_871,District,3,True
872,UnitType_872,City,1,True
873,UnitType_873,City,1,True
874,UnitType_874,District,9,True
875,UnitType_875,State,5,True
876,UnitType_876,District,9,True
877,UnitType_877,City,7,True
878,UnitType_878,City,1,True
879,UnitType_879,District,4,True
880,UnitType_880,City,9,True
881,UnitType_881,District,4,True
882,UnitType_882,District,7,True
883,UnitType_883,State,8,True
884,UnitType_884,City,2,True
885,UnitType_885,City,5,True
886,UnitType_886,State,4,True
887,UnitType_887,State,9,True
888,UnitType_888,State,2,True
889,UnitType_889,District,9,True
890,UnitType_890,District,8,True
891,UnitType_891,City,3,True
892,UnitType_892,State,5,True
893,UnitType_893,State,7,True
894,UnitType_894,City,4,True
895,UnitType_895,State,7,True
896,UnitType_896,City,3,True
897,UnitType_897,State,3,True
898,UnitType_898,District,6,True
899,UnitType_899,City,1,True
900,UnitType_900,City,7,True
901,UnitType_901,State,1,True
902,UnitType_902,District,3,True
903,UnitType_903,City,7,True
904,UnitType_904,State,4,True
905,UnitType_905,District,3,True
906,UnitType_906,State,5,True
907,UnitType_907,State,9,True
908,UnitType_908,City,2,True
909,UnitType_909,City,4,False
910,UnitType_910,City,6,True
911,UnitType_911,City,3,True
912,UnitType_912,District,7,True
913,UnitType_913,City,7,True
914,UnitType_914,City,9,True
915,UnitType_915,District,3,True
916,UnitType_916,District,9,True
917,UnitType_917,City,3,True
918,UnitType_918,District,1,True
919,UnitType_919,District,2,True
920,UnitType_920,City,5,True
921,UnitType_921,City,1,True
922,UnitType_922,State,5,False
923,UnitType_923,State,7,True
924,UnitType_924,City,1,True
925,UnitType_925,City,8,False
926,UnitType_926,District,8,True
927,UnitType_927,City,6,True
928,UnitType_928,District,9,True
929,UnitType_929,District,3,True
