OccupationID,OccupationName
166,Homemaker_166
167,Student_167
168,Government Employee_168
169,Private Employee_169
170,Homemaker_170
171,Business_171
172,Farmer_172
173,Farmer_173
174,Government Employee_174
175,Business_175
176,Unemployed_176
177,Private Employee_177
178,Student_178
179,Homemaker_179
180,Homemaker_180
181,Government Employee_181
182,Business_182
183,Homemaker_183
184,Government Employee_184
185,Government Employee_185
186,Private Employee_186
187,Government Employee_187
188,Government Employee_188
189,Private Employee_189
190,Student_190
191,Unemployed_191
192,Unemployed_192
193,Private Employee_193
194,Homemaker_194
195,Private Employee_195
196,Student_196
197,Student_197
198,Unemployed_198
199,Government Employee_199
200,Private Employee_200
201,Private Employee_201
202,Government Employee_202
203,Business_203
204,Government Employee_204
205,Student_205
206,Farmer_206
207,Unemployed_207
208,Private Employee_208
209,Business_209
210,Business_210
211,Student_211
212,Government Employee_212
213,Business_213
214,Homemaker_214
215,Government Employee_215
216,Business_216
217,Homemaker_217
218,Private Employee_218
219,Business_219
220,Homemaker_220
221,Unemployed_221
222,Private Employee_222
223,Private Employee_223
224,Farmer_224
225,Farmer_225
226,Homemaker_226
227,Unemployed_227
228,Business_228
229,Farmer_229
230,Farmer_230
231,Farmer_231
232,Farmer_232
233,Unemployed_233
234,Government Employee_234
235,Student_235
236,Government Employee_236
237,Business_237
238,Homemaker_238
239,Government Employee_239
240,Government Employee_240
241,Student_241
242,Farmer_242
243,Unemployed_243
244,Unemployed_244
245,Homemaker_245
246,Homemaker_246
247,Business_247
248,Unemployed_248
249,Private Employee_249
250,Business_250
251,Homemaker_251
252,Homemaker_252
253,Farmer_253
254,Unemployed_254
255,Private Employee_255
256,Unemployed_256
257,Unemployed_257
258,Private Employee_258
259,Private Employee_259
260,Business_260
261,Private Employee_261
262,Private Employee_262
263,Private Employee_263
264,Private Employee_264
265,Student_265
266,Private Employee_266
267,Private Employee_267
268,Farmer_268
269,Private Employee_269
270,Homemaker_270
271,Unemployed_271
272,Private Employee_272
273,Government Employee_273
274,Farmer_274
275,Farmer_275
276,Homemaker_276
277,Homemaker_277
278,Unemployed_278
279,Government Employee_279
280,Private Employee_280
281,Student_281
282,Unemployed_282
283,Student_283
284,Unemployed_284
285,Farmer_285
286,Student_286
287,Private Employee_287
288,Homemaker_288
289,Farmer_289
290,Student_290
291,Student_291
292,Private Employee_292
293,Business_293
294,Private Employee_294
295,Unemployed_295
296,Unemployed_296
297,Farmer_297
298,Student_298
299,Business_299
300,Homemaker_300
301,Government Employee_301
302,Unemployed_302
303,Private Employee_303
304,Business_304
305,Government Employee_305
306,Student_306
307,Farmer_307
308,Student_308
309,Homemaker_309
310,Homemaker_310
311,Farmer_311
312,Private Employee_312
313,Farmer_313
314,Unemployed_314
315,Unemployed_315
316,Homemaker_316
317,Business_317
318,Government Employee_318
319,Unemployed_319
320,Business_320
321,Farmer_321
322,Unemployed_322
323,Business_323
324,Student_324
325,Student_325
326,Student_326
327,Farmer_327
328,Business_328
329,Unemployed_329
330,Homemaker_330
331,Business_331
332,Student_332
333,Unemployed_333
334,Farmer_334
335,Private Employee_335
336,Farmer_336
337,Farmer_337
338,Student_338
339,Business_339
340,Student_340
341,Government Employee_341
342,Private Employee_342
343,Farmer_343
344,Business_344
345,Student_345
346,Government Employee_346
347,Business_347
348,Farmer_348
349,Government Employee_349
350,Government Employee_350
351,Government Employee_351
352,Business_352
353,Unemployed_353
354,Homemaker_354
355,Farmer_355
356,Government Employee_356
357,Farmer_357
358,Government Employee_358
359,Homemaker_359
360,Unemployed_360
361,Unemployed_361
362,Business_362
363,Student_363
364,Unemployed_364
365,Homemaker_365
366,Business_366
367,Private Employee_367
368,Government Employee_368
369,Private Employee_369
370,Student_370
371,Student_371
372,Unemployed_372
373,Homemaker_373
374,Business_374
375,Unemployed_375
376,Unemployed_376
377,Homemaker_377
378,Farmer_378
379,Business_379
380,Student_380
381,Farmer_381
382,Government Employee_382
383,Unemployed_383
384,Farmer_384
385,Unemployed_385
386,Business_386
387,Unemployed_387
388,Business_388
389,Government Employee_389
390,Business_390
391,Unemployed_391
392,Homemaker_392
393,Farmer_393
394,Unemployed_394
395,Student_395
396,Private Employee_396
397,Farmer_397
398,Government Employee_398
399,Unemployed_399
400,Private Employee_400
401,Unemployed_401
402,Student_402
403,Farmer_403
404,Student_404
405,Business_405
406,Unemployed_406
407,Private Employee_407
408,Homemaker_408
409,Business_409
410,Farmer_410
411,Unemployed_411
412,Government Employee_412
413,Unemployed_413
414,Farmer_414
415,Government Employee_415
416,Unemployed_416
417,Student_417
418,Unemployed_418
419,Private Employee_419
420,Farmer_420
421,Farmer_421
422,Business_422
423,Farmer_423
424,Private Employee_424
425,Unemployed_425
426,Homemaker_426
427,Business_427
428,Homemaker_428
429,Private Employee_429
430,Homemaker_430
431,Student_431
432,Unemployed_432
433,Homemaker_433
434,Homemaker_434
435,Farmer_435
436,Unemployed_436
437,Government Employee_437
438,Business_438
439,Government Employee_439
440,Unemployed_440
441,Student_441
442,Government Employee_442
443,Farmer_443
444,Student_444
445,Private Employee_445
446,Business_446
447,Government Employee_447
448,Unemployed_448
449,Business_449
450,Farmer_450
451,Business_451
452,Private Employee_452
453,Private Employee_453
454,Government Employee_454
455,Government Employee_455
456,Homemaker_456
457,Farmer_457
458,Business_458
459,Unemployed_459
460,Business_460
461,Private Employee_461
462,Unemployed_462
463,Student_463
464,Farmer_464
465,Business_465
466,Private Employee_466
467,Government Employee_467
468,Farmer_468
469,Student_469
470,Farmer_470
471,Homemaker_471
472,Farmer_472
473,Government Employee_473
474,Homemaker_474
475,Government Employee_475
476,Farmer_476
477,Homemaker_477
478,Government Employee_478
479,Unemployed_479
480,Student_480
481,Homemaker_481
482,Unemployed_482
483,Homemaker_483
484,Farmer_484
485,Student_485
486,Homemaker_486
487,Homemaker_487
488,Farmer_488
489,Government Employee_489
490,Homemaker_490
491,Unemployed_491
492,Government Employee_492
493,Government Employee_493
494,Government Employee_494
495,Private Employee_495
496,Business_496
497,Unemployed_497
498,Student_498
499,Government Employee_499
500,Private Employee_500
501,Farmer_501
502,Unemployed_502
503,Farmer_503
504,Government Employee_504
505,Government Employee_505
506,Government Employee_506
507,Homemaker_507
508,Farmer_508
509,Homemaker_509
510,Unemployed_510
511,Homemaker_511
512,Student_512
513,Business_513
514,Homemaker_514
515,Government Employee_515
516,Student_516
517,Homemaker_517
518,Unemployed_518
519,Private Employee_519
520,Student_520
521,Farmer_521
522,Private Employee_522
523,Government Employee_523
524,Homemaker_524
525,Business_525
526,Business_526
527,Unemployed_527
528,Business_528
529,Unemployed_529
530,Private Employee_530
531,Government Employee_531
532,Business_532
533,Private Employee_533
534,Unemployed_534
535,Private Employee_535
536,Farmer_536
537,Student_537
538,Homemaker_538
539,Government Employee_539
540,Farmer_540
541,Homemaker_541
542,Student_542
543,Student_543
544,Unemployed_544
545,Homemaker_545
546,Private Employee_546
547,Business_547
548,Business_548
549,Unemployed_549
550,Farmer_550
551,Homemaker_551
552,Unemployed_552
553,Student_553
554,Farmer_554
555,Unemployed_555
556,Homemaker_556
557,Farmer_557
558,Government Employee_558
559,Business_559
560,Unemployed_560
561,Private Employee_561
562,Business_562
563,Unemployed_563
564,Private Employee_564
565,Government Employee_565
566,Private Employee_566
567,Homemaker_567
568,Business_568
569,Government Employee_569
570,Private Employee_570
571,Business_571
572,Student_572
573,Government Employee_573
574,Homemaker_574
575,Homemaker_575
576,Homemaker_576
577,Farmer_577
578,Private Employee_578
579,Private Employee_579
580,Student_580
581,Homemaker_581
582,Homemaker_582
583,Farmer_583
584,Private Employee_584
585,Unemployed_585
586,Business_586
587,Farmer_587
588,Unemployed_588
589,Homemaker_589
590,Business_590
591,Government Employee_591
592,Private Employee_592
593,Government Employee_593
594,Unemployed_594
595,Unemployed_595
596,Student_596
597,Private Employee_597
598,Homemaker_598
599,Farmer_599
600,Government Employee_600
601,Student_601
602,Farmer_602
603,Student_603
604,Homemaker_604
605,Unemployed_605
606,Unemployed_606
607,Private Employee_607
608,Business_608
609,Student_609
610,Farmer_610
611,Government Employee_611
612,Business_612
613,Homemaker_613
614,Private Employee_614
615,Business_615
616,Private Employee_616
617,Business_617
618,Unemployed_618
619,Farmer_619
620,Private Employee_620
621,Unemployed_621
622,Government Employee_622
623,Private Employee_623
624,Unemployed_624
625,Farmer_625
626,Farmer_626
627,Homemaker_627
628,Private Employee_628
629,Homemaker_629
630,Farmer_630
631,Student_631
632,Homemaker_632
633,Private Employee_633
634,Government Employee_634
635,Business_635
636,Business_636
637,Private Employee_637
638,Business_638
639,Homemaker_639
640,Homemaker_640
641,Unemployed_641
642,Homemaker_642
643,Unemployed_643
644,Private Employee_644
645,Homemaker_645
646,Private Employee_646
647,Farmer_647
648,Government Employee_648
649,Homemaker_649
650,Unemployed_650
651,Homemaker_651
652,Government Employee_652
653,Business_653
654,Student_654
655,Private Employee_655
656,Government Employee_656
657,Homemaker_657
658,Farmer_658
659,Government Employee_659
660,Government Employee_660
661,Student_661
662,Private Employee_662
663,Farmer_663
664,Student_664
665,Unemployed_665
666,Farmer_666
667,Government Employee_667
668,Student_668
669,Unemployed_669
670,Business_670
671,Homemaker_671
672,Business_672
673,Student_673
674,Unemployed_674
675,Government Employee_675
676,Government Employee_676
677,Farmer_677
678,Student_678
679,Unemployed_679
680,Private Employee_680
681,Farmer_681
682,Government Employee_682
683,Private Employee_683
684,Private Employee_684
685,Farmer_685
686,Unemployed_686
687,Farmer_687
688,Unemployed_688
689,Private Employee_689
690,Homemaker_690
691,Unemployed_691
692,Government Employee_692
693,Homemaker_693
694,Homemaker_694
695,Student_695
696,Homemaker_696
697,Student_697
698,Homemaker_698
699,Government Employee_699
700,Student_700
701,Government Employee_701
702,Unemployed_702
703,Farmer_703
704,Homemaker_704
705,Private Employee_705
706,Private Employee_706
707,Farmer_707
708,Homemaker_708
709,Farmer_709
710,Student_710
711,Unemployed_711
712,Student_712
713,Farmer_713
714,Student_714
715,Business_715
716,Government Employee_716
717,Government Employee_717
718,Private Employee_718
719,Unemployed_719
720,Government Employee_720
721,Private Employee_721
722,Unemployed_722
723,Student_723
724,Unemployed_724
725,Business_725
726,Unemployed_726
727,Business_727
728,Private Employee_728
729,Student_729
730,Farmer_730
731,Business_731
732,Unemployed_732
733,Student_733
734,Student_734
735,Business_735
736,Homemaker_736
737,Business_737
738,Private Employee_738
739,Farmer_739
740,Unemployed_740
741,Unemployed_741
742,Government Employee_742
743,Unemployed_743
744,Government Employee_744
745,Unemployed_745
746,Unemployed_746
747,Unemployed_747
748,Government Employee_748
749,Student_749
750,Business_750
751,Unemployed_751
752,Private Employee_752
753,Farmer_753
754,Government Employee_754
755,Homemaker_755
756,Business_756
757,Business_757
758,Unemployed_758
759,Student_759
760,Government Employee_760
761,Student_761
762,Farmer_762
763,Farmer_763
764,Government Employee_764
765,Student_765
766,Homemaker_766
767,Homemaker_767
768,Business_768
769,Unemployed_769
770,Private Employee_770
771,Government Employee_771
772,Homemaker_772
773,Private Employee_773
774,Government Employee_774
775,Homemaker_775
776,Student_776
777,Private Employee_777
778,Student_778
779,Unemployed_779
780,Farmer_780
781,Business_781
782,Government Employee_782
783,Government Employee_783
784,Student_784
785,Private Employee_785
786,Private Employee_786
787,Homemaker_787
788,Homemaker_788
789,Government Employee_789
790,Government Employee_790
791,Private Employee_791
792,Homemaker_792
793,Student_793
794,Homemaker_794
795,Student_795
796,Private Employee_796
797,Private Employee_797
798,Unemployed_798
799,Farmer_799
800,Government Employee_800
801,Homemaker_801
802,Farmer_802
803,Homemaker_803
804,Business_804
805,Student_805
806,Student_806
807,Farmer_807
808,Unemployed_808
809,Business_809
810,Private Employee_810
811,Student_811
812,Private Employee_812
813,Private Employee_813
814,Unemployed_814
815,Homemaker_815
816,Business_816
817,Unemployed_817
818,Farmer_818
819,Government Employee_819
820,Unemployed_820
821,Farmer_821
822,Business_822
823,Business_823
824,Government Employee_824
825,Government Employee_825
826,Student_826
827,Homemaker_827
828,Government Employee_828
829,Business_829
830,Private Employee_830
831,Unemployed_831
832,Government Employee_832
833,Student_833
834,Farmer_834
835,Homemaker_835
836,Unemployed_836
837,Unemployed_837
838,Homemaker_838
839,Private Employee_839
840,Homemaker_840
841,Homemaker_841
842,Business_842
843,Unemployed_843
844,Business_844
845,Farmer_845
846,Student_846
847,Government Employee_847
848,Homemaker_848
849,Unemployed_849
850,Government Employee_850
851,Student_851
852,Unemployed_852
853,Private Employee_853
854,Government Employee_854
855,Government Employee_855
856,Homemaker_856
857,Business_857
858,Business_858
859,Homemaker_859
860,Unemployed_860
861,Government Employee_861
862,Private Employee_862
863,Student_863
864,Government Employee_864
865,Government Employee_865
866,Business_866
867,Government Employee_867
868,Unemployed_868
869,Business_869
870,Homemaker_870
871,Student_871
872,Unemployed_872
873,Business_873
874,Private Employee_874
875,Business_875
876,Farmer_876
877,Student_877
878,Student_878
879,Unemployed_879
880,Business_880
881,Business_881
882,Business_882
883,Business_883
884,Business_884
885,Government Employee_885
886,Private Employee_886
887,Unemployed_887
888,Farmer_888
889,Farmer_889
890,Private Employee_890
891,Government Employee_891
892,Private Employee_892
893,Business_893
894,Government Employee_894
895,Private Employee_895
896,Business_896
897,Business_897
898,Private Employee_898
899,Government Employee_899
900,Student_900
901,Government Employee_901
902,Student_902
903,Unemployed_903
904,Student_904
905,Private Employee_905
906,Student_906
907,Private Employee_907
908,Business_908
909,Student_909
910,Farmer_910
911,Business_911
912,Government Employee_912
913,Private Employee_913
914,Unemployed_914
915,Student_915
916,Homemaker_916
917,Farmer_917
918,Farmer_918
919,Homemaker_919
920,Student_920
921,Student_921
922,Student_922
923,Farmer_923
924,Farmer_924
925,Business_925
926,Unemployed_926
927,Homemaker_927
928,Student_928
929,Unemployed_929
930,Government Employee_930
931,Business_931
932,Farmer_932
933,Farmer_933
934,Private Employee_934
935,Student_935
936,Private Employee_936
937,Government Employee_937
938,Private Employee_938
939,Student_939
940,Student_940
941,Private Employee_941
942,Farmer_942
943,Government Employee_943
944,Unemployed_944
945,Business_945
946,Government Employee_946
947,Government Employee_947
948,Private Employee_948
949,Government Employee_949
950,Business_950
951,Private Employee_951
952,Government Employee_952
953,Homemaker_953
954,Homemaker_954
955,Homemaker_955
956,Farmer_956
957,Unemployed_957
958,Student_958
959,Homemaker_959
960,Student_960
961,Business_961
962,Farmer_962
963,Farmer_963
964,Government Employee_964
965,Private Employee_965
966,Unemployed_966
967,Private Employee_967
968,Unemployed_968
969,Unemployed_969
970,Business_970
971,Government Employee_971
972,Government Employee_972
973,Private Employee_973
974,Farmer_974
975,Unemployed_975
976,Business_976
977,Unemployed_977
978,Farmer_978
979,Private Employee_979
980,Government Employee_980
981,Business_981
982,Student_982
983,Government Employee_983
984,Unemployed_984
985,Government Employee_985
986,Homemaker_986
987,Unemployed_987
988,Business_988
989,Homemaker_989
990,Business_990
991,Unemployed_991
992,Business_992
993,Government Employee_993
994,Homemaker_994
995,Private Employee_995
996,Unemployed_996
997,Unemployed_997
998,Homemaker_998
999,Homemaker_999
1000,Student_1000
1001,Homemaker_1001
1002,Homemaker_1002
1003,Farmer_1003
1004,Farmer_1004
1005,Business_1005
1006,Homemaker_1006
1007,Student_1007
1008,Business_1008
1009,Government Employee_1009
1010,Farmer_1010
1011,Government Employee_1011
1012,Private Employee_1012
1013,Unemployed_1013
1014,Farmer_1014
1015,Homemaker_1015
1016,Farmer_1016
1017,Business_1017
1018,Homemaker_1018
1019,Farmer_1019
1020,Homemaker_1020
1021,Unemployed_1021
1022,Government Employee_1022
1023,Unemployed_1023
1024,Unemployed_1024
1025,Business_1025
1026,Unemployed_1026
1027,Business_1027
1028,Student_1028
1029,Private Employee_1029
1030,Government Employee_1030
1031,Private Employee_1031
1032,Student_1032
1033,Student_1033
1034,Farmer_1034
1035,Private Employee_1035
1036,Student_1036
1037,Farmer_1037
1038,Homemaker_1038
1039,Homemaker_1039
1040,Unemployed_1040
1041,Farmer_1041
1042,Government Employee_1042
1043,Student_1043
1044,Private Employee_1044
1045,Business_1045
1046,Business_1046
1047,Government Employee_1047
1048,Business_1048
1049,Homemaker_1049
1050,Government Employee_1050
1051,Private Employee_1051
1052,Student_1052
1053,Business_1053
1054,Student_1054
1055,Farmer_1055
1056,Farmer_1056
1057,Private Employee_1057
1058,Business_1058
1059,Private Employee_1059
1060,Unemployed_1060
1061,Student_1061
1062,Business_1062
1063,Student_1063
1064,Business_1064
1065,Unemployed_1065
1066,Business_1066
1067,Government Employee_1067
1068,Business_1068
1069,Student_1069
1070,Homemaker_1070
1071,Government Employee_1071
1072,Homemaker_1072
1073,Unemployed_1073
1074,Private Employee_1074
1075,Government Employee_1075
1076,Farmer_1076
1077,Government Employee_1077
1078,Student_1078
1079,Student_1079
1080,Student_1080
1081,Business_1081
1082,Government Employee_1082
1083,Government Employee_1083
1084,Farmer_1084
1085,Unemployed_1085
1086,Unemployed_1086
1087,Homemaker_1087
1088,Unemployed_1088
1089,Homemaker_1089
1090,Unemployed_1090
1091,Private Employee_1091
1092,Farmer_1092
1093,Government Employee_1093
1094,Business_1094
1095,Homemaker_1095
1096,Student_1096
1097,Business_1097
1098,Student_1098
1099,Student_1099
1100,Homemaker_1100
1101,Student_1101
1102,Student_1102
1103,Student_1103
1104,Private Employee_1104
1105,Government Employee_1105
1106,Farmer_1106
1107,Private Employee_1107
1108,Homemaker_1108
1109,Government Employee_1109
1110,Student_1110
1111,Farmer_1111
1112,Farmer_1112
1113,Homemaker_1113
1114,Unemployed_1114
1115,Homemaker_1115
1116,Unemployed_1116
1117,Business_1117
1118,Private Employee_1118
1119,Business_1119
1120,Student_1120
1121,Business_1121
1122,Student_1122
1123,Unemployed_1123
1124,Business_1124
1125,Farmer_1125
1126,Private Employee_1126
1127,Private Employee_1127
1128,Private Employee_1128
1129,Business_1129
1130,Student_1130
1131,Farmer_1131
1132,Student_1132
1133,Private Employee_1133
1134,Student_1134
1135,Student_1135
1136,Government Employee_1136
1137,Unemployed_1137
1138,Government Employee_1138
1139,Student_1139
1140,Government Employee_1140
1141,Homemaker_1141
1142,Farmer_1142
1143,Business_1143
1144,Farmer_1144
1145,Government Employee_1145
1146,Government Employee_1146
1147,Business_1147
1148,Homemaker_1148
1149,Business_1149
1150,Student_1150
1151,Homemaker_1151
1152,Homemaker_1152
1153,Government Employee_1153
1154,Homemaker_1154
1155,Business_1155
1156,Student_1156
1157,Government Employee_1157
1158,Homemaker_1158
1159,Business_1159
1160,Private Employee_1160
1161,Private Employee_1161
1162,Business_1162
1163,Unemployed_1163
1164,Student_1164
1165,Government Employee_1165
1166,Student_1166
1167,Unemployed_1167
1168,Homemaker_1168
1169,Business_1169
1170,Student_1170
1171,Business_1171
1172,Farmer_1172
1173,Farmer_1173
1174,Homemaker_1174
1175,Farmer_1175
1176,Homemaker_1176
1177,Student_1177
1178,Private Employee_1178
1179,Unemployed_1179
1180,Private Employee_1180
1181,Unemployed_1181
1182,Student_1182
1183,Private Employee_1183
1184,Farmer_1184
1185,Private Employee_1185
1186,Homemaker_1186
1187,Farmer_1187
1188,Government Employee_1188
1189,Business_1189
1190,Government Employee_1190
1191,Student_1191
1192,Farmer_1192
1193,Government Employee_1193
1194,Private Employee_1194
1195,Business_1195
1196,Student_1196
1197,Unemployed_1197
1198,Farmer_1198
1199,Unemployed_1199
1200,Business_1200
1201,Private Employee_1201
1202,Unemployed_1202
1203,Homemaker_1203
1204,Business_1204
1205,Unemployed_1205
1206,Unemployed_1206
1207,Business_1207
1208,Farmer_1208
1209,Student_1209
1210,Private Employee_1210
1211,Government Employee_1211
1212,Farmer_1212
1213,Private Employee_1213
1214,Private Employee_1214
1215,Business_1215
1216,Homemaker_1216
1217,Business_1217
1218,Private Employee_1218
1219,Private Employee_1219
1220,Government Employee_1220
1221,Business_1221
1222,Government Employee_1222
1223,Unemployed_1223
1224,Private Employee_1224
1225,Student_1225
1226,Farmer_1226
1227,Unemployed_1227
1228,Student_1228
1229,Homemaker_1229
1230,Farmer_1230
1231,Homemaker_1231
1232,Student_1232
1233,Business_1233
1234,Homemaker_1234
1235,Business_1235
1236,Student_1236
1237,Private Employee_1237
1238,Homemaker_1238
1239,Private Employee_1239
1240,Private Employee_1240
1241,Unemployed_1241
1242,Private Employee_1242
1243,Farmer_1243
1244,Private Employee_1244
1245,Student_1245
1246,Business_1246
1247,Student_1247
1248,Business_1248
1249,Business_1249
1250,Farmer_1250
1251,Government Employee_1251
1252,Unemployed_1252
1253,Farmer_1253
1254,Government Employee_1254
1255,Homemaker_1255
1256,Government Employee_1256
1257,Government Employee_1257
1258,Unemployed_1258
1259,Farmer_1259
1260,Farmer_1260
1261,Unemployed_1261
1262,Government Employee_1262
1263,Government Employee_1263
1264,Student_1264
1265,Business_1265
1266,Unemployed_1266
1267,Farmer_1267
1268,Private Employee_1268
1269,Homemaker_1269
1270,Homemaker_1270
1271,Government Employee_1271
1272,Government Employee_1272
1273,Business_1273
1274,Student_1274
1275,Unemployed_1275
1276,Unemployed_1276
1277,Business_1277
1278,Student_1278
1279,Private Employee_1279
1280,Student_1280
1281,Private Employee_1281
1282,Private Employee_1282
1283,Business_1283
1284,Farmer_1284
1285,Government Employee_1285
1286,Farmer_1286
1287,Homemaker_1287
1288,Government Employee_1288
1289,Farmer_1289
1290,Farmer_1290
1291,Government Employee_1291
1292,Business_1292
1293,Student_1293
1294,Business_1294
1295,Homemaker_1295
1296,Unemployed_1296
1297,Government Employee_1297
1298,Student_1298
1299,Unemployed_1299
1300,Private Employee_1300
1301,Business_1301
1302,Unemployed_1302
1303,Unemployed_1303
1304,Homemaker_1304
1305,Student_1305
1306,Private Employee_1306
1307,Government Employee_1307
1308,Private Employee_1308
1309,Business_1309
1310,Farmer_1310
1311,Unemployed_1311
1312,Government Employee_1312
1313,Homemaker_1313
1314,Student_1314
1315,Private Employee_1315
1316,Private Employee_1316
1317,Private Employee_1317
1318,Homemaker_1318
1319,Private Employee_1319
1320,Homemaker_1320
1321,Unemployed_1321
1322,Private Employee_1322
1323,Farmer_1323
1324,Unemployed_1324
1325,Homemaker_1325
1326,Government Employee_1326
1327,Unemployed_1327
1328,Farmer_1328
1329,Business_1329
1330,Private Employee_1330
1331,Business_1331
1332,Unemployed_1332
1333,Private Employee_1333
1334,Farmer_1334
1335,Government Employee_1335
1336,Government Employee_1336
1337,Government Employee_1337
1338,Unemployed_1338
1339,Student_1339
1340,Homemaker_1340
1341,Student_1341
1342,Student_1342
1343,Business_1343
1344,Unemployed_1344
1345,Homemaker_1345
1346,Business_1346
1347,Unemployed_1347
1348,Government Employee_1348
1349,Homemaker_1349
1350,Business_1350
1351,Homemaker_1351
1352,Government Employee_1352
1353,Unemployed_1353
1354,Business_1354
1355,Homemaker_1355
1356,Private Employee_1356
1357,Government Employee_1357
1358,Government Employee_1358
1359,Unemployed_1359
1360,Government Employee_1360
1361,Homemaker_1361
1362,Farmer_1362
1363,Unemployed_1363
1364,Business_1364
1365,Student_1365
1366,Farmer_1366
1367,Private Employee_1367
1368,Government Employee_1368
1369,Student_1369
1370,Business_1370
1371,Farmer_1371
1372,Homemaker_1372
1373,Homemaker_1373
1374,Student_1374
1375,Business_1375
1376,Farmer_1376
1377,Farmer_1377
1378,Homemaker_1378
1379,Business_1379
1380,Business_1380
1381,Government Employee_1381
1382,Farmer_1382
1383,Student_1383
1384,Unemployed_1384
1385,Farmer_1385
1386,Private Employee_1386
1387,Government Employee_1387
1388,Student_1388
1389,Government Employee_1389
1390,Business_1390
1391,Farmer_1391
1392,Homemaker_1392
1393,Student_1393
1394,Student_1394
1395,Government Employee_1395
1396,Business_1396
1397,Business_1397
1398,Farmer_1398
1399,Homemaker_1399
1400,Government Employee_1400
1401,Private Employee_1401
1402,Business_1402
1403,Unemployed_1403
1404,Student_1404
1405,Unemployed_1405
1406,Private Employee_1406
1407,Homemaker_1407
1408,Student_1408
1409,Student_1409
1410,Student_1410
1411,Private Employee_1411
1412,Student_1412
1413,Homemaker_1413
1414,Student_1414
1415,Farmer_1415
1416,Unemployed_1416
1417,Business_1417
1418,Business_1418
1419,Business_1419
1420,Student_1420
1421,Private Employee_1421
1422,Student_1422
1423,Private Employee_1423
1424,Student_1424
1425,Business_1425
1426,Homemaker_1426
1427,Government Employee_1427
1428,Homemaker_1428
1429,Business_1429
1430,Unemployed_1430
1431,Private Employee_1431
1432,Private Employee_1432
1433,Farmer_1433
1434,Business_1434
1435,Private Employee_1435
1436,Government Employee_1436
1437,Farmer_1437
1438,Government Employee_1438
1439,Student_1439
1440,Unemployed_1440
1441,Government Employee_1441
1442,Private Employee_1442
1443,Student_1443
1444,Business_1444
1445,Business_1445
1446,Private Employee_1446
1447,Homemaker_1447
1448,Government Employee_1448
1449,Private Employee_1449
1450,Government Employee_1450
