caste_master_id,caste_master_name
449,ST_449
450,General_450
451,Others_451
452,SC_452
453,OBC_453
454,General_454
455,General_455
456,General_456
457,General_457
458,SC_458
459,Others_459
460,General_460
461,Others_461
462,General_462
463,SC_463
464,Others_464
465,ST_465
466,Others_466
467,General_467
468,General_468
469,General_469
470,Others_470
471,OBC_471
472,Others_472
473,SC_473
474,OBC_474
475,SC_475
476,Others_476
477,Others_477
478,General_478
479,OBC_479
480,ST_480
481,General_481
482,OBC_482
483,SC_483
484,Others_484
485,Others_485
486,SC_486
487,General_487
488,SC_488
489,ST_489
490,ST_490
491,ST_491
492,ST_492
493,OBC_493
494,OBC_494
495,Others_495
496,General_496
497,General_497
498,OBC_498
499,ST_499
500,Others_500
501,ST_501
502,Others_502
503,ST_503
504,Others_504
505,General_505
506,Others_506
507,Others_507
508,Others_508
509,Others_509
510,SC_510
511,OBC_511
512,Others_512
513,OBC_513
514,Others_514
515,Others_515
516,Others_516
517,OBC_517
518,SC_518
519,SC_519
520,OBC_520
521,OBC_521
522,OBC_522
523,SC_523
524,ST_524
525,SC_525
526,SC_526
527,General_527
528,Others_528
529,OBC_529
530,Others_530
531,Others_531
532,OBC_532
533,OBC_533
534,SC_534
535,General_535
536,OBC_536
537,SC_537
538,Others_538
539,SC_539
540,OBC_540
541,ST_541
542,OBC_542
543,SC_543
544,OBC_544
545,OBC_545
546,ST_546
547,SC_547
548,SC_548
549,Others_549
550,ST_550
551,Others_551
552,General_552
553,SC_553
554,Others_554
555,OBC_555
556,ST_556
557,ST_557
558,OBC_558
559,SC_559
560,General_560
561,Others_561
562,General_562
563,OBC_563
564,OBC_564
565,ST_565
566,General_566
567,Others_567
568,ST_568
569,ST_569
570,OBC_570
571,Others_571
572,SC_572
573,Others_573
574,General_574
575,ST_575
576,Others_576
577,SC_577
578,General_578
579,General_579
580,ST_580
581,Others_581
582,General_582
583,General_583
584,General_584
585,ST_585
586,ST_586
587,Others_587
588,SC_588
589,ST_589
590,General_590
591,ST_591
592,OBC_592
593,OBC_593
594,General_594
595,Others_595
596,SC_596
597,SC_597
598,General_598
599,OBC_599
600,Others_600
601,OBC_601
602,Others_602
603,OBC_603
604,General_604
605,OBC_605
606,SC_606
607,Others_607
608,OBC_608
609,General_609
610,General_610
611,SC_611
612,General_612
613,Others_613
614,ST_614
615,General_615
616,Others_616
617,General_617
618,SC_618
619,Others_619
620,ST_620
621,ST_621
622,Others_622
623,SC_623
624,General_624
625,ST_625
626,General_626
627,General_627
628,Others_628
629,SC_629
630,ST_630
631,OBC_631
632,Others_632
633,OBC_633
634,ST_634
635,General_635
636,Others_636
637,SC_637
638,ST_638
639,General_639
640,Others_640
641,OBC_641
642,General_642
643,OBC_643
644,OBC_644
645,General_645
646,General_646
647,OBC_647
648,SC_648
649,OBC_649
650,General_650
651,Others_651
652,ST_652
653,General_653
654,General_654
655,OBC_655
656,Others_656
657,ST_657
658,Others_658
659,OBC_659
660,Others_660
661,General_661
662,SC_662
663,ST_663
664,General_664
665,ST_665
666,OBC_666
667,SC_667
668,General_668
669,ST_669
670,SC_670
671,ST_671
672,OBC_672
673,General_673
674,SC_674
675,OBC_675
676,General_676
677,ST_677
678,ST_678
679,ST_679
680,OBC_680
681,General_681
682,SC_682
683,General_683
684,Others_684
685,SC_685
686,SC_686
687,OBC_687
688,General_688
689,SC_689
690,ST_690
691,General_691
692,General_692
693,Others_693
694,OBC_694
695,Others_695
696,ST_696
697,Others_697
698,General_698
699,ST_699
700,ST_700
701,ST_701
702,ST_702
703,Others_703
704,OBC_704
705,General_705
706,General_706
707,ST_707
708,OBC_708
709,Others_709
710,Others_710
711,ST_711
712,SC_712
713,ST_713
714,ST_714
715,OBC_715
716,Others_716
717,ST_717
718,SC_718
719,OBC_719
720,General_720
721,General_721
722,General_722
723,SC_723
724,OBC_724
725,General_725
726,OBC_726
727,General_727
728,General_728
729,OBC_729
730,Others_730
731,General_731
732,OBC_732
733,SC_733
734,Others_734
735,ST_735
736,General_736
737,OBC_737
738,SC_738
739,SC_739
740,Others_740
741,OBC_741
742,Others_742
743,General_743
744,General_744
745,OBC_745
746,OBC_746
747,SC_747
748,SC_748
749,General_749
750,OBC_750
751,ST_751
752,Others_752
753,General_753
754,ST_754
755,OBC_755
756,OBC_756
757,General_757
758,Others_758
759,OBC_759
760,OBC_760
761,ST_761
762,ST_762
763,ST_763
764,ST_764
765,General_765
766,Others_766
767,SC_767
768,General_768
769,General_769
770,ST_770
771,ST_771
772,General_772
773,Others_773
774,Others_774
775,General_775
776,General_776
777,Others_777
778,ST_778
779,SC_779
780,OBC_780
781,SC_781
782,General_782
783,General_783
784,ST_784
785,General_785
786,ST_786
787,SC_787
788,OBC_788
789,ST_789
790,SC_790
791,SC_791
792,SC_792
793,SC_793
794,General_794
795,Others_795
796,SC_796
797,SC_797
798,ST_798
799,SC_799
800,General_800
801,Others_801
802,General_802
803,General_803
804,ST_804
805,ST_805
806,ST_806
807,OBC_807
808,OBC_808
809,General_809
810,SC_810
811,SC_811
812,OBC_812
813,SC_813
814,ST_814
815,ST_815
816,ST_816
817,General_817
818,Others_818
819,ST_819
820,Others_820
821,SC_821
822,General_822
823,SC_823
824,ST_824
825,ST_825
826,General_826
827,Others_827
828,General_828
829,SC_829
830,General_830
831,ST_831
832,OBC_832
833,OBC_833
834,OBC_834
835,ST_835
836,SC_836
837,OBC_837
838,OBC_838
839,Others_839
840,General_840
841,ST_841
842,SC_842
843,ST_843
844,General_844
845,Others_845
846,ST_846
847,General_847
848,OBC_848
849,General_849
850,Others_850
851,SC_851
852,ST_852
853,SC_853
854,SC_854
855,Others_855
856,OBC_856
857,General_857
858,General_858
859,SC_859
860,OBC_860
861,General_861
862,SC_862
863,SC_863
864,OBC_864
865,ST_865
866,General_866
867,SC_867
868,SC_868
869,ST_869
870,General_870
871,Others_871
872,OBC_872
873,OBC_873
874,ST_874
875,General_875
876,SC_876
877,ST_877
878,ST_878
879,General_879
880,SC_880
881,Others_881
882,SC_882
883,OBC_883
884,Others_884
885,ST_885
886,OBC_886
887,SC_887
888,Others_888
889,SC_889
890,General_890
891,OBC_891
892,General_892
893,ST_893
894,SC_894
895,General_895
896,ST_896
897,Others_897
898,ST_898
899,ST_899
900,Others_900
901,ST_901
902,Others_902
903,OBC_903
904,Others_904
905,OBC_905
906,Others_906
907,Others_907
908,General_908
909,Others_909
910,ST_910
911,OBC_911
912,ST_912
913,SC_913
914,General_914
915,General_915
916,ST_916
917,Others_917
918,General_918
919,ST_919
920,OBC_920
921,Others_921
922,SC_922
923,ST_923
924,SC_924
925,Others_925
926,ST_926
927,SC_927
928,General_928
929,ST_929
930,ST_930
931,OBC_931
932,OBC_932
933,General_933
934,General_934
935,Others_935
936,General_936
937,Others_937
938,General_938
939,Others_939
940,ST_940
941,General_941
942,OBC_942
943,SC_943
944,General_944
945,Others_945
946,Others_946
947,General_947
948,SC_948
949,General_949
950,OBC_950
951,General_951
952,Others_952
953,SC_953
954,General_954
955,ST_955
956,General_956
957,ST_957
958,OBC_958
959,SC_959
960,Others_960
961,ST_961
962,ST_962
963,ST_963
964,SC_964
965,SC_965
966,OBC_966
967,General_967
968,General_968
969,SC_969
970,OBC_970
971,SC_971
972,General_972
973,SC_973
974,General_974
975,ST_975
976,Others_976
977,OBC_977
978,OBC_978
979,ST_979
980,SC_980
981,OBC_981
982,General_982
983,Others_983
984,SC_984
985,OBC_985
986,Others_986
987,SC_987
988,General_988
989,Others_989
990,ST_990
991,General_991
992,SC_992
993,SC_993
994,Others_994
995,ST_995
996,Others_996
997,OBC_997
998,General_998
999,Others_999
1000,Others_1000
1001,General_1001
1002,ST_1002
1003,General_1003
1004,SC_1004
1005,General_1005
1006,OBC_1006
1007,ST_1007
1008,SC_1008
1009,ST_1009
1010,SC_1010
1011,SC_1011
1012,OBC_1012
1013,OBC_1013
1014,General_1014
1015,ST_1015
1016,SC_1016
1017,ST_1017
1018,OBC_1018
1019,General_1019
1020,OBC_1020
1021,OBC_1021
1022,SC_1022
1023,Others_1023
1024,OBC_1024
1025,General_1025
1026,General_1026
1027,Others_1027
1028,OBC_1028
1029,SC_1029
1030,General_1030
1031,General_1031
1032,ST_1032
1033,OBC_1033
1034,General_1034
1035,General_1035
1036,General_1036
1037,Others_1037
1038,General_1038
1039,General_1039
1040,General_1040
1041,Others_1041
1042,Others_1042
1043,Others_1043
1044,Others_1044
1045,General_1045
1046,OBC_1046
1047,ST_1047
1048,General_1048
1049,SC_1049
1050,Others_1050
1051,ST_1051
1052,Others_1052
1053,OBC_1053
1054,General_1054
1055,ST_1055
1056,OBC_1056
1057,General_1057
1058,Others_1058
1059,ST_1059
1060,SC_1060
1061,General_1061
1062,OBC_1062
1063,Others_1063
1064,SC_1064
1065,SC_1065
1066,SC_1066
1067,ST_1067
1068,SC_1068
1069,ST_1069
1070,General_1070
1071,General_1071
1072,ST_1072
1073,OBC_1073
1074,ST_1074
1075,General_1075
1076,SC_1076
1077,SC_1077
1078,SC_1078
1079,SC_1079
1080,Others_1080
1081,OBC_1081
1082,ST_1082
1083,SC_1083
1084,Others_1084
1085,General_1085
1086,Others_1086
1087,SC_1087
1088,OBC_1088
1089,Others_1089
1090,ST_1090
1091,Others_1091
1092,Others_1092
1093,ST_1093
1094,General_1094
1095,Others_1095
1096,Others_1096
1097,Others_1097
1098,ST_1098
1099,SC_1099
1100,Others_1100
1101,ST_1101
1102,SC_1102
1103,SC_1103
1104,SC_1104
1105,SC_1105
1106,OBC_1106
1107,Others_1107
1108,OBC_1108
1109,Others_1109
1110,General_1110
1111,General_1111
1112,SC_1112
1113,General_1113
1114,Others_1114
1115,OBC_1115
1116,Others_1116
1117,ST_1117
1118,Others_1118
1119,General_1119
1120,SC_1120
1121,General_1121
1122,SC_1122
1123,General_1123
1124,Others_1124
1125,General_1125
1126,ST_1126
1127,SC_1127
1128,Others_1128
1129,Others_1129
1130,OBC_1130
1131,OBC_1131
1132,Others_1132
1133,ST_1133
1134,SC_1134
1135,Others_1135
1136,OBC_1136
1137,ST_1137
1138,SC_1138
1139,SC_1139
1140,OBC_1140
1141,SC_1141
1142,ST_1142
1143,SC_1143
1144,SC_1144
1145,Others_1145
1146,OBC_1146
1147,OBC_1147
1148,SC_1148
1149,SC_1149
1150,OBC_1150
1151,General_1151
1152,OBC_1152
1153,ST_1153
1154,ST_1154
1155,Others_1155
1156,ST_1156
1157,Others_1157
1158,OBC_1158
1159,OBC_1159
1160,Others_1160
1161,ST_1161
1162,General_1162
1163,OBC_1163
1164,Others_1164
1165,General_1165
1166,OBC_1166
1167,SC_1167
1168,SC_1168
1169,OBC_1169
1170,ST_1170
1171,ST_1171
1172,General_1172
1173,Others_1173
1174,SC_1174
1175,OBC_1175
1176,OBC_1176
1177,ST_1177
1178,General_1178
1179,SC_1179
1180,Others_1180
1181,ST_1181
1182,OBC_1182
1183,SC_1183
1184,SC_1184
1185,General_1185
1186,General_1186
1187,ST_1187
1188,ST_1188
1189,General_1189
1190,ST_1190
1191,ST_1191
1192,General_1192
1193,Others_1193
1194,General_1194
1195,SC_1195
1196,SC_1196
1197,Others_1197
1198,SC_1198
1199,OBC_1199
1200,ST_1200
1201,OBC_1201
1202,Others_1202
1203,Others_1203
1204,SC_1204
1205,SC_1205
1206,SC_1206
1207,ST_1207
1208,Others_1208
1209,SC_1209
1210,General_1210
1211,SC_1211
1212,OBC_1212
1213,OBC_1213
1214,ST_1214
1215,OBC_1215
1216,Others_1216
1217,OBC_1217
1218,SC_1218
1219,Others_1219
1220,SC_1220
1221,Others_1221
1222,SC_1222
1223,OBC_1223
1224,OBC_1224
1225,ST_1225
1226,General_1226
1227,General_1227
1228,Others_1228
1229,ST_1229
1230,OBC_1230
1231,General_1231
1232,SC_1232
1233,Others_1233
1234,SC_1234
1235,Others_1235
1236,Others_1236
1237,Others_1237
1238,General_1238
1239,ST_1239
1240,Others_1240
1241,Others_1241
1242,OBC_1242
1243,SC_1243
1244,General_1244
1245,Others_1245
1246,Others_1246
1247,ST_1247
1248,SC_1248
1249,Others_1249
1250,ST_1250
1251,General_1251
1252,General_1252
1253,SC_1253
1254,General_1254
1255,Others_1255
1256,OBC_1256
1257,OBC_1257
1258,ST_1258
1259,ST_1259
1260,ST_1260
1261,General_1261
1262,General_1262
1263,General_1263
1264,General_1264
1265,General_1265
1266,General_1266
1267,Others_1267
1268,General_1268
1269,General_1269
1270,SC_1270
1271,General_1271
1272,OBC_1272
1273,General_1273
1274,General_1274
1275,Others_1275
1276,Others_1276
1277,ST_1277
1278,OBC_1278
1279,General_1279
1280,SC_1280
1281,OBC_1281
1282,OBC_1282
1283,Others_1283
1284,ST_1284
1285,General_1285
1286,Others_1286
1287,SC_1287
1288,ST_1288
1289,SC_1289
1290,ST_1290
1291,Others_1291
1292,SC_1292
1293,General_1293
1294,ST_1294
1295,SC_1295
1296,ST_1296
1297,Others_1297
1298,General_1298
1299,ST_1299
1300,Others_1300
1301,Others_1301
1302,Others_1302
1303,Others_1303
1304,SC_1304
1305,OBC_1305
1306,Others_1306
1307,General_1307
1308,Others_1308
1309,General_1309
1310,Others_1310
1311,OBC_1311
1312,OBC_1312
1313,General_1313
1314,Others_1314
1315,SC_1315
1316,OBC_1316
1317,ST_1317
1318,ST_1318
1319,OBC_1319
1320,General_1320
1321,SC_1321
1322,SC_1322
1323,SC_1323
1324,Others_1324
1325,OBC_1325
1326,General_1326
1327,OBC_1327
1328,General_1328
1329,Others_1329
1330,ST_1330
1331,ST_1331
1332,SC_1332
1333,ST_1333
1334,General_1334
1335,OBC_1335
1336,OBC_1336
1337,OBC_1337
1338,ST_1338
1339,General_1339
1340,SC_1340
1341,ST_1341
1342,OBC_1342
1343,ST_1343
1344,SC_1344
1345,SC_1345
1346,ST_1346
1347,ST_1347
1348,Others_1348
1349,OBC_1349
1350,ST_1350
1351,OBC_1351
1352,OBC_1352
1353,Others_1353
1354,OBC_1354
1355,General_1355
1356,ST_1356
1357,ST_1357
1358,ST_1358
1359,SC_1359
1360,SC_1360
1361,SC_1361
1362,SC_1362
1363,General_1363
1364,General_1364
1365,Others_1365
1366,General_1366
1367,ST_1367
1368,Others_1368
1369,General_1369
1370,OBC_1370
1371,SC_1371
1372,SC_1372
1373,OBC_1373
1374,General_1374
1375,OBC_1375
1376,Others_1376
1377,SC_1377
1378,ST_1378
1379,SC_1379
1380,Others_1380
1381,Others_1381
1382,General_1382
1383,ST_1383
1384,ST_1384
1385,Others_1385
1386,ST_1386
1387,ST_1387
1388,SC_1388
1389,ST_1389
1390,ST_1390
1391,General_1391
1392,Others_1392
1393,Others_1393
1394,Others_1394
1395,OBC_1395
1396,Others_1396
1397,OBC_1397
1398,Others_1398
1399,General_1399
1400,General_1400
1401,General_1401
1402,OBC_1402
1403,SC_1403
1404,OBC_1404
1405,Others_1405
1406,Others_1406
1407,SC_1407
1408,Others_1408
1409,ST_1409
1410,General_1410
1411,OBC_1411
1412,SC_1412
1413,Others_1413
1414,OBC_1414
1415,OBC_1415
1416,SC_1416
1417,OBC_1417
1418,General_1418
1419,SC_1419
1420,ST_1420
1421,ST_1421
1422,SC_1422
1423,ST_1423
1424,SC_1424
1425,Others_1425
1426,ST_1426
1427,ST_1427
1428,Others_1428
1429,ST_1429
1430,SC_1430
1431,Others_1431
1432,SC_1432
1433,General_1433
1434,SC_1434
1435,Others_1435
1436,SC_1436
1437,General_1437
1438,SC_1438
1439,ST_1439
1440,OBC_1440
1441,OBC_1441
1442,SC_1442
1443,SC_1443
1444,ST_1444
1445,OBC_1445
1446,OBC_1446
1447,OBC_1447
1448,ST_1448
1449,OBC_1449
1450,General_1450
1451,OBC_1451
1452,General_1452
1453,ST_1453
1454,Others_1454
1455,OBC_1455
1456,General_1456
1457,OBC_1457
1458,General_1458
1459,General_1459
1460,OBC_1460
1461,ST_1461
1462,ST_1462
1463,OBC_1463
1464,Others_1464
1465,General_1465
1466,OBC_1466
1467,SC_1467
1468,General_1468
1469,Others_1469
1470,General_1470
1471,Others_1471
1472,Others_1472
1473,OBC_1473
1474,ST_1474
1475,OBC_1475
1476,SC_1476
1477,OBC_1477
1478,OBC_1478
1479,Others_1479
1480,Others_1480
1481,OBC_1481
1482,General_1482
1483,SC_1483
1484,SC_1484
1485,OBC_1485
1486,OBC_1486
1487,SC_1487
1488,OBC_1488
1489,General_1489
1490,ST_1490
1491,Others_1491
1492,Others_1492
1493,OBC_1493
1494,General_1494
1495,SC_1495
1496,ST_1496
1497,SC_1497
1498,SC_1498
1499,SC_1499
1500,General_1500
1501,ST_1501
1502,ST_1502
1503,Others_1503
1504,General_1504
1505,General_1505
1506,OBC_1506
1507,ST_1507
1508,SC_1508
1509,ST_1509
1510,ST_1510
1511,General_1511
1512,OBC_1512
1513,ST_1513
1514,General_1514
1515,OBC_1515
1516,Others_1516
1517,OBC_1517
1518,General_1518
1519,SC_1519
1520,General_1520
1521,ST_1521
1522,OBC_1522
1523,Others_1523
1524,General_1524
1525,Others_1525
1526,SC_1526
1527,SC_1527
1528,Others_1528
1529,Others_1529
1530,ST_1530
1531,Others_1531
1532,OBC_1532
1533,OBC_1533
1534,OBC_1534
1535,Others_1535
1536,OBC_1536
1537,OBC_1537
1538,ST_1538
1539,OBC_1539
1540,ST_1540
1541,General_1541
1542,SC_1542
1543,General_1543
1544,General_1544
1545,General_1545
1546,General_1546
1547,ST_1547
1548,Others_1548
1549,General_1549
1550,OBC_1550
1551,SC_1551
1552,SC_1552
1553,SC_1553
1554,SC_1554
1555,SC_1555
1556,General_1556
1557,OBC_1557
1558,Others_1558
1559,OBC_1559
1560,ST_1560
1561,Others_1561
1562,Others_1562
1563,Others_1563
1564,SC_1564
1565,ST_1565
1566,ST_1566
1567,Others_1567
1568,SC_1568
1569,ST_1569
1570,ST_1570
1571,Others_1571
1572,ST_1572
1573,OBC_1573
1574,SC_1574
1575,SC_1575
1576,ST_1576
1577,General_1577
1578,General_1578
1579,ST_1579
1580,OBC_1580
1581,OBC_1581
1582,OBC_1582
1583,General_1583
1584,ST_1584
1585,OBC_1585
1586,Others_1586
1587,Others_1587
1588,OBC_1588
1589,SC_1589
1590,ST_1590
1591,Others_1591
1592,Others_1592
1593,OBC_1593
1594,OBC_1594
1595,General_1595
1596,SC_1596
1597,General_1597
1598,ST_1598
1599,Others_1599
1600,Others_1600
1601,SC_1601
1602,OBC_1602
1603,Others_1603
1604,SC_1604
1605,OBC_1605
1606,Others_1606
1607,Others_1607
1608,OBC_1608
1609,SC_1609
1610,General_1610
1611,ST_1611
1612,Others_1612
1613,ST_1613
1614,ST_1614
1615,SC_1615
1616,ST_1616
1617,ST_1617
1618,SC_1618
1619,General_1619
1620,General_1620
1621,ST_1621
1622,General_1622
1623,Others_1623
1624,General_1624
1625,ST_1625
1626,OBC_1626
1627,General_1627
1628,Others_1628
1629,OBC_1629
1630,General_1630
1631,Others_1631
1632,SC_1632
1633,ST_1633
1634,OBC_1634
1635,ST_1635
1636,SC_1636
1637,ST_1637
1638,ST_1638
1639,OBC_1639
1640,Others_1640
1641,Others_1641
1642,ST_1642
1643,OBC_1643
1644,General_1644
1645,Others_1645
1646,OBC_1646
1647,Others_1647
1648,Others_1648
1649,Others_1649
1650,ST_1650
1651,OBC_1651
1652,SC_1652
1653,OBC_1653
1654,General_1654
1655,Others_1655
1656,SC_1656
1657,General_1657
1658,ST_1658
1659,SC_1659
1660,SC_1660
1661,ST_1661
1662,ST_1662
1663,ST_1663
1664,Others_1664
1665,General_1665
1666,ST_1666
1667,Others_1667
1668,General_1668
1669,OBC_1669
1670,SC_1670
1671,ST_1671
1672,SC_1672
1673,ST_1673
1674,OBC_1674
1675,General_1675
1676,ST_1676
1677,SC_1677
1678,General_1678
1679,General_1679
1680,SC_1680
1681,General_1681
1682,ST_1682
1683,Others_1683
1684,SC_1684
1685,OBC_1685
1686,Others_1686
1687,SC_1687
1688,ST_1688
1689,ST_1689
1690,Others_1690
1691,Others_1691
1692,SC_1692
1693,OBC_1693
1694,OBC_1694
1695,General_1695
1696,OBC_1696
1697,ST_1697
1698,OBC_1698
1699,Others_1699
1700,Others_1700
1701,Others_1701
1702,Others_1702
1703,ST_1703
1704,ST_1704
1705,OBC_1705
1706,OBC_1706
1707,ST_1707
1708,SC_1708
1709,SC_1709
1710,Others_1710
1711,SC_1711
1712,Others_1712
1713,ST_1713
1714,ST_1714
1715,Others_1715
1716,Others_1716
1717,Others_1717
1718,SC_1718
1719,ST_1719
1720,Others_1720
1721,SC_1721
1722,General_1722
1723,Others_1723
1724,General_1724
1725,General_1725
1726,OBC_1726
1727,Others_1727
1728,ST_1728
1729,SC_1729
1730,General_1730
1731,ST_1731
1732,ST_1732
1733,Others_1733
1734,ST_1734
1735,General_1735
1736,ST_1736
1737,ST_1737
1738,General_1738
1739,General_1739
1740,ST_1740
1741,SC_1741
1742,ST_1742
1743,OBC_1743
1744,General_1744
1745,General_1745
1746,General_1746
1747,OBC_1747
1748,ST_1748
1749,ST_1749
1750,Others_1750
1751,OBC_1751
1752,SC_1752
1753,Others_1753
1754,OBC_1754
1755,OBC_1755
1756,ST_1756
1757,Others_1757
1758,OBC_1758
1759,SC_1759
1760,ST_1760
1761,SC_1761
1762,General_1762
1763,ST_1763
1764,General_1764
1765,OBC_1765
1766,ST_1766
1767,Others_1767
1768,ST_1768
1769,ST_1769
1770,ST_1770
1771,OBC_1771
1772,OBC_1772
1773,OBC_1773
1774,SC_1774
1775,General_1775
1776,ST_1776
1777,General_1777
1778,General_1778
