RankID,RankName,Hierarchy,Active
228,ASI_228,2,True
229,Inspector_229,5,True
230,IG_230,5,True
231,DIG_231,5,True
232,Constable_232,4,True
233,ADGP_233,2,True
234,Inspector_234,6,True
235,SI_235,1,True
236,DIG_236,6,True
237,DIG_237,9,False
238,DIG_238,6,True
239,ASI_239,9,True
240,SP_240,8,True
241,ASI_241,3,True
242,IG_242,1,True
243,SP_243,7,True
244,SI_244,5,True
245,DIG_245,7,True
246,DIG_246,6,True
247,SI_247,8,True
248,IG_248,6,True
249,DIG_249,1,True
250,DSP_250,7,True
251,SP_251,8,True
252,Head Constable_252,9,True
253,ADGP_253,4,True
254,Head Constable_254,8,True
255,DIG_255,8,True
256,Head Constable_256,7,True
257,DIG_257,7,True
258,SP_258,9,True
259,DIG_259,3,True
260,ADGP_260,8,True
261,DSP_261,5,True
262,Head Constable_262,3,True
263,IG_263,3,False
264,DSP_264,7,True
265,SI_265,8,True
266,ASI_266,7,True
267,ASI_267,8,True
268,ADGP_268,9,True
269,Inspector_269,2,True
270,DIG_270,2,True
271,Inspector_271,2,True
272,DSP_272,4,True
273,Inspector_273,2,True
274,ASI_274,5,True
275,ADGP_275,8,True
276,SI_276,8,True
277,ASI_277,2,True
278,DIG_278,8,True
279,ASI_279,4,True
280,SI_280,4,True
281,ADGP_281,7,True
282,ASI_282,1,True
283,Inspector_283,6,True
284,DIG_284,4,True
285,Head Constable_285,8,True
286,Constable_286,5,True
287,DIG_287,2,True
288,Constable_288,9,True
289,Head Constable_289,3,True
290,DIG_290,3,True
291,ASI_291,5,True
292,Head Constable_292,4,True
293,SI_293,9,True
294,ASI_294,4,True
295,IG_295,3,True
296,ASI_296,8,True
297,Head Constable_297,6,True
298,SI_298,4,True
299,Constable_299,1,True
300,ASI_300,1,True
301,Head Constable_301,4,True
302,DSP_302,2,True
303,Constable_303,4,True
304,Constable_304,8,True
305,SI_305,9,True
306,Constable_306,3,True
307,Head Constable_307,6,True
308,SI_308,3,True
309,SP_309,3,True
310,IG_310,1,True
311,DSP_311,9,False
312,SI_312,4,True
313,Inspector_313,4,True
314,Inspector_314,6,True
315,ADGP_315,9,True
316,ASI_316,8,True
317,Constable_317,9,True
318,Inspector_318,1,True
319,ASI_319,7,True
320,IG_320,9,True
321,IG_321,3,True
322,ASI_322,7,True
323,Inspector_323,1,True
324,Head Constable_324,4,True
325,Head Constable_325,5,True
326,Inspector_326,6,True
327,IG_327,1,True
328,Head Constable_328,3,True
329,ASI_329,6,True
330,Inspector_330,6,True
331,DSP_331,1,True
332,Head Constable_332,2,True
333,Inspector_333,2,True
334,Inspector_334,8,True
335,SI_335,2,True
336,ASI_336,7,True
337,Head Constable_337,9,False
338,SI_338,9,True
339,IG_339,8,True
340,DSP_340,7,True
341,DSP_341,4,True
342,SI_342,4,True
343,Constable_343,9,True
344,Constable_344,4,True
345,Inspector_345,9,True
346,Constable_346,7,True
347,ADGP_347,5,True
348,Constable_348,3,True
349,DIG_349,9,True
350,ASI_350,9,False
351,ASI_351,1,False
352,Inspector_352,8,True
353,Constable_353,4,True
354,Inspector_354,4,True
355,ADGP_355,8,True
356,ASI_356,7,True
357,IG_357,5,True
358,ADGP_358,2,True
359,SI_359,2,True
360,DSP_360,2,True
361,Inspector_361,8,True
362,ASI_362,4,True
363,Inspector_363,6,True
364,SP_364,2,True
365,DIG_365,1,True
366,SI_366,8,True
367,ADGP_367,3,True
368,ASI_368,1,True
369,Constable_369,6,True
370,DIG_370,2,True
371,Constable_371,8,True
372,DSP_372,4,True
373,Inspector_373,5,True
374,Constable_374,6,True
375,DSP_375,3,True
376,Constable_376,2,True
377,Inspector_377,5,True
378,Inspector_378,7,True
379,DIG_379,3,True
380,ADGP_380,9,True
381,Constable_381,7,True
382,SP_382,3,True
383,ADGP_383,7,True
384,Inspector_384,3,True
385,Inspector_385,5,True
386,DIG_386,5,True
387,Inspector_387,3,True
388,Inspector_388,5,True
389,SI_389,5,True
390,ADGP_390,9,True
391,ADGP_391,8,True
392,ASI_392,9,True
393,Constable_393,2,True
394,Head Constable_394,8,True
395,ADGP_395,4,True
396,ASI_396,2,True
397,IG_397,9,True
398,ADGP_398,6,True
399,DSP_399,2,True
400,Head Constable_400,6,True
401,ASI_401,8,True
402,ADGP_402,6,True
403,SI_403,4,True
404,SI_404,2,True
405,IG_405,3,True
406,Inspector_406,7,True
407,DSP_407,1,True
408,ADGP_408,5,True
409,IG_409,5,True
410,ADGP_410,8,True
411,DSP_411,8,True
412,SP_412,1,True
413,Constable_413,6,True
414,DIG_414,6,False
415,Constable_415,3,True
416,SI_416,4,True
417,ADGP_417,5,True
418,ASI_418,2,True
419,Head Constable_419,4,True
420,SP_420,1,True
421,DSP_421,8,True
422,IG_422,9,True
423,DIG_423,2,True
424,Head Constable_424,1,True
425,IG_425,1,True
426,DIG_426,5,True
427,Head Constable_427,3,True
428,SI_428,9,True
429,Constable_429,4,False
430,ADGP_430,3,True
431,DIG_431,9,True
432,ASI_432,4,True
433,SP_433,1,True
434,DIG_434,1,True
435,IG_435,7,True
436,ASI_436,3,True
437,ASI_437,9,True
438,ADGP_438,6,True
439,DSP_439,4,True
440,Inspector_440,4,True
441,IG_441,4,True
442,Head Constable_442,2,True
443,Inspector_443,4,True
444,DSP_444,2,True
445,DSP_445,6,True
446,Constable_446,5,True
447,Inspector_447,9,True
448,Head Constable_448,3,True
449,ASI_449,7,True
450,SP_450,8,True
451,SI_451,8,True
452,Inspector_452,1,True
453,DIG_453,7,True
454,IG_454,8,False
455,SP_455,4,True
456,Inspector_456,1,True
457,IG_457,5,True
458,DIG_458,8,True
459,DSP_459,7,True
460,IG_460,5,True
461,SI_461,4,True
462,Inspector_462,3,True
463,Inspector_463,7,True
464,IG_464,1,True
465,DSP_465,5,True
466,ADGP_466,6,True
467,SP_467,7,True
468,Head Constable_468,1,True
469,SI_469,7,True
470,IG_470,5,True
471,DIG_471,1,True
472,Head Constable_472,8,True
473,IG_473,4,True
474,Constable_474,6,True
475,IG_475,9,True
476,Constable_476,3,True
477,Constable_477,7,True
478,ASI_478,7,True
479,DIG_479,6,True
480,Inspector_480,9,True
481,ASI_481,7,True
482,DSP_482,3,True
483,ADGP_483,4,True
484,Constable_484,9,True
485,DSP_485,4,True
486,SI_486,9,True
487,Head Constable_487,5,True
488,Inspector_488,7,True
489,Constable_489,3,True
490,Head Constable_490,7,True
491,ASI_491,4,True
492,Head Constable_492,5,False
493,IG_493,3,True
494,ADGP_494,2,True
495,ADGP_495,4,True
496,IG_496,5,True
497,SP_497,4,True
498,SI_498,8,True
499,DIG_499,1,True
500,IG_500,7,False
501,SP_501,8,True
502,ADGP_502,2,True
503,SI_503,6,True
504,DIG_504,6,True
505,DIG_505,4,True
506,ADGP_506,5,True
507,ADGP_507,5,True
508,ASI_508,8,True
509,DIG_509,5,True
510,SP_510,9,True
511,Constable_511,6,True
512,SI_512,8,True
513,SP_513,2,True
514,SP_514,2,True
515,DIG_515,7,True
516,SI_516,8,True
517,ADGP_517,7,True
518,DSP_518,9,True
519,Constable_519,6,True
520,SI_520,4,True
521,IG_521,1,True
522,SI_522,9,True
523,IG_523,7,True
524,ADGP_524,3,True
525,Head Constable_525,5,True
526,SP_526,9,True
527,ADGP_527,5,True
528,Inspector_528,4,True
529,SP_529,1,True
530,SP_530,5,True
531,SP_531,7,True
532,ASI_532,1,True
533,ASI_533,1,True
534,SP_534,2,True
535,Inspector_535,8,True
536,SI_536,1,True
537,Constable_537,6,True
538,SP_538,2,True
539,Head Constable_539,9,True
540,DIG_540,6,False
541,SP_541,5,True
542,Inspector_542,8,True
543,Inspector_543,9,True
544,ASI_544,4,True
545,ADGP_545,2,True
546,IG_546,9,True
547,DSP_547,9,True
548,Head Constable_548,5,True
549,IG_549,8,True
550,Constable_550,6,True
551,DIG_551,4,True
552,ADGP_552,7,True
553,Constable_553,9,True
554,ASI_554,9,True
555,IG_555,1,True
556,SP_556,5,True
557,Inspector_557,3,True
558,Inspector_558,1,True
559,ASI_559,7,True
560,Constable_560,8,True
561,Constable_561,7,True
562,IG_562,8,True
563,Inspector_563,5,True
564,SP_564,4,True
565,SI_565,3,True
566,Head Constable_566,5,True
567,Head Constable_567,7,True
568,DIG_568,4,True
569,ADGP_569,1,True
570,IG_570,4,True
571,DSP_571,6,True
572,Inspector_572,7,True
573,IG_573,8,True
574,Head Constable_574,2,True
575,SI_575,7,True
576,Constable_576,9,True
577,Head Constable_577,9,True
578,Inspector_578,9,True
579,DIG_579,3,True
580,IG_580,7,True
581,Inspector_581,9,True
582,Constable_582,2,True
583,Constable_583,4,True
584,SP_584,7,True
585,IG_585,3,True
586,DIG_586,8,True
587,ASI_587,6,True
588,SP_588,5,True
589,ADGP_589,2,True
590,DSP_590,4,True
591,ASI_591,1,True
592,Constable_592,5,True
593,DSP_593,3,True
594,DIG_594,2,True
595,Head Constable_595,5,True
596,DIG_596,8,True
597,IG_597,9,True
598,ASI_598,1,True
599,Constable_599,6,True
600,SI_600,7,True
601,DIG_601,1,True
602,ADGP_602,2,True
603,IG_603,5,True
604,DIG_604,9,True
605,Constable_605,1,True
606,ADGP_606,5,True
607,DSP_607,7,True
608,Inspector_608,4,True
609,Constable_609,2,True
610,DSP_610,8,True
611,DSP_611,1,True
612,DIG_612,5,True
613,ASI_613,7,True
614,Head Constable_614,3,True
615,Head Constable_615,8,True
616,SP_616,7,True
617,ASI_617,6,True
618,ASI_618,8,True
619,SP_619,3,True
620,Inspector_620,8,True
621,DSP_621,4,True
622,ADGP_622,6,True
623,DIG_623,2,True
624,Constable_624,1,True
625,SP_625,5,True
626,ASI_626,3,True
627,IG_627,8,True
628,Constable_628,1,True
629,ASI_629,1,True
630,ASI_630,3,True
631,Inspector_631,9,True
632,DIG_632,3,True
633,DIG_633,6,True
634,Head Constable_634,4,True
635,Inspector_635,9,True
636,ASI_636,9,True
637,DIG_637,3,True
638,ASI_638,7,True
639,SP_639,4,True
640,DIG_640,3,True
641,Inspector_641,6,True
642,Constable_642,7,True
643,ASI_643,2,True
644,DIG_644,8,True
645,DIG_645,8,True
646,Head Constable_646,2,True
647,ADGP_647,5,True
648,ADGP_648,1,True
649,SP_649,9,True
650,SP_650,3,True
651,ASI_651,2,True
652,SP_652,4,False
653,SI_653,1,True
654,Inspector_654,4,True
655,ADGP_655,2,True
656,IG_656,4,True
657,SI_657,6,True
658,Head Constable_658,7,False
659,ADGP_659,5,True
660,Inspector_660,2,True
661,SP_661,4,True
662,Inspector_662,9,True
663,Constable_663,4,True
664,Inspector_664,2,True
665,IG_665,8,True
666,DSP_666,4,True
667,Head Constable_667,7,True
668,Head Constable_668,8,True
669,Inspector_669,2,True
670,SP_670,4,True
671,SP_671,2,True
672,SI_672,9,True
673,DIG_673,9,True
674,ADGP_674,6,True
675,Constable_675,1,True
676,DIG_676,3,True
677,SI_677,7,True
678,DSP_678,2,True
679,DSP_679,2,True
680,IG_680,1,True
681,Head Constable_681,7,True
682,ASI_682,8,True
683,IG_683,4,True
684,IG_684,7,True
685,DSP_685,9,True
686,DIG_686,4,True
687,ASI_687,3,True
688,SP_688,5,True
689,DSP_689,4,True
690,ASI_690,6,True
691,ADGP_691,3,True
692,Head Constable_692,4,False
693,ASI_693,7,True
694,IG_694,2,True
695,ASI_695,2,True
696,DIG_696,7,True
697,SP_697,6,True
698,Head Constable_698,9,True
699,Inspector_699,9,True
700,IG_700,6,True
701,DIG_701,2,True
702,DIG_702,3,True
703,IG_703,7,True
704,DIG_704,8,True
705,SP_705,9,True
706,DIG_706,5,True
707,Head Constable_707,2,True
708,Inspector_708,7,True
709,SI_709,1,True
710,IG_710,5,True
711,Head Constable_711,7,True
712,DSP_712,6,True
713,ASI_713,8,True
714,IG_714,4,True
715,Constable_715,4,True
716,ASI_716,3,True
717,SP_717,5,True
718,Constable_718,7,True
719,Head Constable_719,8,True
720,DSP_720,3,True
721,DSP_721,6,True
722,ASI_722,8,True
723,ADGP_723,3,True
724,DIG_724,9,True
725,Constable_725,7,True
726,Head Constable_726,2,True
727,Inspector_727,5,True
728,DIG_728,8,True
729,DSP_729,6,True
730,Constable_730,7,True
731,Constable_731,8,True
732,ADGP_732,5,True
733,DSP_733,1,True
734,IG_734,2,True
735,DSP_735,3,True
736,SP_736,3,True
737,Head Constable_737,5,True
738,Inspector_738,1,False
739,DIG_739,8,False
740,SI_740,8,True
741,ASI_741,4,True
742,DSP_742,2,True
743,Head Constable_743,6,True
744,SP_744,5,False
745,DSP_745,5,True
746,SI_746,8,True
747,IG_747,4,True
748,Inspector_748,3,True
749,SP_749,6,False
750,DSP_750,7,True
751,Head Constable_751,1,True
752,SI_752,7,True
753,ASI_753,3,False
754,ASI_754,6,True
755,SI_755,7,True
756,ADGP_756,4,True
757,Head Constable_757,4,True
758,DIG_758,2,True
759,ADGP_759,1,True
760,DSP_760,4,True
761,Constable_761,6,True
762,SI_762,5,True
763,Constable_763,5,True
764,Inspector_764,5,False
765,Constable_765,5,True
766,Head Constable_766,9,True
767,Head Constable_767,9,True
768,SI_768,8,True
769,ADGP_769,9,True
770,ADGP_770,9,True
771,SP_771,9,True
772,Head Constable_772,6,True
773,ASI_773,1,True
774,Constable_774,7,True
775,Constable_775,4,True
776,Constable_776,4,True
777,Constable_777,6,True
778,Inspector_778,3,True
779,SI_779,9,True
780,IG_780,3,True
781,SP_781,2,True
782,DSP_782,2,True
783,IG_783,4,True
784,Inspector_784,8,True
785,DIG_785,9,True
786,SI_786,6,True
787,SI_787,7,True
788,Inspector_788,5,False
789,SP_789,4,True
790,ASI_790,2,True
791,Inspector_791,9,True
792,ASI_792,1,True
793,ASI_793,2,True
794,SP_794,5,True
795,SI_795,9,True
796,DSP_796,3,True
797,Inspector_797,5,True
798,Head Constable_798,7,True
799,SI_799,2,True
800,SP_800,4,True
801,ADGP_801,1,True
802,Inspector_802,5,True
803,IG_803,4,True
804,DSP_804,1,True
805,IG_805,3,True
806,Head Constable_806,1,True
807,SP_807,2,True
808,SP_808,2,True
809,Head Constable_809,5,True
810,SI_810,2,True
811,Inspector_811,7,True
812,SI_812,8,True
813,ASI_813,9,True
814,Head Constable_814,8,True
815,IG_815,8,True
816,Inspector_816,3,True
817,ASI_817,7,True
818,DSP_818,7,True
819,ASI_819,5,True
820,DIG_820,4,True
821,DSP_821,1,True
822,ASI_822,2,True
823,ASI_823,5,True
824,Constable_824,1,False
825,Constable_825,6,True
826,SI_826,3,True
827,IG_827,6,True
828,SP_828,8,True
829,Constable_829,1,True
830,Constable_830,7,True
831,Constable_831,7,True
832,SP_832,9,True
833,Inspector_833,3,True
834,DSP_834,2,True
835,DIG_835,8,True
836,ASI_836,7,True
837,DSP_837,5,True
838,IG_838,8,True
839,Inspector_839,9,True
840,SI_840,5,True
841,Inspector_841,8,True
842,Inspector_842,4,True
843,DIG_843,7,True
844,ADGP_844,7,True
845,SP_845,5,True
846,DSP_846,5,True
847,ADGP_847,8,True
848,Constable_848,8,True
849,Constable_849,1,True
850,DSP_850,2,True
851,IG_851,7,True
852,Head Constable_852,1,False
853,SP_853,6,True
854,SI_854,3,True
855,DIG_855,5,True
856,IG_856,2,True
857,Constable_857,1,True
858,SI_858,8,False
859,DSP_859,8,True
860,Constable_860,9,True
861,ASI_861,5,True
862,SI_862,3,True
863,DSP_863,9,True
864,DIG_864,3,True
865,DSP_865,5,True
866,Inspector_866,5,True
867,Inspector_867,4,False
868,DSP_868,4,True
869,IG_869,7,True
870,DSP_870,6,True
871,ADGP_871,2,True
872,SP_872,3,True
873,Constable_873,6,True
874,SI_874,2,True
875,IG_875,9,True
876,ASI_876,4,True
877,ADGP_877,2,True
878,SI_878,3,True
879,SI_879,8,True
880,DSP_880,7,True
881,Constable_881,2,True
882,Inspector_882,4,True
883,SP_883,1,True
884,Constable_884,6,True
885,SP_885,6,False
886,Inspector_886,6,True
887,ADGP_887,4,True
888,IG_888,3,True
889,DIG_889,9,True
890,ADGP_890,3,False
891,ASI_891,6,True
892,SI_892,4,True
893,Head Constable_893,7,True
894,SP_894,5,True
895,Head Constable_895,6,True
896,Head Constable_896,4,True
897,Head Constable_897,1,True
898,ADGP_898,2,True
899,DIG_899,4,True
900,SI_900,7,True
901,DIG_901,7,True
902,ADGP_902,9,True
903,ADGP_903,6,True
904,DIG_904,9,True
905,SI_905,5,True
906,ADGP_906,6,True
907,Head Constable_907,5,True
908,Constable_908,5,True
909,ADGP_909,7,True
910,SP_910,5,True
911,Head Constable_911,3,True
912,ADGP_912,1,True
913,DSP_913,2,True
914,Head Constable_914,6,True
915,DIG_915,7,True
916,Constable_916,9,True
917,Head Constable_917,1,True
918,ASI_918,6,True
919,SI_919,3,True
920,SI_920,7,True
921,Inspector_921,7,True
922,DSP_922,1,True
923,SI_923,8,True
924,SI_924,4,True
925,Constable_925,7,True
926,ASI_926,1,False
927,IG_927,2,True
928,SP_928,5,False
929,IG_929,4,True
930,ASI_930,6,True
931,SI_931,2,True
932,Head Constable_932,9,True
933,Inspector_933,3,True
934,DIG_934,9,True
935,ADGP_935,3,True
936,IG_936,7,True
937,ASI_937,6,True
938,Head Constable_938,5,True
939,Inspector_939,9,True
940,Head Constable_940,4,True
941,Head Constable_941,7,True
942,SP_942,8,True
943,ADGP_943,8,False
944,SI_944,4,False
945,Inspector_945,2,True
946,SI_946,1,True
947,DSP_947,4,True
948,Head Constable_948,1,True
949,IG_949,1,True
950,DSP_950,9,True
951,Head Constable_951,6,True
952,Constable_952,1,True
953,IG_953,3,True
954,Inspector_954,8,True
955,DSP_955,8,True
956,DSP_956,4,True
957,Head Constable_957,8,True
958,SI_958,2,True
959,SI_959,7,True
960,DIG_960,1,True
961,Head Constable_961,4,True
962,IG_962,1,True
963,ADGP_963,1,True
964,IG_964,1,True
965,ASI_965,7,True
966,DIG_966,4,True
967,Inspector_967,7,True
968,IG_968,8,True
969,IG_969,1,True
970,Constable_970,9,True
971,ASI_971,6,True
972,DIG_972,1,True
973,IG_973,4,True
974,Inspector_974,4,True
975,ADGP_975,2,True
976,IG_976,8,True
977,Inspector_977,6,True
978,DIG_978,6,False
979,SP_979,3,True
980,SP_980,2,True
981,DIG_981,4,False
982,SI_982,2,True
983,Inspector_983,8,True
984,Constable_984,3,True
985,SP_985,3,True
986,SP_986,9,True
987,DIG_987,7,True
988,DIG_988,3,True
989,DIG_989,1,True
990,SP_990,9,True
991,ASI_991,6,True
992,SP_992,7,True
993,DIG_993,1,True
994,Head Constable_994,9,True
995,IG_995,8,True
996,Head Constable_996,3,True
997,Constable_997,9,True
998,SI_998,5,True
999,ADGP_999,3,True
1000,DSP_1000,8,False
1001,Constable_1001,4,True
1002,DIG_1002,8,True
1003,DIG_1003,2,True
1004,Inspector_1004,5,True
1005,ADGP_1005,6,True
1006,DSP_1006,9,False
1007,Constable_1007,3,True
1008,Inspector_1008,5,True
1009,ASI_1009,6,True
1010,SI_1010,7,True
1011,SP_1011,7,True
1012,DSP_1012,6,True
1013,DSP_1013,8,True
1014,ADGP_1014,8,True
1015,DSP_1015,6,True
1016,DSP_1016,4,True
1017,DIG_1017,6,True
1018,ADGP_1018,7,True
1019,Inspector_1019,7,True
1020,ADGP_1020,9,True
1021,ADGP_1021,7,True
1022,Head Constable_1022,9,True
1023,DSP_1023,3,False
1024,ADGP_1024,9,True
1025,IG_1025,1,True
1026,ADGP_1026,9,True
1027,ASI_1027,3,True
1028,DIG_1028,1,True
1029,Constable_1029,1,True
1030,ADGP_1030,4,True
1031,DIG_1031,4,True
1032,DSP_1032,4,True
1033,ADGP_1033,8,True
1034,DSP_1034,3,True
1035,DIG_1035,9,False
1036,Constable_1036,8,True
1037,DSP_1037,5,True
1038,DIG_1038,4,True
1039,ASI_1039,1,False
1040,SI_1040,5,True
1041,Inspector_1041,2,True
1042,Inspector_1042,3,True
1043,DSP_1043,2,True
1044,Constable_1044,2,True
1045,SP_1045,6,True
1046,ASI_1046,9,True
1047,SP_1047,1,True
1048,DSP_1048,3,True
1049,Head Constable_1049,4,True
1050,ADGP_1050,6,True
1051,SP_1051,2,True
1052,ASI_1052,3,True
1053,Inspector_1053,3,True
1054,Inspector_1054,4,True
1055,Constable_1055,9,True
1056,Inspector_1056,6,True
1057,DIG_1057,3,True
1058,Constable_1058,3,True
1059,Constable_1059,7,True
1060,SI_1060,7,True
1061,DIG_1061,8,True
1062,Constable_1062,7,True
1063,ASI_1063,5,True
1064,Inspector_1064,8,True
1065,ASI_1065,9,True
1066,DSP_1066,8,True
1067,Inspector_1067,6,True
1068,Inspector_1068,9,True
1069,Constable_1069,5,True
1070,SI_1070,3,True
1071,DIG_1071,7,True
1072,Inspector_1072,2,True
1073,SI_1073,7,True
1074,DIG_1074,2,True
1075,DSP_1075,6,True
1076,IG_1076,8,True
1077,ASI_1077,2,True
1078,Constable_1078,1,True
1079,SP_1079,6,True
1080,Constable_1080,7,True
1081,IG_1081,3,True
1082,Inspector_1082,4,True
1083,DSP_1083,8,True
1084,DSP_1084,4,True
1085,SP_1085,5,False
1086,ASI_1086,8,True
1087,Head Constable_1087,1,True
1088,SI_1088,9,True
1089,ADGP_1089,5,True
1090,SP_1090,8,True
1091,Head Constable_1091,4,True
1092,ASI_1092,6,True
1093,DIG_1093,1,True
1094,ASI_1094,6,True
1095,IG_1095,5,True
1096,IG_1096,1,True
1097,Head Constable_1097,6,True
1098,Constable_1098,2,True
1099,Head Constable_1099,9,True
1100,DIG_1100,2,True
1101,DSP_1101,4,True
1102,Constable_1102,8,True
1103,IG_1103,7,True
1104,Constable_1104,8,True
1105,Constable_1105,5,True
1106,DIG_1106,7,True
1107,Constable_1107,7,True
1108,Inspector_1108,5,True
1109,SI_1109,1,True
1110,ADGP_1110,6,True
1111,SP_1111,6,True
1112,SP_1112,6,True
1113,Head Constable_1113,6,True
1114,DIG_1114,2,True
1115,DIG_1115,6,True
1116,Constable_1116,5,True
1117,IG_1117,4,False
1118,DIG_1118,7,True
1119,Head Constable_1119,4,True
1120,IG_1120,4,True
1121,SP_1121,6,True
1122,Constable_1122,9,True
1123,IG_1123,8,True
1124,Head Constable_1124,9,True
1125,ADGP_1125,9,True
1126,SI_1126,9,False
1127,DSP_1127,5,True
1128,IG_1128,2,True
1129,ADGP_1129,9,True
