CrimeHeadID,ActCode,SectionCode
20935,A50875,227
48650,A35365,228
75819,A588,229
72171,A72499,230
12298,A31373,231
52777,A61458,232
92738,A2521,233
63258,A66156,234
462,A37540,235
94050,A27796,236
40088,A53525,237
81146,A8686,238
4941,A21376,239
1421,A97914,240
35714,A43055,241
15899,A30439,242
47899,A75501,243
4639,A17419,244
41017,A9707,245
9990,A77798,246
73857,A91344,247
90837,A60577,248
66769,A95337,249
67715,A34702,250
86911,A71647,251
42681,A14425,252
48036,A86651,253
11422,A27778,254
7087,A38847,255
52213,A20762,256
52844,A85174,257
48521,A82123,258
47434,A81198,259
85479,A11424,260
21172,A84190,261
99063,A24651,262
97825,A33309,263
12301,A20809,264
36343,A59618,265
73359,A18370,266
21641,A12996,267
56928,A20698,268
18769,A77430,269
46324,A86066,270
74143,A19934,271
53375,A26889,272
88475,A40199,273
9085,A26026,274
14049,A45270,275
62332,A44023,276
1188,A13645,277
41193,A20032,278
23395,A15959,279
85856,A40045,280
74952,A38410,281
56073,A20881,282
27318,A92587,283
19485,A89535,284
70781,A26888,285
13478,A92525,286
93377,A93500,287
87455,A66973,288
41321,A84001,289
55351,A62280,290
49741,A43877,291
87086,A84525,292
99414,A6094,293
27002,A24409,294
27423,A14933,295
89523,A84505,296
78164,A47737,297
41813,A31791,298
54435,A64724,299
45350,A86106,300
33447,A29213,301
69829,A40591,302
39518,A16090,303
75456,A55710,304
83642,A22200,305
90327,A45291,306
89539,A55494,307
77721,A49046,308
28733,A26883,309
93685,A41238,310
29927,A60732,311
72568,A74217,312
87786,A54872,313
65341,A77253,314
86649,A31978,315
14964,A57225,316
40949,A15971,317
36030,A42488,318
55084,A35561,319
58537,A79744,320
65963,A46329,321
3689,A97186,322
55436,A25369,323
46813,A38418,324
24599,A84767,325
84880,A83127,326
76504,A88148,327
47577,A89528,328
64226,A93051,329
29721,A88964,330
16766,A30966,331
78218,A52736,332
57472,A3518,333
17713,A52047,334
43851,A36752,335
10092,A20329,336
95627,A21090,337
46825,A85225,338
93346,A36469,339
45936,A38101,340
96152,A99016,341
19675,A95192,342
77639,A72662,343
10370,A11887,344
74003,A52381,345
40036,A72893,346
20488,A68769,347
24828,A35662,348
85337,A18098,349
87739,A97051,350
54495,A28150,351
77694,A54384,352
37267,A56821,353
94357,A916,354
22366,A78581,355
96402,A87240,356
96249,A4414,357
10581,A80302,358
76210,A62180,359
68026,A40108,360
80,A1120,361
56363,A1645,362
44781,A98494,363
85763,A58150,364
97271,A43343,365
26861,A91546,366
70191,A41466,367
81399,A9604,368
52684,A55605,369
97228,A66307,370
50890,A45230,371
15071,A91827,372
70929,A44894,373
94456,A67050,374
90205,A20688,375
57256,A50314,376
53529,A74995,377
28116,A81548,378
99654,A94625,379
70553,A94668,380
7890,A53797,381
63655,A88559,382
26801,A43602,383
21668,A84612,384
12543,A86971,385
46405,A45159,386
5029,A59036,387
82876,A55422,388
14072,A41613,389
8105,A33875,390
50020,A51291,391
11018,A7827,392
99922,A71809,393
96983,A81020,394
18586,A56313,395
8735,A8585,396
9879,A39423,397
3603,A41267,398
38690,A45851,399
24834,A11945,400
68352,A68317,401
68345,A41130,402
52799,A26177,403
31842,A28290,404
54836,A32828,405
24570,A32330,406
91132,A91263,407
6798,A77568,408
47633,A16558,409
54916,A98095,410
18943,A10232,411
3188,A63204,412
28395,A83482,413
56006,A53813,414
21742,A83319,415
410,A22256,416
61610,A50149,417
10207,A63938,418
26317,A38700,419
81750,A4591,420
26375,A88416,421
86459,A24079,422
65921,A65943,423
78818,A3694,424
73786,A20199,425
34337,A26229,426
10679,A52093,427
9138,A33162,428
93854,A28057,429
64158,A20894,430
39127,A30507,431
82312,A9675,432
14148,A44098,433
80940,A84703,434
58561,A31167,435
92767,A52916,436
67473,A2248,437
24527,A93173,438
97430,A89422,439
77713,A65980,440
44248,A10532,441
91475,A20085,442
59139,A62992,443
52229,A70030,444
69737,A58560,445
23116,A7419,446
3392,A47133,447
95894,A17385,448
3754,A91531,449
72250,A14227,450
11042,A44798,451
8516,A53743,452
2998,A51532,453
30685,A58612,454
6158,A33811,455
28052,A68609,456
48385,A80576,457
92116,A17027,458
40793,A52647,459
66778,A28048,460
21416,A38403,461
74910,A57406,462
92355,A32731,463
85973,A42974,464
60503,A58676,465
78162,A63726,466
1741,A79389,467
77724,A52754,468
87315,A78795,469
98634,A90972,470
12147,A68277,471
80910,A10723,472
32373,A90055,473
88052,A11999,474
32477,A77233,475
52719,A86804,476
68440,A40283,477
70590,A48568,478
34413,A89888,479
68507,A89122,480
67914,A60365,481
41878,A88082,482
3959,A90283,483
86185,A6,484
11704,A99365,485
86592,A11782,486
26634,A5647,487
68168,A26147,488
80348,A33722,489
88780,A39874,490
80903,A27968,491
61717,A60752,492
44470,A147,493
59105,A50563,494
23923,A61569,495
40494,A59662,496
54865,A54969,497
58631,A29300,498
33509,A56162,499
10457,A36402,500
19478,A91048,501
14544,A16049,502
17324,A59095,503
8715,A96239,504
41182,A25622,505
85139,A66927,506
17776,A95234,507
10511,A62239,508
77854,A27169,509
5502,A55742,510
90505,A61186,511
42134,A7259,512
46639,A14498,513
34137,A43516,514
6517,A43623,515
30414,A35971,516
28295,A40301,517
17133,A95837,518
27507,A1866,519
58177,A43300,520
86654,A41434,521
59448,A85653,522
11636,A46489,523
34452,A7967,524
70201,A92139,525
51645,A27577,526
94968,A76129,527
8981,A96455,528
1233,A63391,529
5731,A18337,530
28652,A98866,531
39984,A59756,532
64175,A82209,533
47814,A3616,534
18773,A21563,535
58969,A91487,536
68079,A58431,537
64668,A86078,538
76141,A47932,539
10635,A78734,540
35845,A49863,541
35102,A10924,542
7177,A83641,543
12475,A17564,544
77787,A50170,545
51634,A7391,546
13307,A30301,547
73196,A94465,548
62896,A56800,549
27103,A91064,550
56238,A91820,551
58223,A69810,552
83883,A92656,553
32843,A48408,554
88872,A95565,555
21300,A87083,556
95305,A21004,557
34436,A25459,558
39514,A73428,559
96293,A94235,560
67636,A36623,561
62173,A36543,562
17232,A33366,563
82316,A37363,564
36996,A81237,565
66968,A71125,566
65297,A90560,567
93884,A47682,568
59120,A96378,569
87197,A92882,570
41935,A58029,571
41629,A86606,572
87104,A73506,573
60254,A17950,574
86547,A56149,575
71139,A49386,576
71465,A62477,577
49264,A90683,578
99333,A7788,579
1605,A30349,580
99794,A50103,581
87000,A17539,582
84484,A92032,583
98245,A43436,584
65631,A70943,585
1712,A74380,586
21923,A30223,587
97337,A59339,588
26270,A40493,589
90104,A31935,590
39113,A75667,591
23403,A31209,592
59252,A55013,593
52558,A3817,594
18443,A33696,595
32468,A60196,596
70487,A38246,597
56167,A19727,598
31322,A3538,599
88505,A52933,600
40125,A6730,601
45766,A53153,602
65452,A36978,603
42042,A53196,604
33063,A44469,605
37298,A78943,606
57053,A17362,607
15991,A4159,608
87650,A37841,609
55918,A69772,610
47626,A20806,611
1120,A34781,612
3626,A77767,613
22871,A29354,614
80878,A70254,615
93477,A59276,616
34895,A65362,617
42521,A24080,618
89084,A64600,619
82074,A69320,620
52141,A84019,621
3454,A59310,622
33354,A66972,623
18777,A34916,624
96625,A61791,625
66338,A43300,626
61097,A29665,627
72351,A46823,628
91556,A88179,629
40825,A37327,630
74033,A58657,631
45031,A16294,632
49730,A60952,633
86420,A12967,634
11970,A83601,635
3411,A12585,636
62942,A94742,637
18391,A68355,638
31291,A22258,639
94472,A41343,640
15617,A64891,641
2551,A99996,642
72371,A13405,643
49697,A29912,644
21456,A7583,645
35344,A95412,646
73796,A70589,647
12101,A66299,648
35890,A90295,649
11593,A32618,650
91199,A6665,651
23904,A93796,652
16281,A18793,653
54823,A10665,654
27582,A83409,655
92186,A86275,656
45609,A33423,657
29896,A69545,658
26899,A4147,659
32216,A30101,660
97730,A12447,661
99856,A91772,662
20133,A37386,663
70233,A51341,664
29161,A43311,665
78169,A51965,666
31626,A17030,667
59886,A89384,668
79612,A31288,669
32926,A75758,670
50762,A52710,671
58880,A45941,672
45723,A85117,673
13723,A60899,674
89806,A37228,675
58608,A73396,676
84458,A69523,677
24404,A39675,678
77352,A35044,679
45110,A83480,680
28722,A47607,681
8989,A53730,682
40776,A63466,683
21116,A71077,684
8365,A67156,685
30623,A20349,686
67927,A79582,687
89465,A7343,688
23632,A7263,689
40736,A83381,690
96430,A12330,691
91648,A15048,692
24872,A63311,693
86680,A42838,694
1524,A99809,695
60343,A11934,696
91372,A37888,697
94663,A59762,698
10024,A32223,699
42232,A46481,700
35031,A96832,701
27562,A97808,702
57460,A33960,703
46529,A11310,704
5747,A33515,705
2531,A51497,706
93867,A63939,707
35286,A98862,708
67814,A91474,709
85635,A91506,710
60508,A48519,711
7458,A15775,712
27456,A66414,713
78837,A2919,714
70124,A53627,715
2847,A23199,716
20074,A23812,717
12542,A2586,718
81866,A80644,719
75932,A10045,720
5330,A35542,721
66698,A21663,722
37751,A91730,723
60268,A49162,724
48990,A19682,725
94792,A4004,726
25092,A15517,727
32311,A19977,728
28758,A99697,729
50405,A63627,730
59613,A58100,731
58926,A50754,732
4154,A79952,733
56645,A50968,734
25728,A18075,735
48843,A64738,736
96168,A1618,737
72548,A36201,738
23315,A7883,739
56656,A7561,740
11661,A74534,741
40242,A36521,742
25611,A18489,743
62182,A22835,744
39942,A82920,745
96371,A54349,746
33012,A4095,747
80308,A54439,748
16224,A99360,749
83654,A22693,750
71611,A90609,751
54601,A83410,752
84785,A53919,753
14673,A94571,754
54517,A88139,755
2667,A31590,756
73375,A10041,757
57716,A24275,758
42534,A51605,759
64286,A52927,760
12031,A78904,761
806,A12992,762
88626,A53071,763
78582,A52209,764
99465,A99630,765
59606,A32212,766
63165,A97828,767
4890,A89380,768
19081,A74103,769
81043,A26948,770
46032,A34634,771
23503,A72060,772
68980,A43532,773
24778,A39773,774
30349,A67460,775
15407,A34091,776
48822,A3849,777
56152,A66710,778
85250,A11411,779
35018,A32876,780
27069,A56279,781
73774,A2932,782
94219,A96445,783
40583,A48964,784
80224,A98089,785
899,A43684,786
24867,A96957,787
72111,A57977,788
57881,A1680,789
63232,A31460,790
53260,A32472,791
12685,A45147,792
12986,A26604,793
68070,A79483,794
43836,A99927,795
38810,A2352,796
41312,A775,797
14821,A77602,798
56495,A91361,799
24572,A84255,800
94771,A90337,801
31535,A41272,802
51320,A4629,803
31780,A48318,804
26402,A46628,805
74953,A16310,806
54314,A57089,807
52873,A26717,808
54625,A29157,809
1044,A14157,810
21030,A18908,811
75075,A44199,812
90438,A77551,813
91948,A51171,814
39051,A96408,815
18321,A34267,816
13141,A45187,817
1381,A94882,818
88378,A10795,819
86617,A10428,820
74199,A58807,821
60511,A61229,822
65228,A15702,823
17753,A98979,824
59097,A73197,825
92248,A36752,826
79911,A10826,827
52458,A16970,828
71523,A94322,829
11942,A37697,830
5089,A18907,831
67683,A78264,832
24077,A83512,833
8901,A99892,834
96592,A46738,835
60179,A29870,836
54358,A1725,837
43254,A27558,838
99243,A20051,839
76782,A46809,840
84767,A74948,841
75951,A42639,842
37023,A99212,843
81232,A50453,844
39982,A97710,845
39545,A78900,846
61016,A59388,847
4597,A190,848
21110,A48363,849
21211,A14644,850
96675,A83144,851
47452,A22046,852
73100,A83698,853
61030,A96277,854
49553,A59319,855
6710,A66607,856
68953,A53843,857
22349,A30685,858
89483,A78979,859
31561,A98881,860
37510,A62954,861
95806,A39877,862
95211,A7325,863
20191,A27534,864
34917,A58698,865
23815,A93050,866
27494,A28619,867
53452,A97097,868
77077,A80048,869
65132,A54952,870
38032,A82966,871
70067,A74892,872
13761,A13590,873
13174,A26143,874
32399,A71723,875
11624,A72596,876
78215,A93420,877
31446,A90556,878
42128,A95771,879
97725,A60883,880
8013,A5069,881
49489,A86456,882
954,A44283,883
72659,A52027,884
60730,A78915,885
22818,A94538,886
86889,A67007,887
75880,A45430,888
54474,A9578,889
19076,A43318,890
3576,A83586,891
93926,A58343,892
69590,A38100,893
22275,A85787,894
40764,A95326,895
63725,A75122,896
52757,A77370,897
499,A15378,898
52451,A13592,899
38700,A74966,900
19756,A41883,901
90778,A92793,902
21763,A40205,903
45491,A19248,904
65366,A55605,905
48824,A29888,906
10527,A65862,907
28931,A93253,908
82870,A17576,909
64841,A1253,910
14857,A78164,911
64842,A78257,912
81839,A96319,913
67698,A12751,914
76498,A40959,915
51061,A60160,916
70113,A53238,917
68762,A301,918
34742,A14364,919
71930,A76996,920
30612,A72461,921
64415,A91505,922
14172,A81835,923
58165,A21565,924
95035,A4517,925
27215,A99607,926
87669,A3572,927
65668,A17358,928
11500,A14187,929
70269,A64049,930
16477,A88195,931
59340,A18295,932
79371,A33598,933
11336,A26694,934
21228,A59705,935
12691,A30190,936
5078,A29539,937
18707,A4127,938
72642,A53330,939
25498,A13019,940
5615,A97782,941
19794,A43528,942
38449,A80873,943
31154,A35878,944
11506,A7828,945
83440,A95373,946
73625,A14804,947
31699,A18654,948
76941,A38864,949
71127,A46685,950
98969,A73240,951
68594,A50229,952
62131,A87447,953
75164,A57102,954
78433,A67471,955
48646,A92758,956
78570,A17110,957
78161,A50106,958
8,A8037,959
89985,A91964,960
48323,A80882,961
7175,A42422,962
55998,A6232,963
1115,A2755,964
80657,A59116,965
86488,A38790,966
32565,A25123,967
98851,A4789,968
49328,A12062,969
74592,A59942,970
72294,A26635,971
71109,A83607,972
4410,A36168,973
86357,A56426,974
40284,A12770,975
48007,A94609,976
24991,A21306,977
86224,A48619,978
69899,A11409,979
41849,A39792,980
22795,A56062,981
40439,A68946,982
52767,A4720,983
26687,A62538,984
1847,A15780,985
59871,A44634,986
63280,A40176,987
49016,A40956,988
94447,A36531,989
78136,A87004,990
83411,A85815,991
4060,A28488,992
12680,A91755,993
2013,A39140,994
44580,A32256,995
69592,A63654,996
85228,A21465,997
83253,A56486,998
21661,A59644,999
19501,A87674,1000
78814,A91444,1001
46261,A76729,1002
99965,A38208,1003
70842,A2030,1004
26934,A42883,1005
87555,A23000,1006
88036,A13140,1007
5855,A55320,1008
85367,A1484,1009
81000,A15653,1010
84486,A83067,1011
98754,A30328,1012
54603,A23210,1013
74344,A30735,1014
93017,A62495,1015
88206,A48239,1016
30660,A60562,1017
50272,A40059,1018
84862,A18927,1019
35759,A51102,1020
19424,A18476,1021
1350,A13263,1022
37711,A45152,1023
81335,A63699,1024
24698,A97285,1025
89875,A80506,1026
68151,A99684,1027
87307,A58055,1028
30605,A76153,1029
97634,A89963,1030
21563,A31658,1031
22399,A26856,1032
76938,A56054,1033
35400,A80120,1034
72080,A66906,1035
10659,A7471,1036
5797,A97887,1037
35773,A82596,1038
47855,A19245,1039
23966,A42199,1040
78141,A11160,1041
51437,A31417,1042
18129,A38202,1043
97423,A31310,1044
53222,A51871,1045
18428,A35886,1046
92520,A46657,1047
96849,A74215,1048
56269,A67308,1049
15393,A72282,1050
95416,A4114,1051
34161,A61439,1052
87417,A70481,1053
73208,A46042,1054
75811,A21792,1055
39299,A57839,1056
19539,A37120,1057
81815,A24099,1058
61287,A24603,1059
56,A79154,1060
29439,A76040,1061
34498,A84076,1062
95355,A45435,1063
19382,A88630,1064
48339,A52055,1065
8362,A7702,1066
89679,A56131,1067
61090,A52591,1068
71163,A46348,1069
8979,A5103,1070
22020,A65481,1071
98026,A78835,1072
99592,A69919,1073
92410,A72153,1074
25979,A96574,1075
66010,A28865,1076
32307,A84950,1077
50660,A81737,1078
47671,A12557,1079
1574,A84644,1080
41336,A32028,1081
26495,A14083,1082
89593,A19662,1083
69080,A73389,1084
79157,A12062,1085
41007,A49988,1086
87080,A56068,1087
92853,A89359,1088
18538,A7815,1089
23686,A8546,1090
88293,A74143,1091
36042,A22696,1092
3363,A72379,1093
22344,A76720,1094
23359,A93329,1095
10015,A57789,1096
26386,A7711,1097
92813,A29332,1098
57595,A68916,1099
66388,A30935,1100
4621,A76788,1101
72673,A13309,1102
22145,A88502,1103
40724,A17301,1104
48567,A50845,1105
20794,A82045,1106
1658,A23186,1107
93433,A3132,1108
6759,A47190,1109
59653,A76505,1110
63945,A10412,1111
50175,A83616,1112
96059,A17847,1113
6311,A66585,1114
19348,A39935,1115
70357,A35111,1116
6118,A27923,1117
88498,A54037,1118
22984,A19741,1119
64482,A53953,1120
12855,A60162,1121
69830,A48337,1122
94270,A31470,1123
25922,A34264,1124
44868,A18487,1125
91881,A37476,1126
27486,A2854,1127
44642,A18041,1128
99057,A1495,1129
51987,A55964,1130
48093,A88816,1131
40803,A45227,1132
92514,A16036,1133
649,A50401,1134
17067,A12213,1135
67848,A82912,1136
309,A83428,1137
92247,A31030,1138
26999,A4643,1139
47135,A57796,1140
75604,A1015,1141
48856,A77928,1142
39563,A95861,1143
99818,A64696,1144
66692,A42957,1145
98302,A40404,1146
53296,A95144,1147
51888,A8005,1148
19533,A25038,1149
14536,A63101,1150
91249,A11125,1151
41339,A17804,1152
9489,A73849,1153
15433,A95355,1154
34187,A49396,1155
71232,A17078,1156
7558,A46717,1157
57972,A42796,1158
61957,A35282,1159
19846,A5387,1160
55949,A1031,1161
58790,A35901,1162
77058,A82421,1163
56491,A84210,1164
9155,A16030,1165
74786,A48787,1166
5361,A26661,1167
11453,A49129,1168
17098,A83365,1169
30047,A15499,1170
74533,A38198,1171
98877,A9919,1172
82448,A94410,1173
79194,A37618,1174
17290,A73353,1175
81368,A19075,1176
88046,A16533,1177
20535,A79760,1178
72268,A57445,1179
26460,A64344,1180
16995,A68820,1181
73025,A90011,1182
11196,A9879,1183
70522,A25879,1184
48763,A5114,1185
60067,A19373,1186
98268,A5600,1187
27423,A54955,1188
81844,A74945,1189
14101,A39082,1190
48172,A95939,1191
24779,A85683,1192
56495,A73542,1193
63986,A66633,1194
42246,A43788,1195
60996,A23387,1196
38056,A89111,1197
12323,A83995,1198
95414,A25517,1199
55353,A30179,1200
73602,A88257,1201
5207,A38213,1202
48596,A58480,1203
55993,A42193,1204
71311,A63921,1205
8279,A61541,1206
81579,A66812,1207
33016,A17216,1208
36385,A41466,1209
39631,A14795,1210
49435,A92943,1211
25300,A62141,1212
47780,A7861,1213
19543,A53428,1214
16177,A49212,1215
29293,A78645,1216
76901,A8139,1217
31484,A12404,1218
36720,A10061,1219
12962,A76617,1220
90185,A36907,1221
87681,A22484,1222
59590,A51551,1223
59952,A57062,1224
19754,A49886,1225
38243,A92430,1226
16631,A74123,1227
88728,A6343,1228
55792,A26134,1229
29238,A97196,1230
87405,A12928,1231
80186,A25975,1232
13632,A60714,1233
30056,A1410,1234
4997,A45845,1235
65581,A55958,1236
9922,A28017,1237
84878,A6355,1238
33900,A46093,1239
28191,A74733,1240
53929,A46338,1241
62949,A27928,1242
40673,A77781,1243
87788,A58926,1244
80433,A41535,1245
50833,A68207,1246
93829,A51523,1247
96179,A30682,1248
70460,A28506,1249
71184,A47930,1250
23673,A72127,1251
48505,A31386,1252
76398,A98467,1253
29857,A28597,1254
23305,A5816,1255
55162,A25424,1256
70615,A88943,1257
4465,A28042,1258
66505,A870,1259
64594,A74078,1260
50412,A43044,1261
19346,A29970,1262
90219,A13673,1263
77522,A57729,1264
1454,A43117,1265
27753,A3358,1266
46596,A53566,1267
33849,A52381,1268
1317,A18601,1269
89495,A8420,1270
42408,A93778,1271
25234,A91957,1272
56057,A92268,1273
64879,A67978,1274
3688,A31522,1275
74925,A39855,1276
87307,A14896,1277
17811,A72882,1278
19327,A10701,1279
29554,A71536,1280
36818,A31734,1281
67717,A59099,1282
49607,A15899,1283
76235,A20510,1284
8920,A86074,1285
48714,A60727,1286
19363,A75407,1287
4750,A77537,1288
76226,A60274,1289
38912,A16372,1290
61442,A23904,1291
41376,A5219,1292
6613,A2614,1293
57258,A61558,1294
74831,A56038,1295
79558,A3687,1296
87284,A44224,1297
71009,A92622,1298
52106,A34507,1299
29355,A58753,1300
20485,A36362,1301
90487,A1807,1302
23774,A23289,1303
67144,A94377,1304
85589,A68178,1305
63791,A47104,1306
52461,A95710,1307
48313,A30598,1308
50173,A12251,1309
96068,A9955,1310
67811,A65703,1311
50550,A96783,1312
65772,A16393,1313
14795,A21756,1314
90479,A55802,1315
50966,A97225,1316
51734,A98598,1317
32670,A20844,1318
26045,A85988,1319
3942,A30322,1320
18087,A95999,1321
77989,A87464,1322
82180,A53606,1323
61837,A96631,1324
83885,A46738,1325
72403,A46101,1326
95252,A90011,1327
618,A1638,1328
6753,A13776,1329
85316,A29338,1330
93255,A69513,1331
18598,A65418,1332
35439,A57572,1333
80202,A37169,1334
25453,A37377,1335
29886,A59974,1336
97997,A9510,1337
9860,A10067,1338
99875,A90666,1339
63262,A96090,1340
89817,A65107,1341
70295,A11751,1342
59075,A29071,1343
56828,A53112,1344
58970,A95559,1345
59477,A3860,1346
58463,A93311,1347
69269,A91388,1348
22263,A61294,1349
47492,A29224,1350
81018,A53511,1351
73252,A18282,1352
48403,A42100,1353
57211,A44298,1354
94235,A81748,1355
59656,A4238,1356
45917,A42279,1357
86723,A80884,1358
34855,A27234,1359
16882,A70995,1360
5693,A82230,1361
15822,A89896,1362
80952,A3729,1363
98578,A20343,1364
51693,A40336,1365
91892,A20458,1366
72092,A42762,1367
83213,A54529,1368
93391,A26796,1369
58471,A36527,1370
198,A90381,1371
40777,A39984,1372
43945,A95302,1373
45734,A12679,1374
16142,A51826,1375
29353,A33994,1376
48058,A43584,1377
16245,A10017,1378
30137,A33150,1379
10634,A27075,1380
29009,A97643,1381
60492,A88320,1382
73702,A41288,1383
95853,A16827,1384
60936,A99257,1385
39550,A57645,1386
27401,A81199,1387
73278,A52045,1388
95493,A68536,1389
46364,A97451,1390
8146,A7464,1391
34327,A39183,1392
36402,A31825,1393
96330,A21943,1394
38861,A79972,1395
33965,A74302,1396
86981,A65858,1397
36210,A53420,1398
74984,A49169,1399
22121,A58326,1400
47558,A3859,1401
15440,A83848,1402
81578,A98107,1403
46296,A59930,1404
6813,A46314,1405
69902,A31495,1406
43860,A33055,1407
57969,A37119,1408
56550,A37140,1409
39305,A8511,1410
64735,A47942,1411
90299,A9628,1412
5984,A2026,1413
22217,A2306,1414
34911,A58676,1415
8457,A62905,1416
66541,A80589,1417
96287,A79482,1418
41760,A29294,1419
18450,A39934,1420
51757,A37363,1421
76039,A25758,1422
76949,A75456,1423
86970,A29989,1424
86315,A78292,1425
69718,A30306,1426
60414,A28094,1427
28368,A50786,1428
41145,A58016,1429
68273,A47714,1430
44370,A77767,1431
99075,A90167,1432
5267,A48415,1433
7001,A94478,1434
49814,A35798,1435
54696,A83504,1436
52719,A20940,1437
37205,A2578,1438
71165,A39209,1439
12016,A50458,1440
4560,A93279,1441
67604,A60158,1442
80793,A73106,1443
17303,A52101,1444
23110,A60710,1445
20171,A84118,1446
53585,A89727,1447
69167,A83672,1448
78292,A7982,1449
80792,A7852,1450
27512,A56488,1451
25117,A96246,1452
22925,A28868,1453
28143,A94946,1454
97269,A91171,1455
36592,A11407,1456
42570,A2146,1457
24773,A73378,1458
74272,A8408,1459
93707,A62248,1460
50307,A17065,1461
48710,A6462,1462
25815,A44016,1463
71540,A32802,1464
95846,A36787,1465
20517,A48937,1466
25254,A83762,1467
62750,A80816,1468
7388,A82379,1469
3743,A28152,1470
52481,A95143,1471
95435,A7419,1472
66220,A66519,1473
17693,A8769,1474
12659,A29348,1475
27784,A40451,1476
63283,A82538,1477
40270,A27738,1478
48728,A69504,1479
85114,A71805,1480
37631,A44933,1481
5170,A58914,1482
53402,A90835,1483
67368,A64254,1484
13753,A37131,1485
95271,A7527,1486
36107,A3427,1487
57456,A27040,1488
97293,A72859,1489
37389,A74861,1490
79277,A57200,1491
12081,A62506,1492
43478,A11652,1493
56451,A83941,1494
46108,A66550,1495
77917,A49178,1496
41990,A14796,1497
66287,A42828,1498
