DesignationID,DesignationName,Active,SortOrder
432,Beat Officer_432,True,2
433,SHO_433,True,14
434,Beat Officer_434,True,6
435,Investigating Officer_435,True,8
436,Records Clerk_436,True,7
437,Beat Officer_437,True,10
438,Records Clerk_438,True,12
439,Records Clerk_439,True,1
440,SHO_440,False,18
441,Records Clerk_441,True,11
442,Duty Officer_442,True,6
443,Duty Officer_443,True,4
444,Duty Officer_444,True,4
445,Investigating Officer_445,True,17
446,Duty Officer_446,True,19
447,Beat Officer_447,True,9
448,Records Clerk_448,True,12
449,SHO_449,True,15
450,Beat Officer_450,True,7
451,Investigating Officer_451,True,18
452,Investigating Officer_452,True,10
453,SHO_453,True,2
454,Beat Officer_454,True,15
455,Duty Officer_455,True,13
456,Records Clerk_456,True,5
457,SHO_457,True,10
458,Beat Officer_458,True,6
459,Records Clerk_459,True,3
460,SHO_460,True,4
461,Records Clerk_461,True,15
462,Duty Officer_462,True,8
463,Beat Officer_463,True,6
464,Duty Officer_464,True,10
465,Records Clerk_465,True,8
466,Investigating Officer_466,True,18
467,SHO_467,True,16
468,Beat Officer_468,True,6
469,Records Clerk_469,True,6
470,SHO_470,True,17
471,Records Clerk_471,True,10
472,Investigating Officer_472,True,19
473,Duty Officer_473,True,15
474,Investigating Officer_474,True,15
475,Beat Officer_475,True,18
476,Records Clerk_476,True,6
477,Investigating Officer_477,True,19
478,Beat Officer_478,True,8
479,Beat Officer_479,True,16
480,Beat Officer_480,True,10
481,Records Clerk_481,True,6
482,SHO_482,True,12
483,SHO_483,True,10
484,SHO_484,True,10
485,Investigating Officer_485,True,1
486,SHO_486,True,1
487,Records Clerk_487,True,2
488,Records Clerk_488,True,3
489,Investigating Officer_489,True,17
490,Beat Officer_490,True,8
491,Records Clerk_491,True,18
492,SHO_492,True,14
493,Beat Officer_493,True,9
494,Investigating Officer_494,True,10
495,Beat Officer_495,True,15
496,Beat Officer_496,False,13
497,Duty Officer_497,True,4
498,SHO_498,True,18
499,SHO_499,True,13
500,SHO_500,True,5
501,Investigating Officer_501,True,8
502,Duty Officer_502,True,10
503,Records Clerk_503,True,9
504,Records Clerk_504,False,14
505,Investigating Officer_505,True,12
506,Investigating Officer_506,True,15
507,Duty Officer_507,True,2
508,Investigating Officer_508,True,8
509,Investigating Officer_509,True,10
510,Duty Officer_510,True,5
511,Investigating Officer_511,False,13
512,Records Clerk_512,True,5
513,Beat Officer_513,True,4
514,Records Clerk_514,True,17
515,SHO_515,True,17
516,SHO_516,False,10
517,Duty Officer_517,True,4
518,Investigating Officer_518,True,8
519,Records Clerk_519,True,11
520,Records Clerk_520,True,12
521,SHO_521,True,5
522,SHO_522,True,17
523,SHO_523,True,12
524,Beat Officer_524,True,2
525,Beat Officer_525,True,9
526,SHO_526,True,2
527,Beat Officer_527,True,4
528,SHO_528,True,13
529,Beat Officer_529,True,4
530,Beat Officer_530,True,16
531,Beat Officer_531,True,4
532,Duty Officer_532,True,2
533,SHO_533,True,19
534,Duty Officer_534,True,13
535,Duty Officer_535,True,13
536,Records Clerk_536,True,8
537,Investigating Officer_537,True,3
538,Duty Officer_538,True,12
539,Investigating Officer_539,True,2
540,Beat Officer_540,True,6
541,Beat Officer_541,True,13
542,Duty Officer_542,True,10
543,Investigating Officer_543,True,9
544,Investigating Officer_544,True,10
545,Beat Officer_545,True,17
546,SHO_546,True,17
547,Beat Officer_547,True,8
548,Records Clerk_548,True,6
549,SHO_549,True,11
550,Investigating Officer_550,True,17
551,Records Clerk_551,True,3
552,Beat Officer_552,True,11
553,Investigating Officer_553,True,1
554,Duty Officer_554,True,10
555,SHO_555,True,10
556,Beat Officer_556,True,12
557,SHO_557,True,6
558,Records Clerk_558,True,17
559,Duty Officer_559,True,11
560,Duty Officer_560,True,11
561,Duty Officer_561,True,16
562,Duty Officer_562,True,18
563,Investigating Officer_563,True,13
564,Records Clerk_564,True,15
565,Beat Officer_565,True,10
566,Beat Officer_566,True,17
567,Investigating Officer_567,True,7
568,SHO_568,True,3
569,Beat Officer_569,True,17
570,SHO_570,True,6
571,Investigating Officer_571,True,18
572,Beat Officer_572,True,10
573,Records Clerk_573,True,6
574,Duty Officer_574,True,18
575,Beat Officer_575,True,17
576,SHO_576,True,1
577,SHO_577,True,6
578,Duty Officer_578,True,4
579,SHO_579,True,18
580,Records Clerk_580,True,8
581,SHO_581,True,9
582,Records Clerk_582,True,16
583,SHO_583,True,10
584,Duty Officer_584,True,13
585,Investigating Officer_585,True,10
586,SHO_586,True,17
587,Duty Officer_587,True,6
588,Beat Officer_588,True,3
589,SHO_589,True,7
590,Duty Officer_590,True,5
591,Records Clerk_591,True,17
592,Investigating Officer_592,True,10
593,Duty Officer_593,True,4
594,Beat Officer_594,False,11
595,Duty Officer_595,True,7
596,Beat Officer_596,True,12
597,Duty Officer_597,True,10
598,SHO_598,True,8
599,Beat Officer_599,True,7
600,Records Clerk_600,True,2
601,Investigating Officer_601,True,7
602,Duty Officer_602,True,3
603,Records Clerk_603,True,14
604,Investigating Officer_604,True,15
605,SHO_605,True,19
606,Records Clerk_606,True,6
607,Duty Officer_607,True,13
608,Duty Officer_608,True,12
609,Beat Officer_609,True,8
610,Investigating Officer_610,True,3
611,Investigating Officer_611,True,12
612,Records Clerk_612,True,2
613,Duty Officer_613,True,17
614,Investigating Officer_614,True,10
615,Investigating Officer_615,True,10
616,Investigating Officer_616,True,7
617,Records Clerk_617,True,4
618,Investigating Officer_618,True,4
619,Investigating Officer_619,True,8
620,Beat Officer_620,True,6
621,Investigating Officer_621,True,17
622,SHO_622,True,15
623,Investigating Officer_623,True,17
624,Duty Officer_624,True,6
625,Duty Officer_625,False,8
626,SHO_626,True,6
627,Records Clerk_627,True,3
628,Duty Officer_628,True,2
629,Beat Officer_629,False,5
630,Duty Officer_630,True,5
631,Investigating Officer_631,True,7
632,Investigating Officer_632,False,8
633,Records Clerk_633,True,5
634,Investigating Officer_634,True,5
635,Beat Officer_635,True,9
636,Beat Officer_636,True,6
637,Records Clerk_637,True,3
638,Duty Officer_638,True,10
639,Records Clerk_639,True,15
640,Records Clerk_640,True,3
641,Beat Officer_641,True,18
642,Records Clerk_642,True,17
643,SHO_643,True,16
644,Records Clerk_644,False,9
645,Investigating Officer_645,True,19
646,Beat Officer_646,True,19
647,Beat Officer_647,True,2
648,SHO_648,True,7
649,Beat Officer_649,True,1
650,Duty Officer_650,True,19
651,Investigating Officer_651,True,2
652,SHO_652,True,8
653,Investigating Officer_653,True,15
654,Investigating Officer_654,True,4
655,Duty Officer_655,True,4
656,Investigating Officer_656,True,2
657,Beat Officer_657,True,14
658,Investigating Officer_658,True,12
659,Duty Officer_659,True,15
660,Records Clerk_660,True,11
661,SHO_661,True,17
662,Investigating Officer_662,True,15
663,Beat Officer_663,True,12
664,SHO_664,True,6
665,Duty Officer_665,True,7
666,Beat Officer_666,True,14
667,Beat Officer_667,True,11
668,Duty Officer_668,False,7
669,Duty Officer_669,True,4
670,SHO_670,True,3
671,Records Clerk_671,False,4
672,Duty Officer_672,True,18
673,SHO_673,True,2
674,Beat Officer_674,True,18
675,Investigating Officer_675,True,7
676,SHO_676,True,10
677,Investigating Officer_677,True,18
678,Duty Officer_678,True,8
679,Duty Officer_679,True,18
680,SHO_680,True,11
681,Records Clerk_681,True,6
682,Duty Officer_682,False,10
683,Duty Officer_683,True,6
684,Duty Officer_684,True,3
685,SHO_685,True,11
686,Duty Officer_686,True,15
687,Investigating Officer_687,True,1
688,Duty Officer_688,True,2
689,Records Clerk_689,True,15
690,Records Clerk_690,True,19
691,Duty Officer_691,True,2
692,Duty Officer_692,True,2
693,Investigating Officer_693,True,14
694,Investigating Officer_694,True,16
695,Records Clerk_695,True,12
696,Beat Officer_696,True,6
697,Duty Officer_697,False,12
698,Investigating Officer_698,True,6
699,Investigating Officer_699,True,8
700,SHO_700,True,13
701,Records Clerk_701,True,14
702,Records Clerk_702,True,17
703,Beat Officer_703,True,18
704,Records Clerk_704,True,9
705,SHO_705,True,9
706,SHO_706,True,11
707,Investigating Officer_707,True,17
708,SHO_708,True,4
709,Investigating Officer_709,False,7
710,Records Clerk_710,True,18
711,SHO_711,False,2
712,SHO_712,True,1
713,Records Clerk_713,True,9
714,SHO_714,True,12
715,SHO_715,True,5
716,SHO_716,True,6
717,Investigating Officer_717,True,11
718,Beat Officer_718,True,12
719,Duty Officer_719,True,3
720,SHO_720,True,14
721,SHO_721,True,12
722,SHO_722,True,11
723,Beat Officer_723,True,10
724,Investigating Officer_724,True,1
725,Duty Officer_725,True,18
726,Beat Officer_726,True,9
727,Investigating Officer_727,True,10
728,Investigating Officer_728,True,10
729,Beat Officer_729,True,5
730,Records Clerk_730,True,4
731,Duty Officer_731,True,13
732,SHO_732,True,12
733,Investigating Officer_733,True,6
734,Records Clerk_734,True,2
735,Records Clerk_735,False,17
736,Beat Officer_736,True,15
737,Investigating Officer_737,True,5
738,SHO_738,True,16
739,Beat Officer_739,True,17
740,Investigating Officer_740,True,18
741,SHO_741,True,18
742,Beat Officer_742,True,8
743,SHO_743,True,16
744,SHO_744,True,17
745,SHO_745,True,3
746,Beat Officer_746,True,1
747,Records Clerk_747,True,14
748,Beat Officer_748,False,15
749,Records Clerk_749,True,16
750,Duty Officer_750,True,13
751,Investigating Officer_751,True,5
752,Records Clerk_752,True,14
753,Records Clerk_753,True,18
754,SHO_754,True,16
755,Duty Officer_755,True,5
756,Investigating Officer_756,True,16
757,Duty Officer_757,True,5
758,Duty Officer_758,True,10
759,Duty Officer_759,True,7
760,Duty Officer_760,True,3
761,Beat Officer_761,True,2
762,Duty Officer_762,True,6
763,Beat Officer_763,True,18
764,Beat Officer_764,True,17
765,Investigating Officer_765,True,18
766,SHO_766,True,4
767,Beat Officer_767,True,6
768,SHO_768,True,17
769,Investigating Officer_769,True,7
770,Investigating Officer_770,True,10
771,Records Clerk_771,True,17
772,SHO_772,True,9
773,Investigating Officer_773,True,15
774,Duty Officer_774,True,9
775,Investigating Officer_775,True,17
776,Investigating Officer_776,True,5
777,Beat Officer_777,True,9
778,Records Clerk_778,False,9
779,Beat Officer_779,True,19
780,Beat Officer_780,True,12
781,Beat Officer_781,True,5
782,Records Clerk_782,True,11
783,Records Clerk_783,True,16
784,Duty Officer_784,True,11
785,Beat Officer_785,True,3
786,Records Clerk_786,True,9
787,Beat Officer_787,True,13
788,Duty Officer_788,True,1
789,SHO_789,True,13
790,Records Clerk_790,True,2
791,Investigating Officer_791,True,18
792,SHO_792,True,2
793,Duty Officer_793,True,2
794,Duty Officer_794,True,4
795,Beat Officer_795,True,9
796,Investigating Officer_796,True,18
797,SHO_797,True,11
798,Records Clerk_798,True,14
799,Duty Officer_799,True,14
800,SHO_800,True,12
801,Duty Officer_801,True,11
802,Beat Officer_802,True,18
803,Investigating Officer_803,True,16
804,SHO_804,True,4
805,SHO_805,True,2
806,Duty Officer_806,True,2
807,Duty Officer_807,True,1
808,Records Clerk_808,True,7
809,Investigating Officer_809,True,10
810,Records Clerk_810,True,5
811,Beat Officer_811,False,16
812,SHO_812,True,18
813,Records Clerk_813,False,8
814,Duty Officer_814,True,12
815,Investigating Officer_815,True,4
816,Records Clerk_816,True,4
817,Records Clerk_817,True,17
818,Records Clerk_818,True,10
819,Duty Officer_819,False,18
820,SHO_820,True,15
821,Records Clerk_821,True,11
822,Records Clerk_822,True,1
823,Beat Officer_823,True,2
824,SHO_824,True,19
825,Beat Officer_825,True,12
826,Investigating Officer_826,True,18
827,SHO_827,True,9
828,Investigating Officer_828,True,6
829,Beat Officer_829,True,15
830,Investigating Officer_830,True,17
831,Investigating Officer_831,True,1
832,Records Clerk_832,True,19
833,Duty Officer_833,True,19
834,Duty Officer_834,True,9
835,Investigating Officer_835,True,14
836,Beat Officer_836,False,3
837,Investigating Officer_837,True,9
838,Records Clerk_838,True,1
839,Duty Officer_839,True,5
840,Records Clerk_840,True,4
841,Duty Officer_841,True,16
842,Duty Officer_842,True,12
843,Investigating Officer_843,True,13
844,Duty Officer_844,True,1
845,Beat Officer_845,True,10
846,SHO_846,True,14
847,Beat Officer_847,True,9
848,Duty Officer_848,True,17
849,Investigating Officer_849,True,4
850,Duty Officer_850,True,14
851,Records Clerk_851,True,3
852,Beat Officer_852,True,18
853,Records Clerk_853,True,10
854,Duty Officer_854,True,4
855,Beat Officer_855,True,19
856,Records Clerk_856,True,6
857,Beat Officer_857,True,16
858,Duty Officer_858,True,16
859,Duty Officer_859,True,2
860,Records Clerk_860,True,10
861,Duty Officer_861,True,4
862,Beat Officer_862,True,18
863,Beat Officer_863,True,8
864,Duty Officer_864,True,16
865,Duty Officer_865,True,15
866,SHO_866,True,14
867,Beat Officer_867,True,1
868,Duty Officer_868,True,4
869,Duty Officer_869,True,15
870,SHO_870,True,14
871,Duty Officer_871,True,12
872,Duty Officer_872,True,18
873,Records Clerk_873,True,8
874,SHO_874,True,12
875,Records Clerk_875,True,14
876,Investigating Officer_876,True,9
877,Duty Officer_877,True,9
878,Beat Officer_878,True,19
879,SHO_879,True,15
880,Duty Officer_880,True,13
881,Duty Officer_881,True,1
882,Beat Officer_882,True,8
883,Beat Officer_883,True,3
884,Investigating Officer_884,True,3
885,Investigating Officer_885,True,3
886,Records Clerk_886,True,17
887,Investigating Officer_887,True,15
888,Investigating Officer_888,True,9
889,Duty Officer_889,True,9
890,SHO_890,True,5
891,SHO_891,True,1
892,SHO_892,True,13
893,Duty Officer_893,True,6
894,Records Clerk_894,True,16
895,SHO_895,True,5
896,Duty Officer_896,False,1
897,Beat Officer_897,True,16
898,Beat Officer_898,True,5
899,Records Clerk_899,True,12
900,SHO_900,True,11
901,Records Clerk_901,True,13
902,Records Clerk_902,True,8
903,SHO_903,True,11
904,Beat Officer_904,True,12
905,SHO_905,True,14
906,SHO_906,True,19
907,SHO_907,True,3
908,Duty Officer_908,True,8
909,Records Clerk_909,True,19
910,Beat Officer_910,True,4
911,Investigating Officer_911,True,4
912,Records Clerk_912,True,6
913,Duty Officer_913,True,5
914,Records Clerk_914,True,3
915,Investigating Officer_915,True,9
916,SHO_916,True,19
917,Duty Officer_917,True,6
918,Duty Officer_918,True,5
919,Investigating Officer_919,True,5
920,Investigating Officer_920,True,2
921,Duty Officer_921,True,13
922,Beat Officer_922,True,5
923,Investigating Officer_923,True,1
924,Duty Officer_924,True,1
925,Investigating Officer_925,True,4
926,Duty Officer_926,True,13
927,SHO_927,True,3
928,Investigating Officer_928,True,16
929,Beat Officer_929,True,12
930,SHO_930,True,8
931,SHO_931,True,10
932,SHO_932,True,8
933,Duty Officer_933,True,18
934,Beat Officer_934,True,14
935,Beat Officer_935,True,7
936,Records Clerk_936,True,11
937,Investigating Officer_937,True,17
938,Beat Officer_938,True,17
939,Investigating Officer_939,True,1
940,SHO_940,True,18
941,Beat Officer_941,True,9
942,Duty Officer_942,True,5
943,Investigating Officer_943,True,11
944,SHO_944,True,6
945,Investigating Officer_945,True,14
946,SHO_946,True,19
947,Duty Officer_947,True,19
948,Beat Officer_948,True,14
949,Records Clerk_949,True,12
950,Beat Officer_950,True,17
951,SHO_951,False,10
952,Records Clerk_952,True,15
953,Records Clerk_953,True,9
954,Beat Officer_954,True,5
955,Duty Officer_955,True,3
956,Investigating Officer_956,True,10
957,SHO_957,True,8
