ID,ArrestSurrenderID,AccusedMasterID
426,83999,31458
427,6991,73957
428,13485,82561
429,82926,65025
430,44329,10210
431,86252,72546
432,6137,47380
433,79327,30791
434,26961,60625
435,26679,47125
436,76157,84549
437,80429,60571
438,71555,72085
439,63256,68873
440,33033,27282
441,23571,82046
442,47726,68168
443,7289,81982
444,27776,47673
445,55357,9981
446,14969,75136
447,39738,84302
448,84949,70377
449,71444,16947
450,55926,68169
451,85755,54200
452,61835,14887
453,58130,31882
454,81575,65685
455,66931,6950
456,96988,40694
457,6147,52453
458,45703,68911
459,39753,65208
460,7682,43121
461,81325,34592
462,68536,7586
463,16431,73467
464,66751,86269
465,40843,16835
466,33730,4905
467,38589,7715
468,51876,8017
469,93880,31052
470,79944,87351
471,2887,98743
472,91125,6476
473,87961,23518
474,20382,20852
475,37307,36406
476,36000,68211
477,23558,24771
478,88902,4213
479,79468,53107
480,43336,40840
481,55138,99380
482,15902,13128
483,10755,616
484,20982,49624
485,1454,6403
486,80380,48613
487,45556,89992
488,90586,51240
489,24778,98207
490,42553,87730
491,12049,8916
492,26134,98058
493,57696,55136
494,77188,49465
495,55189,33995
496,42675,47155
497,78189,17357
498,94837,52704
499,89103,39410
500,30169,8527
501,11117,68993
502,99520,23014
503,6313,92326
504,74376,22055
505,65257,85070
506,98972,86722
507,79608,30988
508,78315,28849
509,94456,48857
510,99453,44191
511,51235,86484
512,28475,10252
513,24714,60552
514,17194,99895
515,84758,21462
516,64886,3404
517,57284,50812
518,89870,79689
519,89762,26785
520,1126,20352
521,11684,62049
522,44227,59119
523,52408,71643
524,89225,74947
525,84821,66110
526,56720,25903
527,98427,44682
528,8782,22507
529,1398,25446
530,10339,13047
531,84292,25807
532,44166,33677
533,90226,47958
534,70044,94010
535,63444,2887
536,89881,50549
537,99784,55106
538,91925,35176
539,36947,79333
540,62958,58266
541,20635,96735
542,33479,36837
543,37231,30023
544,90463,34655
545,20383,11696
546,20411,37182
547,51565,49409
548,34004,71035
549,90355,34744
550,94540,73925
551,60219,2096
552,24644,70637
553,26090,9575
554,55414,79742
555,79471,35554
556,76392,75379
557,92810,61011
558,84950,22467
559,75891,69572
560,62827,97115
561,42220,29986
562,42030,41923
563,80665,53843
564,48005,94183
565,19180,76339
566,79867,75011
567,16035,9065
568,68566,73347
569,44033,13641
570,98157,64859
571,30778,91902
572,26697,24899
573,69775,10276
574,78793,84835
575,63519,89923
576,45971,31064
577,41398,94120
578,59816,33160
579,53663,99911
580,16097,87401
581,64479,49819
582,79416,51074
583,2983,79745
584,81369,95164
585,10607,41827
586,28214,34823
587,74593,21416
588,71444,98088
589,79364,30794
590,94056,55312
591,6755,16348
592,58366,45669
593,97744,31123
594,83171,3989
595,52272,49597
596,9431,55120
597,95726,94701
598,16916,82893
599,75367,73694
600,24932,68386
601,49988,19744
602,20720,20023
603,21141,99060
604,56600,78998
605,98913,69651
606,2489,94097
607,63271,76129
608,20920,96513
609,31534,42047
610,35399,36751
611,71451,32237
612,29835,16030
613,5098,68613
614,48673,37485
615,82060,52872
616,30902,40131
617,95149,20738
618,6908,75379
619,29778,98751
620,52106,27041
621,71730,92566
622,52741,27889
623,29997,81149
624,29095,54770
625,559,99247
626,52712,86390
627,65527,87520
628,80305,96434
629,13469,71511
630,10897,20907
631,51669,48143
632,58973,50681
633,47039,42306
634,3743,79389
635,25867,88400
636,71249,53951
637,56690,76444
638,57282,82489
639,50371,33598
640,35415,13471
641,44099,88952
642,90174,26336
643,80713,76508
644,68948,38152
645,21258,95177
646,68456,363
647,75352,4552
648,94060,16279
649,23332,56918
650,44594,66949
651,75396,41035
652,73366,42112
653,29023,56093
654,52553,13623
655,62764,69671
656,65698,52266
657,50591,8122
658,91019,1380
659,99721,93037
660,75846,58481
661,28410,78815
662,81483,30481
663,37659,86696
664,15192,5522
665,18380,59074
666,45775,19065
667,87713,1756
668,28412,72169
669,49465,21734
670,16310,1815
671,10572,61165
672,52991,49543
673,42177,78671
674,63692,1920
675,15151,87355
676,89656,58174
677,27996,30971
678,27295,16315
679,17335,51688
680,84244,71952
681,74288,72863
682,83275,25603
683,22122,68568
684,84021,66054
685,28518,23910
686,88869,6586
687,83240,62330
688,91094,28517
689,10166,63746
690,19136,96294
691,63317,58768
692,47180,7911
693,73202,63654
694,76012,24278
695,22505,46070
696,62129,37966
697,83896,77367
698,86582,80923
699,12853,5053
700,62690,34776
701,68243,17276
702,38072,6898
703,11011,64058
704,51266,79300
705,31489,56264
706,93849,42501
707,58409,44959
708,53932,43454
709,5615,30571
710,47117,52738
711,69956,53835
712,56640,11583
713,36528,24076
714,85539,35185
715,25447,53063
716,91349,32525
717,9425,21578
718,18259,143
719,29466,41957
720,14307,44293
721,64274,36379
722,31560,13046
723,39633,80956
724,7327,12000
725,76518,95166
726,56942,39611
727,67281,50809
728,16820,30440
729,99545,64012
730,62709,66406
731,89538,94876
732,95500,14721
733,60255,93403
734,70725,82977
735,7410,64503
736,25081,95418
737,69164,57334
738,15338,39182
739,75015,46971
740,31370,7467
741,39552,20767
742,92963,29339
743,19716,57168
744,63329,85956
745,52390,91165
746,85708,87984
747,77944,75608
748,81121,88759
749,84549,55003
750,31732,26630
751,52483,26547
752,81034,58736
753,50655,22282
754,98173,54399
755,13880,95476
756,63046,90297
757,8403,61875
758,28282,36996
759,82589,97350
760,45520,14657
761,43206,65547
762,89133,19117
763,83036,57512
764,24598,64921
765,61124,44351
766,1533,53572
767,16540,20533
768,32809,52354
769,98911,82107
770,43102,83504
771,68933,5790
772,1883,28389
773,19719,9517
774,63831,61202
775,38042,51188
776,27041,54383
777,54115,2905
778,7717,52330
779,98284,19340
780,79870,70199
781,62418,22578
782,49227,44665
783,10263,60960
784,56312,73760
785,5231,77719
786,56898,70007
787,58504,28129
788,544,17475
789,99067,70916
790,15535,25100
791,93519,72059
792,90766,76789
793,322,70380
794,3503,59890
795,61382,68821
796,37440,71981
797,80202,96374
798,94760,77875
799,96608,7933
800,6373,34875
801,29065,71067
802,25865,11542
803,434,78807
804,21369,81594
805,81454,48206
806,69740,83769
807,76621,32267
808,11301,18391
809,46454,68060
810,63791,13098
811,72604,19372
812,23556,50754
813,51619,95008
814,4775,98075
815,70980,58423
816,2323,35447
817,490,58426
818,29693,16184
819,50823,63374
820,96174,69942
821,24752,30005
822,82730,83446
823,2443,37746
824,99557,9688
825,12236,47452
826,45431,95592
827,31804,79362
828,47721,17283
829,24615,6378
830,9269,91101
831,81501,83055
832,85049,12535
833,30920,21399
834,58044,16793
835,89803,79213
836,2092,82679
837,65408,45409
838,82056,31789
839,11343,54249
840,67236,38467
841,68599,3890
842,39975,35857
843,22102,39792
844,13054,42695
845,58987,67247
846,85621,56732
847,72778,96515
848,13251,88959
849,3066,18032
850,92513,87020
851,8537,62818
852,70169,32879
853,72448,95777
854,79823,70791
855,95434,55209
856,81181,24341
857,81982,2052
858,66270,69071
859,64955,54127
860,34769,19459
861,34943,65687
862,55096,24711
863,16354,41690
864,40163,90072
865,16336,40137
866,17808,86593
867,24009,32226
868,94900,74409
869,34943,23430
870,57339,9539
871,87068,41146
872,42460,60234
873,15703,58327
874,35667,20825
875,15837,42792
876,9812,25413
877,61619,66752
878,48791,21632
879,97581,15039
880,41853,42576
881,82553,80601
882,24242,26878
883,68982,17056
884,78769,54022
885,23945,86339
886,59705,58582
887,89861,5045
888,74998,64818
889,48146,20839
890,72332,38425
891,49533,71776
892,81781,59360
893,19411,994
894,22095,90397
895,61179,90165
896,20541,46504
897,55475,99669
898,79812,75331
899,61138,39567
900,14775,61394
901,39444,72021
902,36358,18398
903,29432,28911
904,7976,46398
905,49621,37113
906,47741,92855
907,41475,19043
908,52163,34053
909,80030,77507
910,76712,95751
911,78560,53259
912,14757,91760
913,38909,80538
914,6324,17169
915,92475,41466
916,18874,78654
917,65210,79166
918,25292,37014
919,30366,41452
920,1176,99487
921,91455,19158
922,38756,81316
923,84868,25025
924,47040,56428
925,36685,62744
926,39431,94697
927,54611,93201
928,96953,93740
929,10474,71682
930,82409,22964
931,62281,80923
932,77060,9876
933,38692,54379
934,59373,75136
935,82031,33319
936,42616,8588
937,20871,34285
938,69373,47565
939,95454,67280
940,30591,67470
941,80653,93842
942,93786,40859
943,62545,28746
944,47024,71976
945,96803,27613
946,32663,8289
947,5767,44395
948,76687,57566
949,97788,38401
950,11777,95847
951,47426,9555
952,27208,65613
953,76101,45271
954,37461,72204
955,65440,72974
956,68399,38392
957,40427,6413
958,48540,37042
959,74702,57764
960,47084,32117
961,2256,40902
962,34468,69359
963,92086,20606
964,41755,75439
965,1704,21531
966,97916,46734
967,35530,11400
968,70095,25246
969,71541,53041
970,96554,49003
971,77284,54352
972,88394,94522
973,53292,80569
974,69670,49318
975,35329,97823
976,566,55462
977,21342,45364
978,52655,39922
979,85290,16859
980,34924,27620
981,1458,82773
982,73928,30771
983,7529,17435
984,84263,22609
985,68344,91780
986,12794,26838
987,25933,6855
988,22741,41780
989,16541,20207
990,47179,93520
991,44598,26812
992,70316,50186
993,46947,5498
994,39728,2899
995,44141,4173
996,27293,81229
997,44060,12215
998,27993,68061
999,42790,39452
1000,39245,9224
1001,92092,67966
1002,60598,48631
1003,96415,76671
1004,85843,44460
1005,36650,10041
1006,69215,42349
1007,34146,54789
1008,35524,47630
1009,56719,59315
1010,76898,90893
1011,83078,89363
1012,95118,82330
1013,26378,64487
1014,33386,37769
1015,28760,55427
1016,41334,4454
1017,48860,75644
1018,3948,94162
1019,27235,89640
1020,13143,1492
1021,22397,49378
1022,3020,96243
1023,75602,33276
1024,2886,86013
1025,8570,53724
1026,91587,92782
1027,15744,12225
1028,97456,1768
1029,78648,9457
1030,37986,5792
1031,40352,4448
1032,19970,3538
1033,32884,59300
1034,25899,46252
1035,95298,80422
1036,82543,83504
1037,43299,87751
1038,89586,57963
1039,92100,93173
1040,56743,56129
1041,72090,50556
1042,33667,76844
1043,96369,51322
1044,20006,89529
1045,85607,1786
1046,16387,51750
1047,49944,6164
1048,58069,14547
1049,82517,89189
1050,65536,22512
1051,62667,37391
1052,29342,22033
1053,62874,55711
1054,40251,59443
1055,90924,39118
1056,85689,75349
1057,93092,99972
1058,82684,28944
1059,24625,66594
1060,53406,28531
1061,85039,41564
1062,52075,32544
1063,8120,4819
1064,2590,46578
1065,9096,19908
1066,66494,57718
1067,28651,10146
1068,49995,53457
1069,46273,74238
1070,39782,58473
1071,29074,95886
1072,39546,98716
1073,18618,65460
1074,10093,6903
1075,15400,42960
1076,95672,85334
1077,72383,96462
1078,21711,58663
1079,25490,77128
1080,69484,55633
1081,48411,44037
1082,58849,85731
1083,32537,63095
1084,75312,89541
1085,64164,96542
1086,96569,16858
1087,24676,48951
1088,17725,5369
1089,91176,26179
1090,59944,42394
1091,29911,16142
1092,80074,921
1093,25381,74395
1094,29214,72968
1095,61694,65748
1096,51292,76365
1097,11629,23316
1098,55594,98153
1099,5139,41615
1100,98188,57304
1101,2839,66282
1102,52748,85126
1103,28490,62707
1104,1657,17085
1105,19294,98640
1106,2352,21770
1107,82566,81065
1108,51336,16840
1109,23616,32936
1110,86218,22480
1111,55385,38171
1112,40541,44608
1113,34076,33967
1114,63433,85999
1115,750,77037
1116,52733,93696
1117,69109,45266
1118,25962,52037
1119,54093,93326
1120,68,57633
1121,63173,85846
1122,33066,45067
1123,64079,12025
1124,48670,84693
1125,83888,10907
1126,71208,40612
1127,58195,51013
1128,79148,78265
1129,64206,51425
1130,74350,44889
1131,21383,81764
1132,18230,12155
1133,45646,53906
1134,49931,59172
1135,19180,68661
1136,27536,4375
1137,61923,80666
1138,27041,77062
1139,18474,19165
1140,47559,5213
1141,92116,19240
1142,41423,36282
1143,32410,29357
1144,95573,36353
1145,4028,1415
1146,43539,2517
1147,27940,78792
1148,16976,24302
1149,85123,60570
1150,73778,69136
1151,74896,12117
1152,73685,27860
1153,81734,35629
1154,43768,2794
1155,29036,52189
1156,28500,71946
1157,7933,90282
1158,6869,95444
1159,90332,62823
1160,99125,33378
1161,56293,5774
1162,84651,75147
1163,341,32588
1164,46812,67362
1165,42593,94941
1166,21350,53002
1167,82607,27299
1168,36193,2290
1169,80533,64734
1170,1286,27103
1171,86342,5679
1172,35700,67557
1173,4614,27631
1174,79871,23391
1175,52792,32346
1176,36464,6589
1177,18927,35981
1178,71280,96281
1179,20253,75700
1180,79275,23193
1181,14753,66159
1182,14810,69590
1183,42180,75159
1184,95742,26864
1185,43371,61985
1186,55531,2637
1187,71236,4352
1188,82751,91363
1189,58378,56797
1190,96325,35177
1191,13009,67719
1192,36439,4717
1193,66107,11058
1194,72505,32319
1195,83055,90732
1196,87186,63254
1197,14634,331
1198,81189,11399
1199,41999,81487
1200,23308,62241
1201,25607,59466
1202,49500,69780
1203,93910,50857
1204,33252,62372
1205,11490,40580
1206,39497,6260
1207,19799,55119
1208,70413,43877
1209,63784,55002
1210,63262,70337
1211,45106,74125
1212,13113,73632
1213,99206,27218
1214,91406,11052
1215,2831,95712
1216,48114,31521
1217,45105,93125
1218,84468,73063
1219,39603,46974
1220,82313,99870
1221,38094,83555
1222,50859,61821
1223,40293,74184
1224,42592,219
1225,70413,42808
1226,18047,39883
1227,81633,22298
1228,51090,25895
1229,92683,64905
1230,37751,41777
1231,92509,1592
1232,16974,25803
1233,86862,28499
1234,29896,45313
1235,92950,81668
1236,90703,67190
1237,29304,23442
1238,16074,65105
1239,82600,38114
1240,47422,65037
1241,17539,46957
1242,78731,57394
1243,38495,48850
1244,77912,60786
1245,21905,30060
1246,9560,85082
1247,76186,89585
1248,9127,25043
1249,95139,31358
1250,89872,78995
1251,11872,32220
1252,85644,41950
1253,68215,87985
1254,54645,32022
1255,77415,39043
1256,25381,20160
1257,15754,71519
1258,18581,75113
1259,36718,63497
1260,30930,67032
1261,41177,99354
1262,78701,81637
1263,61237,17559
1264,94448,4349
1265,66641,38122
1266,85930,4491
1267,76892,93997
1268,46780,67277
1269,79375,36656
1270,16631,98593
1271,81200,13734
1272,76453,42665
1273,22274,22037
1274,36603,48893
1275,14049,19120
1276,77827,20118
1277,31036,82178
1278,40804,68514
1279,13012,72159
1280,86323,37972
1281,74241,43822
1282,81991,79439
1283,39286,62417
1284,76583,43618
1285,42322,46172
1286,30401,50647
1287,20365,60740
1288,84130,75758
1289,85419,65908
1290,67192,95968
1291,37465,1992
1292,69969,51627
1293,24657,28442
1294,86086,72629
1295,12918,36519
1296,91171,32377
1297,12923,98812
1298,36460,36704
1299,40376,19318
1300,78083,51
1301,50098,7579
1302,29021,9526
1303,37248,84464
1304,35861,1317
1305,33190,11553
1306,53952,93685
1307,84803,16510
1308,44512,34151
1309,87471,64624
1310,21592,54831
1311,56143,94386
1312,7713,43712
1313,46656,90533
1314,50471,16760
1315,27071,30492
1316,78850,21976
1317,24833,39555
1318,17938,53056
1319,35600,65504
1320,3355,21380
1321,90618,88963
1322,10063,42110
1323,21078,61689
1324,96198,99765
1325,18144,16415
1326,8221,21561
1327,59299,15485
1328,28473,84862
1329,95515,40042
1330,69112,99542
1331,19819,82896
1332,50409,9537
1333,57409,99459
1334,25088,2809
1335,62629,40953
1336,67095,9985
1337,3495,68088
1338,73437,79385
1339,8587,80030
1340,36294,29363
1341,45499,10170
1342,62010,29201
1343,22346,94897
1344,67856,25467
1345,68492,91030
1346,72255,73231
1347,64626,59568
1348,79629,42282
1349,97649,14901
1350,9853,33354
1351,64882,23736
1352,41418,2311
1353,25540,27315
1354,98706,47489
1355,45397,48961
1356,5795,16046
1357,39436,20350
1358,36029,56264
1359,13255,27716
1360,68620,92496
1361,40219,77891
1362,45489,54052
1363,91761,60331
1364,22009,9180
1365,2067,40254
1366,75971,12856
1367,54655,71848
1368,19642,8455
1369,11192,33489
1370,85858,5167
1371,23698,38333
1372,17892,10308
1373,52213,17283
1374,46194,11399
1375,95540,30052
1376,3707,20016
1377,19390,48574
1378,34405,42201
1379,63414,37069
1380,51584,56007
1381,2100,76546
1382,71514,46262
1383,6594,79157
1384,71922,62155
1385,95798,45336
1386,53524,94097
1387,27509,99300
1388,67453,23069
1389,57633,90089
1390,90857,81857
1391,54935,14981
1392,31788,62806
1393,32134,39194
1394,28176,17499
1395,92253,87081
1396,39961,14188
1397,14958,98301
1398,97237,36812
1399,82828,31095
1400,57058,35664
1401,35615,89773
1402,78494,82220
1403,14436,61552
1404,79587,11045
1405,9915,73458
1406,14476,95794
1407,1104,38005
1408,86359,91405
1409,47769,42072
1410,57616,14808
1411,76728,15648
1412,96392,15895
1413,28665,2227
1414,75649,64960
1415,45315,73317
1416,20215,13390
1417,19062,92837
1418,50954,61897
1419,89740,96224
1420,74065,79675
1421,81249,898
1422,69649,93958
1423,52609,68158
1424,32584,98507
1425,90328,831
1426,77240,79852
1427,72545,90724
1428,5699,43095
1429,993,63557
1430,52274,61347
1431,8346,78443
1432,30111,1564
1433,68849,41786
1434,31202,3859
1435,17345,59440
1436,27112,48751
1437,52207,98927
1438,91184,2378
1439,31832,44959
1440,26573,49104
1441,38413,88862
1442,4774,84731
1443,53979,18797
1444,67858,66905
1445,81017,46096
1446,33974,94940
1447,49296,14482
1448,64596,15810
1449,42875,68824
1450,58905,47287
1451,9058,4845
1452,72261,49561
1453,60683,7471
1454,91204,35852
1455,42353,89394
1456,65484,92074
1457,35109,48310
1458,33741,5736
1459,91115,49899
1460,11553,62767
1461,74527,94567
1462,57714,73948
1463,80460,28888
1464,34403,45523
1465,25240,10750
1466,8079,3913
1467,16392,77569
1468,47010,25581
1469,20377,37251
1470,19804,97318
1471,19673,62436
1472,88060,97284
1473,28641,72681
1474,77485,11648
1475,36801,98752
1476,72629,76025
1477,49115,37082
1478,61641,23840
1479,28909,67821
1480,60133,22905
1481,9230,53654
1482,63197,40341
1483,20307,98846
1484,89559,71292
1485,59051,28009
1486,34539,54873
1487,27311,10879
1488,27004,76620
1489,66373,17469
1490,70536,92768
1491,48593,86286
1492,65548,53708
1493,48100,694
1494,10396,15726
1495,54855,36564
1496,91884,9686
1497,37316,24350
1498,4353,61775
1499,39764,87165
1500,98543,45839
1501,94412,64782
1502,53710,59808
1503,1486,36304
1504,93825,43858
1505,68234,76641
1506,68408,93192
1507,2606,87952
1508,24305,41626
1509,27370,59446
1510,43336,51004
1511,68791,73925
1512,88169,37546
1513,95738,23610
1514,40593,88137
1515,48684,52102
1516,47107,37653
1517,13811,34203
1518,98618,47754
1519,3874,94872
1520,67103,998
1521,17990,28244
1522,45272,38227
1523,74739,9828
1524,56274,36141
1525,96584,82102
1526,3244,15392
1527,75063,48370
1528,95971,84997
1529,65311,27669
1530,38498,42086
1531,58987,86988
1532,96923,57563
1533,5199,38194
1534,11184,39285
1535,29627,96482
1536,13582,71175
1537,24248,47461
1538,28343,55434
1539,54320,94018
1540,99576,50651
1541,66358,549
1542,90510,20030
1543,73260,40290
1544,22869,68419
1545,67548,82807
1546,18612,60760
1547,93089,43365
1548,34783,3695
1549,1809,46827
1550,193,88092
1551,46864,58007
1552,14567,95041
1553,85245,48467
1554,47808,61448
1555,1887,66207
1556,21724,61655
1557,98808,59715
1558,85397,26409
1559,89072,21496
1560,77490,17214
1561,29478,60976
1562,48810,49979
1563,5726,26067
1564,61934,95078
1565,28952,17200
1566,56236,43917
1567,56473,16399
1568,73688,43637
1569,57658,20378
1570,40138,80338
1571,57135,46638
1572,46870,63589
1573,51373,85607
1574,46256,9844
1575,47456,50217
1576,46693,31847
1577,95747,18866
1578,88722,63397
1579,7931,99193
1580,8456,78333
1581,47137,59003
1582,32620,7524
1583,18401,29320
1584,54370,37462
1585,79372,45282
1586,99440,66451
1587,57839,26483
1588,33844,60264
1589,82769,78736
1590,7893,90621
1591,69029,23641
1592,18731,34108
1593,46910,46565
1594,47788,87954
1595,6628,50887
1596,21258,40442
1597,26942,38528
1598,18777,7400
1599,6695,59045
1600,23744,97765
1601,11074,83368
1602,82850,78873
1603,70156,66908
1604,15411,14099
1605,85261,96256
1606,60438,56213
1607,61321,13229
1608,58768,19239
1609,96089,16527
1610,36935,3539
1611,97607,68333
1612,91393,5525
1613,23011,94372
1614,69377,38517
1615,61029,2503
1616,60204,81185
1617,92581,61762
1618,56554,97659
1619,76394,89547
1620,97212,1760
1621,23115,43127
1622,33264,67510
1623,66472,5608
1624,71701,12520
1625,69753,91231
1626,42512,26107
1627,33095,40307
1628,72044,16086
1629,43702,38206
1630,36430,75301
1631,90955,85716
1632,23375,61807
1633,5298,31852
1634,22572,85431
1635,83894,13890
1636,68389,94519
1637,17519,71285
1638,98437,93886
1639,58554,33785
1640,57409,41497
1641,75780,99226
1642,79852,45775
1643,43717,50918
1644,90907,61836
1645,41334,82341
1646,94406,87002
1647,94154,67109
1648,25624,5253
1649,1975,32245
1650,41285,83619
1651,95088,81694
1652,96384,21687
1653,54175,77190
1654,11406,63838
1655,29952,68125
1656,88237,70656
1657,98272,22188
1658,19172,20792
1659,45662,58686
1660,90154,97530
1661,91044,14942
1662,73062,63204
1663,85132,71645
1664,28499,44620
