CrimeHeadID,CrimeGroupName,Active
98,Crimes Against Society_98,True
99,Cyber Crimes_99,True
100,Crimes Against Property_100,True
101,Crimes Against Body_101,True
102,Crimes Against Women_102,True
103,Cyber Crimes_103,True
104,Cyber Crimes_104,True
105,Crimes Against Society_105,True
106,Crimes Against Body_106,True
107,Crimes Against Women_107,True
108,Cyber Crimes_108,True
109,Crimes Against Property_109,True
110,Cyber Crimes_110,True
111,Crimes Against Body_111,True
112,Crimes Against Women_112,True
113,Crimes Against Society_113,True
114,Crimes Against Body_114,True
115,Crimes Against Property_115,True
116,Economic Offences_116,True
117,Crimes Against Property_117,True
118,Economic Offences_118,True
119,Cyber Crimes_119,True
120,Crimes Against Body_120,True
121,Crimes Against Society_121,True
122,Economic Offences_122,False
123,Crimes Against Property_123,True
124,Crimes Against Women_124,True
125,Economic Offences_125,True
126,Cyber Crimes_126,True
127,Crimes Against Women_127,True
128,Economic Offences_128,True
129,Crimes Against Society_129,True
130,Crimes Against Body_130,True
131,Economic Offences_131,True
132,Cyber Crimes_132,False
133,Crimes Against Women_133,True
134,Crimes Against Society_134,True
135,Crimes Against Society_135,True
136,Crimes Against Society_136,True
137,Crimes Against Property_137,True
138,Economic Offences_138,True
139,Crimes Against Body_139,True
140,Economic Offences_140,True
141,Crimes Against Women_141,True
142,Crimes Against Property_142,True
143,Cyber Crimes_143,True
144,Crimes Against Society_144,True
145,Crimes Against Women_145,True
146,Crimes Against Women_146,True
147,Crimes Against Property_147,True
148,Crimes Against Society_148,True
149,Economic Offences_149,True
150,Crimes Against Women_150,True
151,Crimes Against Society_151,True
152,Cyber Crimes_152,True
153,Cyber Crimes_153,True
154,Crimes Against Property_154,True
155,Crimes Against Society_155,True
156,Crimes Against Body_156,True
157,Crimes Against Body_157,True
158,Crimes Against Society_158,True
159,Crimes Against Society_159,True
160,Cyber Crimes_160,True
161,Crimes Against Women_161,True
162,Crimes Against Society_162,True
163,Crimes Against Society_163,True
164,Crimes Against Body_164,True
165,Crimes Against Society_165,True
166,Crimes Against Women_166,True
167,Economic Offences_167,True
168,Crimes Against Body_168,True
169,Crimes Against Women_169,True
170,Crimes Against Society_170,False
171,Cyber Crimes_171,True
172,Crimes Against Body_172,True
173,Crimes Against Property_173,True
174,Cyber Crimes_174,True
175,Crimes Against Body_175,True
176,Cyber Crimes_176,True
177,Crimes Against Body_177,True
178,Crimes Against Women_178,True
179,Crimes Against Property_179,True
180,Crimes Against Body_180,True
181,Economic Offences_181,True
182,Economic Offences_182,False
183,Crimes Against Property_183,True
184,Crimes Against Property_184,True
185,Crimes Against Society_185,False
186,Crimes Against Society_186,True
187,Economic Offences_187,True
188,Cyber Crimes_188,True
189,Crimes Against Property_189,True
190,Economic Offences_190,True
191,Cyber Crimes_191,True
192,Economic Offences_192,True
193,Crimes Against Women_193,True
194,Crimes Against Society_194,False
195,Cyber Crimes_195,True
196,Crimes Against Body_196,True
197,Cyber Crimes_197,False
198,Economic Offences_198,True
199,Economic Offences_199,True
200,Crimes Against Body_200,True
201,Cyber Crimes_201,True
202,Crimes Against Women_202,True
203,Crimes Against Property_203,True
204,Crimes Against Society_204,True
205,Crimes Against Society_205,True
206,Economic Offences_206,True
207,Cyber Crimes_207,True
208,Cyber Crimes_208,True
209,Crimes Against Property_209,True
210,Crimes Against Society_210,True
211,Crimes Against Women_211,True
212,Cyber Crimes_212,True
213,Economic Offences_213,True
214,Economic Offences_214,True
215,Economic Offences_215,True
216,Crimes Against Property_216,True
217,Economic Offences_217,True
218,Economic Offences_218,True
219,Cyber Crimes_219,True
220,Crimes Against Body_220,True
221,Crimes Against Body_221,True
222,Crimes Against Women_222,True
223,Crimes Against Property_223,True
224,Crimes Against Property_224,True
225,Crimes Against Property_225,True
226,Crimes Against Society_226,True
227,Crimes Against Women_227,True
228,Crimes Against Body_228,True
229,Crimes Against Property_229,True
230,Crimes Against Property_230,True
231,Crimes Against Body_231,True
232,Economic Offences_232,True
233,Crimes Against Women_233,True
234,Crimes Against Women_234,True
235,Cyber Crimes_235,True
236,Crimes Against Society_236,True
237,Crimes Against Property_237,True
238,Cyber Crimes_238,True
239,Cyber Crimes_239,True
240,Cyber Crimes_240,True
241,Crimes Against Body_241,True
242,Crimes Against Women_242,True
243,Crimes Against Women_243,True
244,Crimes Against Body_244,True
245,Crimes Against Women_245,True
246,Economic Offences_246,True
247,Crimes Against Society_247,True
248,Economic Offences_248,True
249,Economic Offences_249,True
250,Economic Offences_250,True
251,Crimes Against Society_251,True
252,Economic Offences_252,True
253,Crimes Against Body_253,True
254,Crimes Against Body_254,True
255,Crimes Against Women_255,True
256,Crimes Against Body_256,True
257,Crimes Against Body_257,True
258,Crimes Against Society_258,True
259,Economic Offences_259,True
260,Cyber Crimes_260,True
261,Crimes Against Women_261,True
262,Crimes Against Property_262,True
263,Cyber Crimes_263,True
264,Economic Offences_264,True
265,Crimes Against Body_265,True
266,Cyber Crimes_266,True
267,Crimes Against Society_267,True
268,Economic Offences_268,True
269,Crimes Against Body_269,True
270,Economic Offences_270,True
271,Crimes Against Women_271,True
272,Crimes Against Women_272,True
273,Crimes Against Body_273,True
274,Crimes Against Body_274,True
275,Cyber Crimes_275,True
276,Crimes Against Women_276,True
277,Economic Offences_277,True
278,Economic Offences_278,True
279,Crimes Against Property_279,True
280,Crimes Against Body_280,True
281,Economic Offences_281,True
282,Crimes Against Body_282,True
283,Crimes Against Society_283,True
284,Crimes Against Society_284,True
285,Crimes Against Women_285,True
286,Crimes Against Body_286,True
287,Crimes Against Property_287,True
288,Crimes Against Society_288,False
289,Crimes Against Property_289,True
290,Crimes Against Society_290,True
291,Crimes Against Property_291,True
292,Cyber Crimes_292,True
293,Crimes Against Society_293,True
294,Crimes Against Property_294,True
295,Crimes Against Women_295,True
296,Economic Offences_296,True
297,Crimes Against Women_297,True
298,Crimes Against Society_298,True
299,Crimes Against Society_299,True
300,Economic Offences_300,True
301,Economic Offences_301,True
302,Cyber Crimes_302,True
303,Crimes Against Women_303,True
304,Crimes Against Women_304,True
305,Crimes Against Body_305,True
306,Crimes Against Women_306,True
307,Crimes Against Society_307,True
308,Crimes Against Body_308,True
309,Cyber Crimes_309,True
310,Cyber Crimes_310,True
311,Crimes Against Society_311,True
312,Crimes Against Women_312,True
313,Cyber Crimes_313,True
314,Crimes Against Women_314,True
315,Crimes Against Women_315,True
316,Crimes Against Society_316,True
317,Crimes Against Body_317,True
318,Economic Offences_318,True
319,Crimes Against Property_319,True
320,Crimes Against Body_320,True
321,Crimes Against Body_321,True
322,Crimes Against Society_322,True
323,Crimes Against Society_323,True
324,Economic Offences_324,True
325,Economic Offences_325,True
326,Economic Offences_326,True
327,Cyber Crimes_327,True
328,Economic Offences_328,True
329,Crimes Against Society_329,True
330,Crimes Against Body_330,True
331,Crimes Against Property_331,True
332,Crimes Against Body_332,True
333,Crimes Against Society_333,True
334,Crimes Against Property_334,True
335,Crimes Against Body_335,True
336,Crimes Against Property_336,True
337,Economic Offences_337,True
338,Crimes Against Body_338,True
339,Crimes Against Women_339,True
340,Crimes Against Body_340,True
341,Economic Offences_341,True
342,Crimes Against Body_342,True
343,Crimes Against Property_343,True
344,Economic Offences_344,True
345,Crimes Against Body_345,True
346,Crimes Against Women_346,True
347,Economic Offences_347,True
348,Crimes Against Women_348,True
349,Crimes Against Body_349,True
350,Crimes Against Society_350,True
351,Cyber Crimes_351,True
352,Economic Offences_352,True
353,Economic Offences_353,False
354,Crimes Against Body_354,True
355,Cyber Crimes_355,True
356,Crimes Against Body_356,True
357,Crimes Against Society_357,True
358,Economic Offences_358,False
359,Crimes Against Property_359,True
360,Economic Offences_360,True
361,Cyber Crimes_361,True
362,Crimes Against Body_362,True
363,Crimes Against Body_363,True
364,Crimes Against Women_364,True
365,Crimes Against Women_365,True
366,Economic Offences_366,True
367,Crimes Against Property_367,True
368,Cyber Crimes_368,True
369,Crimes Against Property_369,True
370,Crimes Against Property_370,True
371,Crimes Against Women_371,True
372,Crimes Against Body_372,True
373,Cyber Crimes_373,True
374,Crimes Against Society_374,True
375,Crimes Against Society_375,True
376,Economic Offences_376,True
377,Crimes Against Property_377,True
378,Economic Offences_378,True
379,Crimes Against Women_379,True
380,Crimes Against Women_380,True
381,Crimes Against Body_381,True
382,Crimes Against Property_382,True
383,Crimes Against Society_383,True
384,Cyber Crimes_384,True
385,Crimes Against Property_385,True
386,Crimes Against Society_386,True
387,Economic Offences_387,True
388,Crimes Against Body_388,True
389,Crimes Against Body_389,True
390,Crimes Against Property_390,True
391,Economic Offences_391,True
392,Crimes Against Society_392,True
393,Crimes Against Body_393,True
394,Crimes Against Property_394,True
395,Crimes Against Body_395,True
396,Crimes Against Property_396,True
397,Crimes Against Body_397,True
398,Crimes Against Women_398,True
399,Economic Offences_399,True
400,Crimes Against Society_400,True
401,Crimes Against Body_401,True
402,Cyber Crimes_402,True
403,Crimes Against Women_403,True
404,Cyber Crimes_404,True
405,Crimes Against Women_405,True
406,Crimes Against Property_406,True
407,Crimes Against Women_407,True
408,Crimes Against Society_408,True
409,Crimes Against Property_409,True
410,Crimes Against Property_410,True
411,Crimes Against Body_411,True
412,Crimes Against Body_412,True
413,Crimes Against Property_413,True
414,Crimes Against Body_414,True
415,Crimes Against Property_415,True
416,Crimes Against Body_416,False
417,Crimes Against Body_417,True
418,Economic Offences_418,True
419,Crimes Against Property_419,True
420,Cyber Crimes_420,True
421,Economic Offences_421,True
422,Crimes Against Women_422,True
423,Crimes Against Society_423,True
424,Crimes Against Body_424,True
425,Cyber Crimes_425,False
426,Crimes Against Property_426,True
427,Crimes Against Society_427,True
428,Crimes Against Property_428,True
429,Crimes Against Body_429,True
430,Economic Offences_430,True
431,Crimes Against Body_431,True
432,Crimes Against Property_432,True
433,Crimes Against Women_433,True
434,Cyber Crimes_434,True
435,Economic Offences_435,True
436,Economic Offences_436,True
437,Cyber Crimes_437,True
438,Crimes Against Body_438,True
439,Economic Offences_439,True
440,Economic Offences_440,True
441,Crimes Against Body_441,True
442,Crimes Against Body_442,True
443,Economic Offences_443,True
444,Crimes Against Society_444,True
445,Cyber Crimes_445,True
446,Crimes Against Body_446,True
447,Crimes Against Women_447,True
448,Crimes Against Body_448,True
449,Crimes Against Society_449,True
450,Crimes Against Society_450,True
451,Crimes Against Women_451,True
452,Cyber Crimes_452,True
453,Crimes Against Body_453,True
454,Cyber Crimes_454,True
455,Crimes Against Property_455,True
456,Economic Offences_456,True
457,Crimes Against Society_457,True
458,Crimes Against Women_458,True
459,Crimes Against Property_459,True
460,Crimes Against Women_460,True
461,Crimes Against Women_461,True
462,Cyber Crimes_462,True
463,Economic Offences_463,True
464,Cyber Crimes_464,True
465,Economic Offences_465,True
466,Crimes Against Property_466,True
467,Crimes Against Women_467,True
468,Economic Offences_468,True
469,Economic Offences_469,True
470,Cyber Crimes_470,True
471,Economic Offences_471,True
472,Cyber Crimes_472,True
473,Economic Offences_473,True
474,Crimes Against Body_474,True
475,Crimes Against Society_475,True
476,Crimes Against Property_476,True
477,Crimes Against Women_477,True
478,Crimes Against Body_478,True
479,Crimes Against Society_479,True
480,Cyber Crimes_480,True
481,Cyber Crimes_481,True
482,Crimes Against Society_482,True
483,Economic Offences_483,True
484,Cyber Crimes_484,True
485,Economic Offences_485,True
486,Crimes Against Women_486,True
487,Cyber Crimes_487,True
488,Crimes Against Society_488,True
489,Crimes Against Body_489,True
490,Crimes Against Body_490,True
491,Crimes Against Body_491,True
492,Crimes Against Body_492,True
493,Crimes Against Body_493,True
494,Crimes Against Women_494,True
495,Crimes Against Property_495,True
496,Crimes Against Property_496,True
497,Crimes Against Women_497,True
498,Crimes Against Property_498,True
499,Crimes Against Body_499,True
500,Crimes Against Society_500,True
501,Crimes Against Women_501,True
502,Crimes Against Property_502,True
503,Economic Offences_503,True
504,Crimes Against Body_504,True
505,Crimes Against Property_505,True
506,Economic Offences_506,True
507,Crimes Against Women_507,True
508,Crimes Against Property_508,True
509,Crimes Against Society_509,False
510,Crimes Against Body_510,True
511,Economic Offences_511,True
512,Crimes Against Property_512,True
513,Cyber Crimes_513,True
514,Economic Offences_514,True
515,Crimes Against Body_515,True
516,Crimes Against Women_516,True
517,Crimes Against Body_517,True
518,Crimes Against Property_518,True
519,Crimes Against Women_519,True
520,Crimes Against Body_520,True
521,Crimes Against Property_521,True
522,Crimes Against Property_522,True
523,Crimes Against Society_523,True
524,Crimes Against Body_524,True
525,Crimes Against Society_525,True
526,Crimes Against Property_526,True
527,Crimes Against Women_527,True
528,Crimes Against Society_528,True
529,Crimes Against Property_529,True
530,Crimes Against Women_530,True
531,Economic Offences_531,True
532,Cyber Crimes_532,True
533,Crimes Against Body_533,True
534,Crimes Against Women_534,True
535,Crimes Against Society_535,True
536,Crimes Against Property_536,True
537,Crimes Against Society_537,True
538,Economic Offences_538,True
539,Economic Offences_539,True
540,Crimes Against Society_540,True
541,Crimes Against Women_541,True
542,Cyber Crimes_542,True
543,Economic Offences_543,True
544,Economic Offences_544,True
545,Crimes Against Society_545,True
546,Crimes Against Women_546,True
547,Crimes Against Body_547,True
548,Crimes Against Society_548,True
549,Crimes Against Property_549,True
550,Crimes Against Society_550,True
551,Crimes Against Property_551,True
552,Crimes Against Women_552,True
553,Crimes Against Women_553,True
554,Crimes Against Women_554,True
555,Crimes Against Body_555,True
556,Crimes Against Women_556,True
557,Economic Offences_557,True
558,Crimes Against Women_558,True
559,Crimes Against Body_559,True
560,Crimes Against Body_560,True
561,Crimes Against Society_561,True
562,Crimes Against Body_562,True
563,Crimes Against Body_563,True
564,Cyber Crimes_564,True
565,Cyber Crimes_565,True
566,Economic Offences_566,True
567,Crimes Against Property_567,True
568,Crimes Against Society_568,True
569,Crimes Against Society_569,True
570,Crimes Against Society_570,True
571,Crimes Against Women_571,True
572,Crimes Against Body_572,True
573,Crimes Against Property_573,True
574,Crimes Against Property_574,True
575,Crimes Against Property_575,True
576,Crimes Against Property_576,True
577,Crimes Against Society_577,True
578,Crimes Against Property_578,True
579,Crimes Against Property_579,True
580,Crimes Against Society_580,True
581,Crimes Against Property_581,True
582,Crimes Against Body_582,True
583,Crimes Against Property_583,True
584,Cyber Crimes_584,True
585,Crimes Against Property_585,True
586,Crimes Against Women_586,True
587,Economic Offences_587,True
588,Crimes Against Body_588,True
589,Crimes Against Body_589,True
590,Crimes Against Women_590,True
591,Crimes Against Property_591,True
592,Cyber Crimes_592,True
593,Crimes Against Women_593,True
594,Crimes Against Society_594,True
595,Crimes Against Society_595,True
596,Crimes Against Women_596,True
597,Economic Offences_597,False
598,Crimes Against Society_598,True
599,Crimes Against Property_599,True
600,Cyber Crimes_600,True
601,Crimes Against Property_601,True
602,Crimes Against Body_602,True
603,Cyber Crimes_603,False
604,Crimes Against Property_604,True
605,Crimes Against Property_605,True
606,Economic Offences_606,True
607,Economic Offences_607,True
608,Crimes Against Property_608,True
609,Cyber Crimes_609,True
610,Economic Offences_610,True
611,Economic Offences_611,True
612,Crimes Against Women_612,True
613,Crimes Against Society_613,True
614,Crimes Against Property_614,True
615,Crimes Against Property_615,True
616,Crimes Against Women_616,True
617,Crimes Against Society_617,True
618,Economic Offences_618,True
619,Crimes Against Body_619,True
620,Economic Offences_620,True
621,Cyber Crimes_621,True
622,Crimes Against Body_622,True
623,Crimes Against Society_623,True
624,Crimes Against Property_624,True
625,Crimes Against Property_625,True
626,Crimes Against Society_626,True
627,Cyber Crimes_627,False
628,Crimes Against Property_628,True
629,Economic Offences_629,True
630,Economic Offences_630,True
631,Crimes Against Society_631,True
632,Crimes Against Society_632,True
633,Crimes Against Property_633,True
634,Crimes Against Body_634,True
635,Crimes Against Women_635,True
636,Crimes Against Society_636,True
637,Crimes Against Society_637,True
638,Crimes Against Property_638,True
639,Crimes Against Body_639,True
640,Crimes Against Property_640,True
641,Crimes Against Women_641,True
642,Cyber Crimes_642,True
643,Crimes Against Body_643,True
644,Crimes Against Society_644,True
645,Crimes Against Body_645,True
646,Cyber Crimes_646,True
647,Crimes Against Society_647,True
648,Cyber Crimes_648,True
649,Crimes Against Women_649,True
650,Crimes Against Women_650,True
651,Economic Offences_651,True
652,Crimes Against Women_652,True
653,Crimes Against Property_653,True
654,Crimes Against Property_654,True
655,Crimes Against Body_655,True
656,Crimes Against Women_656,True
657,Crimes Against Property_657,True
658,Crimes Against Society_658,True
659,Crimes Against Society_659,True
660,Crimes Against Body_660,True
661,Crimes Against Society_661,True
662,Crimes Against Body_662,True
663,Crimes Against Women_663,True
664,Cyber Crimes_664,True
665,Crimes Against Society_665,True
666,Crimes Against Body_666,True
667,Cyber Crimes_667,True
668,Crimes Against Society_668,True
669,Cyber Crimes_669,True
670,Crimes Against Society_670,True
671,Cyber Crimes_671,True
672,Economic Offences_672,True
673,Cyber Crimes_673,True
674,Cyber Crimes_674,True
675,Cyber Crimes_675,True
676,Cyber Crimes_676,True
677,Economic Offences_677,True
678,Crimes Against Society_678,True
679,Crimes Against Society_679,True
680,Crimes Against Body_680,True
681,Crimes Against Women_681,True
682,Crimes Against Property_682,True
683,Crimes Against Property_683,True
684,Crimes Against Body_684,True
685,Crimes Against Body_685,True
686,Economic Offences_686,True
687,Cyber Crimes_687,True
688,Crimes Against Women_688,True
689,Crimes Against Body_689,True
690,Crimes Against Society_690,True
691,Crimes Against Body_691,True
692,Crimes Against Body_692,True
693,Crimes Against Society_693,True
694,Crimes Against Women_694,True
695,Economic Offences_695,True
696,Crimes Against Women_696,True
697,Crimes Against Property_697,True
698,Crimes Against Body_698,True
699,Cyber Crimes_699,True
700,Cyber Crimes_700,True
701,Crimes Against Body_701,True
702,Economic Offences_702,True
703,Cyber Crimes_703,True
704,Crimes Against Body_704,True
705,Crimes Against Property_705,True
706,Cyber Crimes_706,True
707,Economic Offences_707,True
708,Crimes Against Body_708,True
709,Crimes Against Body_709,True
710,Cyber Crimes_710,True
711,Crimes Against Society_711,True
712,Crimes Against Property_712,True
713,Crimes Against Property_713,True
714,Economic Offences_714,True
715,Crimes Against Society_715,False
716,Crimes Against Society_716,True
717,Economic Offences_717,False
718,Crimes Against Women_718,False
719,Crimes Against Body_719,True
720,Economic Offences_720,True
721,Crimes Against Women_721,True
722,Crimes Against Society_722,True
723,Crimes Against Property_723,True
724,Crimes Against Body_724,True
725,Crimes Against Women_725,True
726,Economic Offences_726,True
727,Economic Offences_727,True
728,Economic Offences_728,True
729,Cyber Crimes_729,True
730,Crimes Against Society_730,False
731,Crimes Against Women_731,True
732,Crimes Against Society_732,True
733,Crimes Against Women_733,True
734,Economic Offences_734,True
735,Crimes Against Property_735,True
736,Economic Offences_736,True
737,Economic Offences_737,True
738,Crimes Against Property_738,True
739,Crimes Against Body_739,True
740,Economic Offences_740,True
741,Crimes Against Women_741,True
742,Economic Offences_742,True
743,Crimes Against Body_743,True
744,Crimes Against Society_744,True
745,Crimes Against Body_745,True
746,Cyber Crimes_746,True
747,Crimes Against Property_747,True
748,Crimes Against Body_748,True
749,Crimes Against Society_749,True
750,Economic Offences_750,True
751,Crimes Against Women_751,True
752,Economic Offences_752,True
753,Crimes Against Body_753,True
754,Cyber Crimes_754,True
755,Crimes Against Body_755,True
756,Crimes Against Society_756,True
757,Crimes Against Body_757,True
758,Economic Offences_758,True
759,Crimes Against Women_759,True
760,Crimes Against Women_760,True
761,Crimes Against Society_761,True
762,Crimes Against Property_762,True
763,Crimes Against Society_763,True
764,Economic Offences_764,True
765,Cyber Crimes_765,True
766,Crimes Against Women_766,True
767,Crimes Against Women_767,True
768,Crimes Against Body_768,True
769,Crimes Against Body_769,True
770,Crimes Against Women_770,True
771,Crimes Against Society_771,True
772,Crimes Against Property_772,True
773,Crimes Against Society_773,True
774,Crimes Against Society_774,True
775,Crimes Against Property_775,True
776,Crimes Against Body_776,True
777,Crimes Against Body_777,True
778,Crimes Against Property_778,True
779,Crimes Against Body_779,True
780,Crimes Against Women_780,True
781,Crimes Against Property_781,True
782,Cyber Crimes_782,True
783,Crimes Against Body_783,True
784,Cyber Crimes_784,True
785,Crimes Against Women_785,True
786,Economic Offences_786,True
787,Crimes Against Body_787,True
788,Crimes Against Property_788,True
789,Cyber Crimes_789,True
790,Crimes Against Body_790,True
791,Crimes Against Body_791,True
792,Crimes Against Society_792,True
793,Economic Offences_793,True
794,Crimes Against Society_794,True
795,Crimes Against Body_795,True
796,Crimes Against Body_796,True
797,Crimes Against Body_797,True
798,Crimes Against Body_798,True
799,Economic Offences_799,True
800,Crimes Against Property_800,True
801,Crimes Against Property_801,True
802,Cyber Crimes_802,True
803,Crimes Against Women_803,True
804,Cyber Crimes_804,True
805,Crimes Against Property_805,False
806,Cyber Crimes_806,True
807,Crimes Against Property_807,True
808,Crimes Against Women_808,True
809,Cyber Crimes_809,True
810,Crimes Against Property_810,True
811,Crimes Against Women_811,True
812,Crimes Against Body_812,True
813,Crimes Against Society_813,True
814,Crimes Against Women_814,True
815,Crimes Against Property_815,True
816,Crimes Against Body_816,True
817,Crimes Against Property_817,True
818,Crimes Against Property_818,True
819,Crimes Against Society_819,True
820,Crimes Against Women_820,True
821,Crimes Against Property_821,True
822,Cyber Crimes_822,True
823,Cyber Crimes_823,True
824,Economic Offences_824,True
825,Crimes Against Body_825,True
826,Cyber Crimes_826,True
827,Crimes Against Society_827,True
828,Crimes Against Property_828,True
829,Crimes Against Women_829,True
830,Crimes Against Body_830,True
831,Cyber Crimes_831,True
832,Crimes Against Women_832,True
833,Cyber Crimes_833,True
834,Crimes Against Property_834,True
835,Crimes Against Body_835,True
836,Cyber Crimes_836,True
837,Economic Offences_837,True
838,Cyber Crimes_838,True
839,Crimes Against Society_839,True
840,Crimes Against Property_840,True
841,Crimes Against Body_841,True
842,Crimes Against Property_842,True
843,Crimes Against Body_843,False
844,Crimes Against Property_844,True
845,Crimes Against Women_845,True
846,Economic Offences_846,True
847,Crimes Against Women_847,True
848,Crimes Against Society_848,True
849,Economic Offences_849,True
850,Crimes Against Property_850,True
851,Crimes Against Society_851,True
852,Cyber Crimes_852,True
853,Cyber Crimes_853,True
854,Crimes Against Body_854,True
855,Economic Offences_855,False
856,Cyber Crimes_856,True
857,Crimes Against Body_857,True
858,Crimes Against Body_858,True
859,Crimes Against Property_859,True
860,Crimes Against Property_860,True
861,Crimes Against Body_861,True
862,Cyber Crimes_862,False
863,Crimes Against Body_863,True
864,Crimes Against Society_864,True
865,Crimes Against Property_865,True
866,Crimes Against Society_866,True
867,Crimes Against Society_867,True
868,Cyber Crimes_868,True
869,Crimes Against Society_869,True
870,Crimes Against Women_870,True
871,Cyber Crimes_871,True
872,Crimes Against Society_872,True
873,Crimes Against Society_873,True
874,Crimes Against Property_874,True
875,Crimes Against Women_875,True
876,Crimes Against Property_876,True
877,Crimes Against Society_877,True
878,Crimes Against Women_878,True
879,Cyber Crimes_879,True
880,Crimes Against Society_880,True
881,Crimes Against Body_881,True
882,Economic Offences_882,True
883,Crimes Against Property_883,True
884,Crimes Against Body_884,True
885,Crimes Against Body_885,True
886,Crimes Against Body_886,True
887,Crimes Against Society_887,True
888,Cyber Crimes_888,True
889,Crimes Against Women_889,True
890,Cyber Crimes_890,True
891,Cyber Crimes_891,True
892,Cyber Crimes_892,True
893,Cyber Crimes_893,True
894,Crimes Against Body_894,True
895,Crimes Against Body_895,True
896,Crimes Against Women_896,True
897,Crimes Against Property_897,True
898,Economic Offences_898,True
899,Crimes Against Property_899,True
900,Cyber Crimes_900,True
901,Crimes Against Society_901,True
902,Crimes Against Body_902,True
903,Crimes Against Property_903,True
904,Cyber Crimes_904,True
905,Crimes Against Women_905,True
906,Crimes Against Property_906,True
907,Crimes Against Society_907,True
908,Crimes Against Property_908,True
909,Crimes Against Women_909,True
910,Economic Offences_910,True
911,Crimes Against Body_911,True
912,Cyber Crimes_912,True
913,Cyber Crimes_913,True
914,Cyber Crimes_914,True
915,Cyber Crimes_915,True
916,Crimes Against Body_916,True
917,Economic Offences_917,True
918,Economic Offences_918,True
919,Crimes Against Society_919,True
920,Crimes Against Women_920,True
921,Cyber Crimes_921,True
922,Crimes Against Women_922,True
923,Crimes Against Women_923,True
924,Crimes Against Property_924,True
925,Crimes Against Women_925,True
926,Crimes Against Body_926,True
927,Economic Offences_927,True
928,Cyber Crimes_928,True
929,Crimes Against Property_929,True
930,Crimes Against Body_930,True
931,Economic Offences_931,True
932,Economic Offences_932,True
933,Crimes Against Property_933,True
934,Crimes Against Women_934,True
935,Cyber Crimes_935,True
936,Crimes Against Property_936,True
937,Crimes Against Body_937,True
938,Crimes Against Property_938,True
939,Crimes Against Women_939,True
940,Crimes Against Society_940,True
941,Cyber Crimes_941,True
942,Crimes Against Property_942,True
943,Crimes Against Women_943,True
944,Crimes Against Society_944,True
945,Crimes Against Body_945,True
946,Crimes Against Body_946,True
947,Crimes Against Women_947,True
948,Cyber Crimes_948,True
949,Economic Offences_949,True
950,Economic Offences_950,True
