ReligionID,ReligionName
273,Muslim_273
274,Buddhist_274
275,Others_275
276,Muslim_276
277,Christian_277
278,Christian_278
279,Buddhist_279
280,Hindu_280
281,Hindu_281
282,Muslim_282
283,Hindu_283
284,Hindu_284
285,Sikh_285
286,Buddhist_286
287,Others_287
288,Buddhist_288
289,Sikh_289
290,Buddhist_290
291,Sikh_291
292,Sikh_292
293,Jain_293
294,Sikh_294
295,Hindu_295
296,Hindu_296
297,Others_297
298,Muslim_298
299,Others_299
300,Christian_300
301,Muslim_301
302,Sikh_302
303,Muslim_303
304,Others_304
305,Others_305
306,Jain_306
307,Buddhist_307
308,Buddhist_308
309,Muslim_309
310,Jain_310
311,Buddhist_311
312,Others_312
313,Jain_313
314,Others_314
315,Muslim_315
316,Hindu_316
317,Buddhist_317
318,Hindu_318
319,Christian_319
320,Buddhist_320
321,Jain_321
322,Jain_322
323,Buddhist_323
324,Others_324
325,Others_325
326,Sikh_326
327,Muslim_327
328,Christian_328
329,Jain_329
330,Muslim_330
331,Buddhist_331
332,Others_332
333,Christian_333
334,Jain_334
335,Others_335
336,Muslim_336
337,Hindu_337
338,Others_338
339,Christian_339
340,Buddhist_340
341,Christian_341
342,Sikh_342
343,Hindu_343
344,Hindu_344
345,Others_345
346,Hindu_346
347,Jain_347
348,Christian_348
349,Sikh_349
350,Hindu_350
351,Christian_351
352,Sikh_352
353,Others_353
354,Jain_354
355,Christian_355
356,Sikh_356
357,Jain_357
358,Buddhist_358
359,Sikh_359
360,Buddhist_360
361,Sikh_361
362,Muslim_362
363,Muslim_363
364,Jain_364
365,Buddhist_365
366,Christian_366
367,Others_367
368,Sikh_368
369,Buddhist_369
370,Buddhist_370
371,Sikh_371
372,Others_372
373,Muslim_373
374,Muslim_374
375,Hindu_375
376,Christian_376
377,Others_377
378,Christian_378
379,Sikh_379
380,Sikh_380
381,Muslim_381
382,Hindu_382
383,Buddhist_383
384,Jain_384
385,Muslim_385
386,Buddhist_386
387,Christian_387
388,Sikh_388
389,Christian_389
390,Buddhist_390
391,Sikh_391
392,Christian_392
393,Others_393
394,Others_394
395,Hindu_395
396,Buddhist_396
397,Hindu_397
398,Muslim_398
399,Buddhist_399
400,Others_400
401,Christian_401
402,Buddhist_402
403,Sikh_403
404,Jain_404
405,Jain_405
406,Hindu_406
407,Others_407
408,Others_408
409,Sikh_409
410,Sikh_410
411,Buddhist_411
412,Christian_412
413,Others_413
414,Buddhist_414
415,Others_415
416,Hindu_416
417,Sikh_417
418,Christian_418
419,Christian_419
420,Hindu_420
421,Hindu_421
422,Christian_422
423,Muslim_423
424,Hindu_424
425,Christian_425
426,Sikh_426
427,Muslim_427
428,Sikh_428
429,Others_429
430,Muslim_430
431,Jain_431
432,Jain_432
433,Christian_433
434,Buddhist_434
435,Muslim_435
436,Christian_436
437,Sikh_437
438,Buddhist_438
439,Sikh_439
440,Buddhist_440
441,Muslim_441
442,Muslim_442
443,Sikh_443
444,Sikh_444
445,Buddhist_445
446,Christian_446
447,Others_447
448,Christian_448
449,Others_449
450,Buddhist_450
451,Buddhist_451
452,Hindu_452
453,Muslim_453
454,Buddhist_454
455,Muslim_455
456,Jain_456
457,Christian_457
458,Others_458
459,Hindu_459
460,Hindu_460
461,Buddhist_461
462,Hindu_462
463,Hindu_463
464,Buddhist_464
465,Buddhist_465
466,Others_466
467,Christian_467
468,Hindu_468
469,Sikh_469
470,Muslim_470
471,Christian_471
472,Others_472
473,Muslim_473
474,Others_474
475,Hindu_475
476,Jain_476
477,Hindu_477
478,Hindu_478
479,Muslim_479
480,Others_480
481,Buddhist_481
482,Others_482
483,Christian_483
484,Hindu_484
485,Hindu_485
486,Hindu_486
487,Sikh_487
488,Christian_488
489,Jain_489
490,Christian_490
491,Buddhist_491
492,Sikh_492
493,Others_493
494,Christian_494
495,Muslim_495
496,Sikh_496
497,Sikh_497
498,Hindu_498
499,Muslim_499
500,Hindu_500
501,Hindu_501
502,Buddhist_502
503,Sikh_503
504,Muslim_504
505,Muslim_505
506,Buddhist_506
507,Muslim_507
508,Others_508
509,Jain_509
510,Others_510
511,Sikh_511
512,Muslim_512
513,Hindu_513
514,Jain_514
515,Muslim_515
516,Jain_516
517,Jain_517
518,Others_518
519,Christian_519
520,Muslim_520
521,Muslim_521
522,Sikh_522
523,Christian_523
524,Muslim_524
525,Sikh_525
526,Christian_526
527,Buddhist_527
528,Buddhist_528
529,Hindu_529
530,Christian_530
531,Hindu_531
532,Jain_532
533,Sikh_533
534,Christian_534
535,Christian_535
536,Jain_536
537,Christian_537
538,Buddhist_538
539,Christian_539
540,Buddhist_540
541,Others_541
542,Others_542
543,Sikh_543
544,Others_544
545,Buddhist_545
546,Others_546
547,Buddhist_547
548,Buddhist_548
549,Muslim_549
550,Muslim_550
551,Sikh_551
552,Buddhist_552
553,Sikh_553
554,Muslim_554
555,Jain_555
556,Muslim_556
557,Hindu_557
558,Sikh_558
559,Buddhist_559
560,Others_560
561,Muslim_561
562,Christian_562
563,Buddhist_563
564,Others_564
565,Hindu_565
566,Muslim_566
567,Others_567
568,Sikh_568
569,Sikh_569
570,Jain_570
571,Christian_571
572,Sikh_572
573,Hindu_573
574,Hindu_574
575,Sikh_575
576,Others_576
577,Hindu_577
578,Christian_578
579,Jain_579
580,Muslim_580
581,Others_581
582,Jain_582
583,Muslim_583
584,Others_584
585,Buddhist_585
586,Buddhist_586
587,Christian_587
588,Muslim_588
589,Jain_589
590,Muslim_590
591,Hindu_591
592,Buddhist_592
593,Muslim_593
594,Hindu_594
595,Jain_595
596,Others_596
597,Muslim_597
598,Hindu_598
599,Buddhist_599
600,Sikh_600
601,Buddhist_601
602,Others_602
603,Muslim_603
604,Others_604
605,Jain_605
606,Christian_606
607,Hindu_607
608,Jain_608
609,Muslim_609
610,Jain_610
611,Christian_611
612,Christian_612
613,Hindu_613
614,Others_614
615,Muslim_615
616,Jain_616
617,Others_617
618,Others_618
619,Muslim_619
620,Others_620
621,Christian_621
622,Christian_622
623,Hindu_623
624,Buddhist_624
625,Jain_625
626,Hindu_626
627,Buddhist_627
628,Christian_628
629,Buddhist_629
630,Jain_630
631,Christian_631
632,Christian_632
633,Others_633
634,Hindu_634
635,Others_635
636,Sikh_636
637,Jain_637
638,Christian_638
639,Buddhist_639
640,Sikh_640
641,Hindu_641
642,Jain_642
643,Hindu_643
644,Christian_644
645,Hindu_645
646,Buddhist_646
647,Christian_647
648,Buddhist_648
649,Christian_649
650,Buddhist_650
651,Others_651
652,Christian_652
653,Christian_653
654,Muslim_654
655,Others_655
656,Jain_656
657,Muslim_657
658,Sikh_658
659,Muslim_659
660,Hindu_660
661,Jain_661
662,Buddhist_662
663,Jain_663
664,Others_664
665,Christian_665
666,Christian_666
667,Others_667
668,Sikh_668
669,Jain_669
670,Others_670
671,Christian_671
672,Christian_672
673,Sikh_673
674,Muslim_674
675,Muslim_675
676,Jain_676
677,Sikh_677
678,Christian_678
679,Buddhist_679
680,Others_680
681,Christian_681
682,Muslim_682
683,Others_683
684,Muslim_684
685,Hindu_685
686,Jain_686
687,Muslim_687
688,Others_688
689,Others_689
690,Christian_690
691,Muslim_691
692,Jain_692
693,Others_693
694,Buddhist_694
695,Christian_695
696,Christian_696
697,Jain_697
698,Hindu_698
699,Muslim_699
700,Others_700
701,Muslim_701
702,Christian_702
703,Muslim_703
704,Buddhist_704
705,Buddhist_705
706,Others_706
707,Buddhist_707
708,Christian_708
709,Muslim_709
710,Hindu_710
711,Sikh_711
712,Christian_712
713,Sikh_713
714,Jain_714
715,Christian_715
716,Buddhist_716
717,Others_717
718,Hindu_718
719,Buddhist_719
720,Hindu_720
721,Muslim_721
722,Buddhist_722
723,Sikh_723
724,Hindu_724
725,Others_725
726,Jain_726
727,Christian_727
728,Buddhist_728
729,Christian_729
730,Hindu_730
731,Muslim_731
732,Muslim_732
733,Jain_733
734,Muslim_734
735,Muslim_735
736,Buddhist_736
737,Jain_737
738,Others_738
739,Jain_739
740,Hindu_740
741,Hindu_741
742,Hindu_742
743,Hindu_743
744,Muslim_744
745,Sikh_745
746,Jain_746
747,Hindu_747
748,Jain_748
749,Hindu_749
750,Others_750
751,Hindu_751
752,Others_752
753,Others_753
754,Hindu_754
755,Hindu_755
756,Jain_756
757,Others_757
758,Buddhist_758
759,Others_759
760,Buddhist_760
761,Others_761
762,Buddhist_762
763,Christian_763
764,Christian_764
765,Christian_765
766,Sikh_766
767,Jain_767
768,Hindu_768
769,Muslim_769
770,Buddhist_770
771,Hindu_771
772,Buddhist_772
773,Buddhist_773
774,Jain_774
775,Hindu_775
776,Buddhist_776
777,Sikh_777
778,Hindu_778
779,Muslim_779
780,Others_780
781,Buddhist_781
782,Sikh_782
783,Christian_783
784,Muslim_784
785,Christian_785
786,Jain_786
787,Hindu_787
788,Sikh_788
789,Muslim_789
790,Buddhist_790
791,Christian_791
792,Sikh_792
793,Sikh_793
794,Others_794
795,Christian_795
796,Buddhist_796
797,Others_797
798,Hindu_798
799,Buddhist_799
800,Jain_800
801,Buddhist_801
802,Muslim_802
803,Buddhist_803
804,Others_804
805,Sikh_805
806,Muslim_806
807,Christian_807
808,Sikh_808
809,Christian_809
810,Hindu_810
811,Jain_811
812,Christian_812
813,Buddhist_813
814,Jain_814
815,Sikh_815
816,Hindu_816
817,Buddhist_817
818,Muslim_818
819,Buddhist_819
820,Muslim_820
821,Others_821
822,Christian_822
823,Sikh_823
824,Others_824
825,Muslim_825
826,Hindu_826
827,Others_827
828,Muslim_828
829,Buddhist_829
830,Others_830
831,Others_831
832,Christian_832
833,Others_833
834,Christian_834
835,Sikh_835
836,Sikh_836
837,Hindu_837
838,Hindu_838
839,Muslim_839
840,Others_840
841,Buddhist_841
842,Jain_842
843,Buddhist_843
844,Sikh_844
845,Muslim_845
846,Christian_846
847,Buddhist_847
848,Muslim_848
849,Buddhist_849
850,Sikh_850
851,Jain_851
852,Buddhist_852
853,Jain_853
854,Christian_854
855,Others_855
856,Muslim_856
857,Jain_857
858,Buddhist_858
859,Christian_859
860,Jain_860
861,Buddhist_861
862,Jain_862
863,Jain_863
864,Hindu_864
865,Hindu_865
866,Hindu_866
867,Sikh_867
868,Jain_868
869,Others_869
870,Others_870
871,Buddhist_871
872,Buddhist_872
873,Others_873
874,Jain_874
875,Christian_875
876,Christian_876
877,Buddhist_877
878,Jain_878
879,Christian_879
880,Others_880
881,Hindu_881
882,Muslim_882
883,Christian_883
884,Others_884
885,Buddhist_885
886,Christian_886
887,Muslim_887
888,Sikh_888
889,Sikh_889
890,Sikh_890
891,Hindu_891
892,Muslim_892
893,Buddhist_893
894,Others_894
895,Sikh_895
896,Jain_896
897,Hindu_897
898,Muslim_898
899,Jain_899
900,Sikh_900
901,Sikh_901
902,Hindu_902
903,Buddhist_903
904,Hindu_904
905,Buddhist_905
906,Jain_906
907,Muslim_907
908,Christian_908
909,Buddhist_909
910,Sikh_910
911,Others_911
912,Others_912
913,Others_913
914,Christian_914
915,Hindu_915
916,Others_916
917,Buddhist_917
918,Christian_918
919,Christian_919
920,Jain_920
921,Hindu_921
922,Others_922
923,Christian_923
924,Jain_924
925,Buddhist_925
926,Hindu_926
927,Christian_927
928,Buddhist_928
929,Sikh_929
930,Sikh_930
931,Others_931
932,Muslim_932
933,Muslim_933
934,Buddhist_934
935,Hindu_935
936,Muslim_936
937,Jain_937
938,Hindu_938
939,Buddhist_939
940,Christian_940
941,Muslim_941
942,Sikh_942
943,Jain_943
944,Others_944
945,Muslim_945
946,Muslim_946
947,Muslim_947
948,Christian_948
949,Christian_949
950,Muslim_950
951,Hindu_951
952,Others_952
953,Jain_953
954,Buddhist_954
955,Sikh_955
956,Buddhist_956
957,Buddhist_957
958,Christian_958
959,Others_959
960,Others_960
961,Buddhist_961
962,Christian_962
963,Sikh_963
964,Hindu_964
965,Sikh_965
966,Hindu_966
967,Buddhist_967
968,Hindu_968
969,Jain_969
970,Muslim_970
971,Others_971
972,Muslim_972
973,Buddhist_973
974,Others_974
975,Muslim_975
976,Sikh_976
977,Christian_977
978,Hindu_978
979,Sikh_979
980,Christian_980
981,Hindu_981
982,Jain_982
983,Others_983
984,Jain_984
985,Hindu_985
986,Sikh_986
987,Hindu_987
988,Jain_988
989,Jain_989
990,Others_990
991,Sikh_991
992,Others_992
993,Others_993
994,Sikh_994
995,Jain_995
996,Hindu_996
997,Others_997
998,Others_998
999,Hindu_999
1000,Others_1000
1001,Christian_1001
1002,Buddhist_1002
1003,Christian_1003
1004,Muslim_1004
1005,Hindu_1005
1006,Buddhist_1006
1007,Buddhist_1007
1008,Buddhist_1008
1009,Others_1009
1010,Sikh_1010
1011,Christian_1011
1012,Hindu_1012
1013,Others_1013
1014,Christian_1014
1015,Hindu_1015
1016,Christian_1016
1017,Jain_1017
1018,Others_1018
1019,Others_1019
1020,Jain_1020
1021,Christian_1021
1022,Christian_1022
1023,Christian_1023
1024,Sikh_1024
1025,Christian_1025
1026,Jain_1026
1027,Others_1027
1028,Muslim_1028
1029,Hindu_1029
1030,Muslim_1030
1031,Jain_1031
1032,Hindu_1032
1033,Christian_1033
1034,Buddhist_1034
1035,Christian_1035
1036,Buddhist_1036
1037,Buddhist_1037
1038,Hindu_1038
1039,Hindu_1039
1040,Christian_1040
1041,Hindu_1041
1042,Muslim_1042
1043,Muslim_1043
1044,Christian_1044
1045,Jain_1045
1046,Buddhist_1046
1047,Jain_1047
1048,Hindu_1048
1049,Buddhist_1049
1050,Muslim_1050
1051,Others_1051
1052,Hindu_1052
1053,Christian_1053
1054,Christian_1054
1055,Muslim_1055
1056,Jain_1056
1057,Sikh_1057
1058,Hindu_1058
1059,Sikh_1059
1060,Muslim_1060
1061,Jain_1061
1062,Hindu_1062
1063,Muslim_1063
1064,Muslim_1064
1065,Christian_1065
1066,Muslim_1066
1067,Others_1067
1068,Christian_1068
1069,Jain_1069
1070,Muslim_1070
1071,Hindu_1071
1072,Buddhist_1072
1073,Hindu_1073
1074,Buddhist_1074
1075,Muslim_1075
1076,Christian_1076
1077,Buddhist_1077
1078,Christian_1078
1079,Christian_1079
1080,Hindu_1080
1081,Jain_1081
1082,Sikh_1082
1083,Hindu_1083
1084,Buddhist_1084
1085,Jain_1085
1086,Jain_1086
1087,Sikh_1087
1088,Buddhist_1088
1089,Hindu_1089
1090,Muslim_1090
1091,Muslim_1091
1092,Others_1092
1093,Christian_1093
1094,Hindu_1094
1095,Jain_1095
1096,Hindu_1096
1097,Muslim_1097
1098,Hindu_1098
1099,Jain_1099
1100,Sikh_1100
1101,Christian_1101
1102,Christian_1102
1103,Sikh_1103
1104,Christian_1104
1105,Buddhist_1105
1106,Jain_1106
1107,Jain_1107
1108,Christian_1108
1109,Others_1109
1110,Christian_1110
1111,Jain_1111
1112,Others_1112
1113,Muslim_1113
1114,Christian_1114
1115,Hindu_1115
1116,Others_1116
1117,Christian_1117
1118,Others_1118
1119,Muslim_1119
1120,Jain_1120
1121,Jain_1121
1122,Muslim_1122
1123,Others_1123
1124,Buddhist_1124
1125,Sikh_1125
1126,Buddhist_1126
1127,Others_1127
1128,Sikh_1128
1129,Sikh_1129
1130,Buddhist_1130
1131,Jain_1131
1132,Others_1132
1133,Buddhist_1133
1134,Hindu_1134
1135,Christian_1135
1136,Others_1136
1137,Sikh_1137
1138,Others_1138
1139,Others_1139
1140,Others_1140
1141,Christian_1141
1142,Sikh_1142
1143,Others_1143
1144,Jain_1144
1145,Sikh_1145
1146,Muslim_1146
1147,Others_1147
1148,Hindu_1148
1149,Sikh_1149
1150,Hindu_1150
1151,Sikh_1151
1152,Jain_1152
1153,Muslim_1153
1154,Christian_1154
1155,Buddhist_1155
1156,Muslim_1156
1157,Christian_1157
1158,Buddhist_1158
1159,Christian_1159
1160,Christian_1160
1161,Sikh_1161
1162,Jain_1162
1163,Sikh_1163
1164,Christian_1164
1165,Sikh_1165
1166,Jain_1166
1167,Hindu_1167
1168,Muslim_1168
1169,Jain_1169
1170,Hindu_1170
1171,Jain_1171
1172,Muslim_1172
1173,Hindu_1173
1174,Hindu_1174
1175,Christian_1175
1176,Buddhist_1176
1177,Sikh_1177
1178,Christian_1178
1179,Jain_1179
1180,Muslim_1180
1181,Hindu_1181
1182,Sikh_1182
1183,Jain_1183
1184,Hindu_1184
1185,Buddhist_1185
1186,Muslim_1186
1187,Sikh_1187
1188,Hindu_1188
1189,Buddhist_1189
1190,Muslim_1190
1191,Jain_1191
1192,Hindu_1192
1193,Muslim_1193
1194,Buddhist_1194
1195,Hindu_1195
1196,Hindu_1196
1197,Sikh_1197
1198,Others_1198
1199,Others_1199
1200,Hindu_1200
1201,Sikh_1201
1202,Others_1202
1203,Muslim_1203
1204,Muslim_1204
1205,Others_1205
1206,Buddhist_1206
1207,Muslim_1207
1208,Sikh_1208
1209,Jain_1209
1210,Hindu_1210
1211,Sikh_1211
1212,Others_1212
1213,Christian_1213
1214,Buddhist_1214
1215,Sikh_1215
1216,Muslim_1216
1217,Sikh_1217
1218,Muslim_1218
1219,Jain_1219
1220,Buddhist_1220
1221,Jain_1221
1222,Christian_1222
1223,Christian_1223
1224,Hindu_1224
1225,Muslim_1225
1226,Muslim_1226
1227,Hindu_1227
1228,Buddhist_1228
1229,Buddhist_1229
1230,Muslim_1230
1231,Hindu_1231
1232,Sikh_1232
1233,Christian_1233
1234,Others_1234
1235,Christian_1235
1236,Hindu_1236
1237,Others_1237
1238,Hindu_1238
1239,Others_1239
1240,Hindu_1240
1241,Others_1241
1242,Muslim_1242
1243,Muslim_1243
1244,Jain_1244
1245,Buddhist_1245
1246,Hindu_1246
1247,Others_1247
1248,Muslim_1248
1249,Jain_1249
1250,Christian_1250
1251,Others_1251
1252,Christian_1252
1253,Muslim_1253
1254,Hindu_1254
1255,Hindu_1255
1256,Hindu_1256
1257,Christian_1257
1258,Sikh_1258
1259,Buddhist_1259
1260,Others_1260
1261,Sikh_1261
1262,Hindu_1262
1263,Hindu_1263
1264,Jain_1264
1265,Christian_1265
1266,Others_1266
1267,Buddhist_1267
1268,Jain_1268
1269,Buddhist_1269
1270,Muslim_1270
1271,Others_1271
1272,Muslim_1272
1273,Christian_1273
1274,Sikh_1274
1275,Sikh_1275
1276,Hindu_1276
1277,Jain_1277
1278,Muslim_1278
1279,Christian_1279
1280,Sikh_1280
1281,Sikh_1281
1282,Sikh_1282
1283,Sikh_1283
1284,Others_1284
1285,Christian_1285
1286,Christian_1286
1287,Jain_1287
1288,Christian_1288
1289,Hindu_1289
1290,Jain_1290
1291,Muslim_1291
1292,Jain_1292
1293,Others_1293
1294,Jain_1294
1295,Buddhist_1295
1296,Jain_1296
1297,Jain_1297
1298,Others_1298
1299,Sikh_1299
1300,Buddhist_1300
1301,Muslim_1301
1302,Christian_1302
1303,Others_1303
1304,Christian_1304
1305,Muslim_1305
1306,Jain_1306
1307,Jain_1307
1308,Muslim_1308
1309,Others_1309
1310,Muslim_1310
1311,Sikh_1311
1312,Christian_1312
1313,Christian_1313
1314,Others_1314
1315,Muslim_1315
1316,Others_1316
1317,Hindu_1317
1318,Christian_1318
1319,Hindu_1319
1320,Sikh_1320
1321,Buddhist_1321
1322,Others_1322
1323,Jain_1323
1324,Christian_1324
1325,Sikh_1325
1326,Muslim_1326
1327,Jain_1327
1328,Others_1328
1329,Others_1329
1330,Buddhist_1330
1331,Muslim_1331
1332,Hindu_1332
1333,Sikh_1333
1334,Others_1334
1335,Hindu_1335
1336,Buddhist_1336
1337,Hindu_1337
1338,Others_1338
1339,Others_1339
1340,Others_1340
1341,Muslim_1341
1342,Hindu_1342
1343,Sikh_1343
1344,Muslim_1344
1345,Jain_1345
1346,Others_1346
1347,Sikh_1347
1348,Jain_1348
1349,Muslim_1349
1350,Muslim_1350
1351,Muslim_1351
1352,Muslim_1352
1353,Muslim_1353
1354,Others_1354
1355,Buddhist_1355
1356,Christian_1356
1357,Muslim_1357
1358,Muslim_1358
1359,Jain_1359
1360,Jain_1360
1361,Sikh_1361
1362,Buddhist_1362
1363,Others_1363
1364,Christian_1364
1365,Muslim_1365
1366,Hindu_1366
1367,Others_1367
1368,Buddhist_1368
1369,Muslim_1369
1370,Buddhist_1370
1371,Buddhist_1371
1372,Others_1372
1373,Buddhist_1373
1374,Muslim_1374
1375,Christian_1375
1376,Buddhist_1376
1377,Hindu_1377
1378,Jain_1378
1379,Jain_1379
1380,Buddhist_1380
1381,Others_1381
1382,Christian_1382
1383,Hindu_1383
1384,Buddhist_1384
1385,Hindu_1385
1386,Muslim_1386
1387,Hindu_1387
1388,Buddhist_1388
1389,Hindu_1389
1390,Hindu_1390
1391,Others_1391
1392,Hindu_1392
1393,Others_1393
1394,Christian_1394
1395,Jain_1395
1396,Buddhist_1396
1397,Others_1397
1398,Muslim_1398
1399,Christian_1399
1400,Sikh_1400
1401,Sikh_1401
1402,Muslim_1402
1403,Buddhist_1403
1404,Muslim_1404
1405,Sikh_1405
1406,Christian_1406
1407,Others_1407
1408,Hindu_1408
1409,Buddhist_1409
1410,Others_1410
1411,Others_1411
1412,Muslim_1412
1413,Christian_1413
1414,Jain_1414
1415,Christian_1415
1416,Hindu_1416
1417,Others_1417
1418,Others_1418
1419,Muslim_1419
1420,Jain_1420
1421,Others_1421
1422,Buddhist_1422
1423,Hindu_1423
1424,Sikh_1424
1425,Muslim_1425
1426,Christian_1426
1427,Others_1427
1428,Hindu_1428
1429,Hindu_1429
1430,Jain_1430
1431,Hindu_1431
1432,Muslim_1432
1433,Sikh_1433
1434,Muslim_1434
1435,Others_1435
1436,Muslim_1436
1437,Hindu_1437
1438,Christian_1438
1439,Christian_1439
1440,Jain_1440
1441,Buddhist_1441
1442,Hindu_1442
1443,Hindu_1443
1444,Others_1444
1445,Hindu_1445
1446,Buddhist_1446
1447,Christian_1447
1448,Buddhist_1448
1449,Muslim_1449
1450,Buddhist_1450
1451,Christian_1451
1452,Hindu_1452
1453,Christian_1453
1454,Sikh_1454
1455,Hindu_1455
1456,Jain_1456
1457,Buddhist_1457
1458,Hindu_1458
1459,Buddhist_1459
1460,Christian_1460
1461,Others_1461
1462,Buddhist_1462
1463,Hindu_1463
1464,Christian_1464
1465,Christian_1465
1466,Muslim_1466
1467,Muslim_1467
1468,Muslim_1468
1469,Christian_1469
1470,Sikh_1470
1471,Christian_1471
1472,Buddhist_1472
1473,Sikh_1473
1474,Sikh_1474
1475,Jain_1475
1476,Sikh_1476
1477,Christian_1477
1478,Christian_1478
1479,Buddhist_1479
1480,Others_1480
1481,Others_1481
1482,Hindu_1482
1483,Jain_1483
1484,Hindu_1484
1485,Others_1485
1486,Others_1486
1487,Christian_1487
1488,Sikh_1488
1489,Others_1489
1490,Hindu_1490
1491,Christian_1491
1492,Sikh_1492
1493,Buddhist_1493
1494,Buddhist_1494
1495,Buddhist_1495
1496,Hindu_1496
1497,Sikh_1497
1498,Muslim_1498
1499,Others_1499
1500,Sikh_1500
1501,Sikh_1501
1502,Christian_1502
1503,Hindu_1503
1504,Christian_1504
1505,Muslim_1505
1506,Jain_1506
1507,Hindu_1507
1508,Christian_1508
1509,Hindu_1509
1510,Muslim_1510
1511,Muslim_1511
1512,Sikh_1512
