StateID,StateName,NationalityID,Active
116,Ohio_1725,3,True
117,Maryland_295,31,True
118,North Dakota_1748,14,True
119,Illinois_719,18,True
120,Alaska_1772,34,True
121,Hawaii_337,40,True
122,Massachusetts_878,17,True
123,Colorado_1076,41,True
124,Iowa_791,12,True
125,Virginia_1945,39,True
126,New Mexico_216,33,True
127,Iowa_763,32,True
128,North Dakota_187,21,True
129,West Virginia_379,14,True
130,Wisconsin_492,2,True
131,New Jersey_1064,49,True
132,Vermont_1180,7,True
133,Wisconsin_14,15,True
134,Oklahoma_1836,31,True
135,Florida_64,28,True
136,Michigan_1880,41,True
137,Ohio_1862,8,True
138,Georgia_520,7,True
139,Mississippi_1367,36,True
140,Hawaii_1152,10,True
141,Texas_647,39,True
142,North Carolina_1495,47,True
143,Maryland_1086,30,True
144,New York_1162,45,True
145,Delaware_1522,40,True
146,North Dakota_592,41,True
147,Minnesota_391,41,True
148,Alaska_1698,5,True
149,Alaska_418,21,True
150,Alaska_288,6,True
151,Minnesota_378,16,True
152,Missouri_1796,16,True
153,North Carolina_1513,24,True
154,Colorado_230,46,True
155,Alaska_1017,19,True
156,New York_40,19,True
157,Colorado_1051,48,True
158,Louisiana_134,37,True
159,Delaware_200,33,True
160,Oregon_1863,5,True
161,Hawaii_779,9,True
162,Virginia_929,21,True
163,Idaho_1056,7,True
164,New York_1071,42,True
165,Indiana_502,25,True
166,Hawaii_406,47,True
167,Nebraska_1597,21,True
168,Kentucky_1751,44,False
169,Indiana_804,13,True
170,California_98,21,True
171,Colorado_683,10,True
172,Alaska_1895,24,True
173,Delaware_725,27,True
174,Colorado_1570,33,True
175,Wyoming_960,26,True
176,Colorado_1762,36,True
177,Nevada_612,17,True
178,South Dakota_1966,21,True
179,Missouri_1485,45,False
180,Alaska_642,2,True
181,New York_1792,15,True
182,Delaware_1028,44,False
183,New York_1241,2,True
184,Indiana_502,7,True
185,Illinois_766,36,False
186,Tennessee_397,46,True
187,Kentucky_870,43,True
188,Illinois_794,32,True
189,Arkansas_392,3,True
190,Maryland_206,3,True
191,Texas_1038,33,True
192,South Dakota_1881,45,True
193,New Hampshire_1577,25,True
194,Mississippi_891,37,True
195,Michigan_1484,36,True
196,Wisconsin_1714,35,True
197,Hawaii_1598,19,True
198,Texas_863,45,True
199,Kentucky_742,48,True
200,Alaska_1264,19,True
201,Louisiana_563,33,True
202,Missouri_1020,18,True
203,Vermont_95,27,True
204,Delaware_1923,30,True
205,Maine_1757,31,True
206,Illinois_484,39,True
207,Massachusetts_1430,3,True
208,Colorado_230,22,True
209,Illinois_748,10,True
210,Massachusetts_1678,8,True
211,Maryland_1194,34,True
212,Rhode Island_540,42,True
213,Nevada_1059,18,True
214,Utah_524,12,True
215,Indiana_1183,46,True
216,Ohio_1862,32,True
217,Alaska_1722,2,True
218,Maine_1266,17,True
219,Pennsylvania_1109,12,True
220,Tennessee_1819,7,True
221,California_577,15,True
222,Arizona_681,2,True
223,Arizona_556,27,True
224,Nebraska_1597,26,True
225,Texas_1976,25,True
226,Idaho_1012,12,True
227,Arizona_645,17,True
228,Louisiana_795,1,True
229,Colorado_1051,31,True
230,Maryland_1643,40,False
231,Mississippi_1579,5,True
232,Hawaii_1363,28,True
233,Maryland_1821,28,True
234,Rhode Island_1981,8,True
235,Delaware_1354,14,True
236,New Mexico_1663,6,True
237,Oregon_1529,18,True
238,Virginia_1371,37,True
239,Oklahoma_1496,10,True
240,Nebraska_1254,47,True
241,New York_189,35,True
242,Oregon_1248,35,True
243,Wisconsin_1408,17,True
244,Wisconsin_1400,46,True
245,Rhode Island_1306,27,True
246,Rhode Island_1981,24,True
247,New Mexico_632,10,True
248,Vermont_627,48,True
249,Pennsylvania_972,17,True
250,Arkansas_1768,45,True
251,Florida_1282,33,True
252,Florida_1382,33,True
253,Arkansas_709,17,True
254,Illinois_1479,18,True
255,Nevada_1434,49,True
256,Arkansas_648,44,True
257,Ohio_317,38,True
258,South Dakota_1700,7,True
259,Oregon_1248,49,True
260,Maine_1842,26,True
261,New York_1257,48,True
262,Colorado_683,1,True
263,New Hampshire_663,11,True
264,Alaska_1998,10,True
265,Kentucky_1850,31,True
266,Louisiana_1397,25,True
267,Colorado_1695,1,True
268,Mississippi_1631,43,True
269,North Carolina_1495,3,True
270,Delaware_1256,48,True
271,Arkansas_1715,1,True
272,Idaho_1136,7,True
273,Minnesota_1853,43,True
274,North Carolina_1520,49,True
275,Hawaii_441,14,True
276,Louisiana_563,23,True
277,Mississippi_1291,48,True
278,Michigan_1533,17,True
279,Mississippi_1830,14,True
280,North Dakota_1409,9,True
281,Nebraska_1410,21,True
282,Idaho_1136,45,True
283,New York_1636,2,True
284,New York_1648,32,True
285,Pennsylvania_951,8,True
286,Washington_1104,36,True
287,Minnesota_698,26,True
288,New Mexico_112,37,True
289,South Dakota_1,15,False
290,Maryland_641,34,True
291,Idaho_219,21,True
292,Pennsylvania_1589,23,True
293,West Virginia_854,9,True
294,Idaho_1759,40,True
295,Oregon_1248,26,True
296,Michigan_384,43,True
297,North Dakota_1426,22,True
298,Michigan_1661,13,False
299,Tennessee_1153,25,True
300,Colorado_1076,7,True
301,Tennessee_1707,27,True
302,Virginia_729,15,True
303,Colorado_1695,12,True
304,New Hampshire_1733,45,True
305,Texas_1439,33,True
306,Montana_246,21,True
307,Missouri_835,25,True
308,South Carolina_1462,40,True
309,Maine_202,47,True
310,New York_1207,22,True
311,Delaware_122,14,True
312,Colorado_400,8,True
313,Illinois_766,24,True
314,Massachusetts_293,3,True
315,South Dakota_279,12,True
316,Hawaii_1860,47,True
317,Kentucky_883,22,True
318,Mississippi_1633,16,True
319,Colorado_197,7,True
320,New Mexico_981,18,True
321,Wyoming_1930,45,False
322,Kansas_1534,23,True
323,Mississippi_751,26,True
324,Kansas_143,38,True
325,Missouri_608,2,True
326,Nebraska_1224,2,True
327,Alaska_1147,22,True
328,Delaware_186,38,True
329,Virginia_1349,42,True
330,Pennsylvania_463,28,True
331,New Hampshire_1372,17,True
332,Wisconsin_1794,48,False
333,Utah_659,18,True
334,Iowa_763,2,True
335,Wyoming_954,35,True
336,New York_1955,15,True
337,California_402,15,True
338,Washington_1369,44,True
339,Florida_1986,45,True
340,Kansas_1534,34,True
341,California_146,15,True
342,Montana_1171,18,True
343,Texas_863,13,True
344,Colorado_1734,38,True
345,Tennessee_1843,8,True
346,South Carolina_488,16,True
347,Minnesota_928,20,True
348,New York_1959,26,True
349,New Mexico_1663,35,True
350,New Jersey_550,17,True
351,Hawaii_337,26,True
352,Hawaii_871,18,True
353,Mississippi_640,44,True
354,Oklahoma_1802,7,True
355,Texas_1976,44,True
356,Nevada_472,35,True
357,Louisiana_1969,12,True
358,Alabama_150,47,True
359,Arizona_1438,49,True
360,Hawaii_1321,44,True
361,Maryland_1634,41,True
362,Minnesota_262,1,True
363,Kansas_1787,25,True
364,Kansas_143,16,True
365,Wisconsin_345,15,True
366,Arkansas_623,11,False
367,Colorado_1016,37,True
368,New York_1595,39,True
369,North Dakota_880,3,True
370,South Dakota_1,45,True
371,Wisconsin_896,45,False
372,Nevada_1327,42,True
373,Wisconsin_253,39,True
374,New Hampshire_1675,20,True
375,Maine_452,23,True
376,Colorado_1060,15,True
377,Indiana_1183,18,True
378,Wyoming_1014,39,True
379,California_8,35,True
380,Delaware_1256,29,True
381,Colorado_1122,20,True
382,South Carolina_1682,42,True
383,Kentucky_815,15,True
384,Utah_207,32,True
385,New Mexico_1154,12,True
386,Maryland_403,48,True
387,North Dakota_151,12,True
388,North Dakota_53,25,True
389,Utah_1143,34,True
390,Hawaii_1696,8,True
391,Louisiana_1943,24,True
392,Vermont_627,45,True
393,Kansas_586,1,True
394,New York_1648,25,True
395,Oregon_1991,34,True
396,Arkansas_1443,14,True
397,Virginia_1445,36,True
398,Nevada_103,6,True
399,Indiana_1875,45,True
400,Wisconsin_253,9,True
401,Oklahoma_1250,48,False
402,Michigan_1135,1,True
403,South Carolina_509,9,True
404,Oklahoma_1496,24,True
405,California_98,39,True
406,Indiana_152,18,True
407,Virginia_1884,48,True
408,Georgia_913,39,True
409,Alaska_1919,18,True
410,Colorado_877,41,True
411,Hawaii_337,28,True
412,Indiana_1729,2,True
413,Pennsylvania_821,37,True
414,Georgia_1186,41,True
415,Michigan_1743,36,True
416,Idaho_956,48,False
417,Oklahoma_1704,24,True
418,Washington_160,35,True
419,Virginia_1603,6,True
420,Florida_800,17,True
421,Tennessee_397,30,True
422,Texas_1300,8,True
423,Kentucky_815,42,True
424,Iowa_1939,10,False
425,New Hampshire_1527,16,True
426,Alaska_1919,38,True
427,Nebraska_1415,26,True
428,Texas_1158,31,True
429,Michigan_1218,8,True
430,Colorado_400,35,True
431,Virginia_639,34,True
432,Idaho_1056,10,True
433,West Virginia_687,40,True
434,South Carolina_459,44,True
435,Wyoming_954,12,True
436,Nebraska_1906,41,True
437,Oregon_469,27,True
438,Mississippi_1398,19,True
439,Missouri_1045,26,True
440,Colorado_749,15,True
441,Louisiana_1693,31,True
442,Maine_37,46,True
443,Utah_229,37,True
444,Wyoming_1388,18,False
445,Kentucky_562,29,True
446,North Carolina_437,44,False
447,Arkansas_1799,27,True
448,Rhode Island_1306,38,False
449,Vermont_26,20,True
450,Montana_225,21,True
451,Texas_1300,29,True
452,West Virginia_797,43,False
453,Maryland_1632,15,True
454,West Virginia_283,22,True
455,Massachusetts_878,23,True
456,Kansas_959,4,True
457,Alaska_1504,24,True
458,Maine_452,14,True
459,Hawaii_1019,37,True
460,Missouri_1852,21,True
461,Kentucky_815,43,True
462,Mississippi_658,39,True
463,South Dakota_1539,13,True
464,Illinois_546,19,True
465,Oregon_1215,26,True
466,North Dakota_1072,36,True
467,West Virginia_1535,44,True
468,Rhode Island_16,46,True
469,Wyoming_1195,33,True
470,Virginia_1243,40,True
471,Wisconsin_157,16,True
472,Tennessee_476,19,True
473,Virginia_1069,37,True
474,Colorado_1396,14,True
475,Illinois_517,44,True
476,California_98,44,True
477,Tennessee_1915,30,True
478,Arkansas_1768,31,False
479,Colorado_1060,20,True
480,South Dakota_279,44,True
481,New Hampshire_1372,43,True
482,South Dakota_496,47,True
483,Texas_301,7,True
484,Nebraska_180,42,True
485,Pennsylvania_606,37,True
486,Colorado_1122,47,True
487,Nebraska_699,2,True
488,New Hampshire_992,22,True
489,Colorado_1139,13,True
490,Wisconsin_190,46,True
491,Louisiana_252,38,True
492,Texas_980,31,True
493,New Hampshire_927,1,True
494,New Mexico_1184,47,True
495,Virginia_1279,43,True
496,Rhode Island_1346,13,False
497,Idaho_127,17,True
498,Wisconsin_17,4,True
499,Kansas_1816,43,True
500,Georgia_1758,31,True
501,Oklahoma_565,33,True
502,Washington_569,14,True
503,Rhode Island_1346,21,True
504,Alaska_1895,22,True
505,New York_685,5,True
506,Connecticut_1815,37,True
507,Ohio_625,32,True
508,Maryland_1311,3,True
509,South Dakota_1966,41,True
510,Virginia_853,13,True
511,Montana_1686,11,True
512,New York_961,42,True
513,Missouri_1662,38,True
514,Illinois_154,24,True
515,North Carolina_489,9,True
516,North Dakota_1409,13,True
517,North Dakota_784,22,True
518,Pennsylvania_1127,18,True
519,Virginia_1952,10,True
520,New Jersey_1416,47,True
521,Ohio_1834,12,True
522,Rhode Island_245,30,True
523,Nevada_1199,47,True
524,North Carolina_1062,46,True
525,Wisconsin_1500,19,True
526,Tennessee_1705,19,True
527,Alaska_758,10,True
528,Hawaii_537,1,True
529,Michigan_1890,7,True
530,South Carolina_1841,11,True
531,Hawaii_920,4,True
532,Alaska_407,36,False
533,Utah_524,21,True
534,New Mexico_827,22,True
535,Oregon_1529,10,True
536,Massachusetts_902,23,True
537,Louisiana_1848,5,True
538,Florida_35,48,True
539,Wyoming_684,12,True
540,Ohio_19,30,True
541,Arizona_320,33,True
542,Arkansas_1799,37,True
543,Nevada_511,18,True
544,Pennsylvania_399,4,True
545,Oklahoma_653,27,True
546,Mississippi_971,47,True
547,Nebraska_1906,23,False
548,North Dakota_470,6,True
549,Mississippi_1166,7,True
550,West Virginia_1115,19,True
551,Connecticut_1377,46,True
552,Indiana_833,15,False
553,Nebraska_1823,48,True
554,Hawaii_726,22,True
555,Oregon_1982,32,True
556,Virginia_853,15,True
557,Oklahoma_50,6,True
558,Ohio_1688,6,True
559,North Carolina_1721,6,True
560,Massachusetts_574,12,True
561,Illinois_1213,2,True
562,Alabama_1148,25,True
563,Wisconsin_149,4,True
564,Kentucky_313,6,True
565,Washington_569,42,True
566,Delaware_1365,37,True
567,Wyoming_304,38,True
568,Arkansas_1715,14,True
569,Arizona_681,47,True
570,Nevada_837,19,True
571,Alaska_1806,7,True
572,Maine_1077,18,True
573,Massachusetts_1002,44,True
574,Maryland_443,8,True
575,Nevada_612,28,True
576,New Hampshire_992,21,True
577,New Mexico_263,35,False
578,Colorado_1076,47,True
579,New York_1595,10,True
580,Arkansas_1003,28,True
581,Maryland_1643,19,True
582,Maine_4,44,False
583,Massachusetts_1126,35,True
584,Alabama_1219,28,True
585,Nevada_773,46,True
586,Florida_876,49,True
587,South Carolina_991,3,True
588,Kentucky_883,39,True
589,Wisconsin_1373,27,True
590,Georgia_46,17,True
591,Oklahoma_866,15,True
592,Utah_822,42,True
593,Washington_935,39,True
594,Tennessee_1843,22,True
595,Maryland_655,20,True
596,North Carolina_268,27,True
597,Wyoming_369,35,True
598,Louisiana_635,47,True
599,New Jersey_1129,5,True
600,Louisiana_1693,2,True
601,South Carolina_1682,41,True
602,South Dakota_656,45,True
603,Alabama_119,20,True
604,Vermont_830,7,True
605,Alaska_1810,36,True
606,Arizona_1627,8,True
607,New Mexico_1081,27,True
608,Oklahoma_1974,6,True
609,Washington_1369,24,True
610,West Virginia_740,36,True
611,Maryland_1497,5,False
612,California_116,20,True
613,Minnesota_1853,20,True
614,Delaware_790,41,True
615,Delaware_1150,40,True
616,New Jersey_1416,34,True
617,Vermont_1931,39,True
618,Idaho_1012,10,True
619,Washington_1664,3,True
620,New Mexico_1081,49,False
621,Utah_633,34,True
622,Oregon_512,35,True
623,Arkansas_1774,37,True
624,Nevada_801,45,True
625,Idaho_1119,45,True
626,Michigan_1661,38,True
627,Rhode Island_1141,46,False
628,Louisiana_559,23,True
629,Mississippi_1624,37,True
630,Kentucky_487,21,True
631,Minnesota_1260,27,True
632,Vermont_1908,1,True
633,Wisconsin_896,9,True
634,Indiana_1295,3,True
635,Kansas_1212,38,True
636,West Virginia_703,36,True
637,South Carolina_1470,34,True
638,Texas_580,30,True
639,New York_789,31,True
640,Missouri_860,30,True
641,Montana_246,16,True
642,Florida_1986,29,True
643,Nevada_1099,6,True
644,Virginia_153,14,True
645,Colorado_1679,10,True
646,Minnesota_1458,24,True
647,Oregon_996,36,True
648,Pennsylvania_1109,24,True
649,North Carolina_696,7,True
650,Connecticut_1308,49,True
651,Utah_1997,37,True
652,Virginia_1243,46,True
653,Arkansas_1092,48,True
654,Georgia_1070,40,True
655,Missouri_1008,48,True
656,Colorado_93,38,True
657,Virginia_1773,25,True
658,Nebraska_957,43,True
659,Kentucky_1011,34,False
660,Maine_452,1,True
661,Pennsylvania_1227,28,True
662,Arkansas_911,41,True
663,Utah_217,29,True
664,Indiana_473,32,False
665,Connecticut_431,5,True
666,Florida_340,34,True
667,New Jersey_550,46,True
668,Maine_1635,26,True
669,Kansas_1312,13,True
670,Michigan_1277,12,True
671,Maine_1757,22,True
672,New Mexico_356,9,True
673,Utah_22,6,True
674,Arkansas_1785,36,True
675,Kansas_521,10,True
676,Massachusetts_1781,37,True
677,Hawaii_1860,32,True
678,Nebraska_1123,4,True
679,Nevada_801,4,True
680,Georgia_1203,13,True
681,Alaska_1246,16,True
682,Idaho_1929,43,True
683,South Carolina_761,26,True
684,South Carolina_1682,33,True
685,Hawaii_441,4,True
686,Mississippi_1631,26,True
687,Vermont_768,9,True
688,Montana_1015,41,True
689,Connecticut_1348,11,True
690,Arkansas_515,5,True
691,Connecticut_1039,38,True
692,Iowa_791,32,True
693,Maryland_335,29,True
694,Kentucky_1782,38,True
695,Pennsylvania_257,40,True
696,South Dakota_496,28,True
697,South Carolina_895,24,True
698,Alabama_159,19,True
699,North Dakota_1498,1,True
700,Texas_851,5,True
701,Michigan_1687,23,True
702,Vermont_1931,19,True
703,Michigan_689,2,False
704,Alaska_1698,48,True
705,West Virginia_379,2,True
706,Nevada_1568,9,True
707,Virginia_1952,18,True
708,Idaho_956,16,True
709,Virginia_690,39,True
710,Montana_1450,9,True
711,New York_1636,44,True
712,Mississippi_1291,23,True
713,Maine_1858,33,True
714,North Carolina_1600,38,True
715,Tennessee_1440,34,True
716,Ohio_1191,26,True
717,Maryland_1865,17,True
718,Iowa_1066,14,True
719,Mississippi_1579,13,True
720,Arkansas_284,22,True
721,Kansas_396,43,True
722,Wyoming_11,48,True
723,Delaware_1630,18,True
724,California_1325,20,False
725,New Hampshire_1921,30,True
726,Utah_1276,35,True
727,North Dakota_498,33,True
728,Montana_753,46,True
729,Alabama_34,17,True
730,Hawaii_726,35,True
731,New Mexico_848,12,True
732,Maryland_89,2,True
733,Kentucky_775,34,True
734,Massachusetts_604,12,True
735,Virginia_1945,26,True
736,Delaware_969,32,True
737,Oregon_1625,21,True
738,Wyoming_1021,5,True
739,Louisiana_417,28,True
740,Kentucky_114,23,True
741,Idaho_616,48,True
742,Rhode Island_1926,32,True
743,Alabama_1219,5,True
744,Colorado_825,35,True
745,Wisconsin_1524,6,True
746,Alabama_1649,19,True
747,Arkansas_1516,44,True
748,North Carolina_1098,40,True
749,Texas_412,6,True
750,Virginia_1399,14,True
751,Arkansas_1443,3,False
752,North Dakota_728,11,True
753,Texas_1300,39,True
754,Missouri_1020,41,True
755,Tennessee_760,24,True
756,New Hampshire_675,43,True
757,North Dakota_1417,45,True
758,New Jersey_1892,18,True
759,Oregon_456,31,True
760,Kentucky_919,10,True
761,Mississippi_191,26,True
762,New Hampshire_738,29,True
763,Ohio_1712,2,False
764,Colorado_1122,30,True
765,Colorado_1571,39,True
766,Colorado_977,47,True
767,Missouri_1008,10,True
768,Vermont_95,12,True
769,Michigan_1687,20,True
770,Kansas_662,41,True
771,Illinois_1213,19,True
772,Idaho_1759,6,True
773,North Dakota_36,23,True
774,Nebraska_1803,19,True
775,Michigan_1392,31,True
776,Illinois_1718,33,True
777,Virginia_1548,2,True
778,Iowa_278,15,True
779,New Mexico_216,11,True
780,Oklahoma_866,26,True
781,North Carolina_872,18,True
782,Maryland_1821,1,True
783,Maine_1296,32,True
784,Utah_1904,4,True
785,New Jersey_61,22,True
786,Wyoming_595,36,True
787,Alabama_1903,29,True
788,North Dakota_728,36,True
789,Delaware_1365,33,True
790,Kansas_396,39,True
791,Minnesota_698,14,True
792,Illinois_1042,48,True
793,Nevada_176,47,False
794,Maine_1635,37,True
795,Kansas_395,45,True
796,Mississippi_444,5,True
797,Delaware_1256,22,True
798,Alabama_1938,5,True
799,Wisconsin_75,37,True
800,Texas_264,38,True
801,Arkansas_454,46,True
802,Tennessee_1819,34,True
803,Alabama_717,15,True
804,Rhode Island_734,48,True
805,Wisconsin_1407,37,True
806,Montana_1587,27,True
807,Rhode Island_850,48,True
808,Oregon_1529,1,True
809,Kansas_1390,29,True
810,Kansas_143,8,True
811,Delaware_884,33,True
812,Arkansas_1092,7,True
813,Colorado_1122,29,True
814,Kansas_395,31,True
815,Oregon_1048,38,True
816,Oregon_947,8,True
817,West Virginia_890,31,True
818,Maine_1492,37,True
819,Kentucky_1507,15,True
820,Kentucky_1588,32,True
821,Florida_1174,26,True
822,Vermont_1167,48,True
823,Arizona_568,49,True
824,North Carolina_1062,11,True
825,Texas_108,23,True
826,Oregon_1716,34,True
827,Utah_1065,33,True
828,Alaska_1209,17,True
829,Delaware_934,33,True
830,Tennessee_397,2,True
831,Alaska_1246,49,True
832,Utah_633,4,True
833,Vermont_1156,12,True
834,Georgia_1186,29,True
835,Washington_1238,42,True
836,Wisconsin_732,42,True
837,Montana_234,47,True
838,Colorado_1866,43,True
839,Vermont_657,39,True
840,Nebraska_750,42,True
841,Delaware_587,19,True
842,West Virginia_1032,2,True
843,Connecticut_1097,7,True
844,North Dakota_953,46,True
845,Texas_491,22,True
846,Illinois_912,11,True
847,Utah_1276,33,False
848,Tennessee_1253,20,True
849,Rhode Island_1542,5,True
850,Georgia_1197,4,True
851,Georgia_1676,14,True
852,Ohio_1191,3,True
853,Idaho_169,18,True
854,New Jersey_1416,27,True
855,North Carolina_945,4,True
856,Illinois_794,3,True
857,Utah_633,27,True
858,Arkansas_1217,28,True
859,Texas_1540,22,True
860,Mississippi_28,42,True
861,Kansas_1188,29,True
862,Virginia_1445,16,True
863,New York_338,35,True
864,New Jersey_1671,19,True
865,South Dakota_1519,30,True
866,Wyoming_1388,15,True
867,Pennsylvania_1856,5,True
868,Delaware_1365,31,True
869,Idaho_499,43,True
870,South Carolina_1680,31,True
871,Wyoming_510,9,True
872,Arkansas_1350,13,True
873,New Mexico_216,43,True
874,Arizona_1324,21,True
875,New Jersey_1155,46,True
876,North Carolina_1827,31,True
877,Oklahoma_1093,1,True
878,Pennsylvania_1275,41,True
879,Arizona_1438,13,True
880,Alaska_1810,34,True
881,Mississippi_444,36,True
882,New Jersey_875,16,True
883,Vermont_1205,10,True
884,Mississippi_166,38,True
885,Florida_90,41,False
886,South Dakota_713,34,True
887,South Dakota_1881,25,True
888,North Dakota_1554,1,True
889,Mississippi_38,12,True
890,Montana_1149,22,True
891,Vermont_1474,22,True
892,Connecticut_172,48,True
893,Kentucky_652,2,True
894,Montana_753,45,True
895,Virginia_1243,8,True
896,Michigan_1661,33,True
897,New Mexico_1081,5,True
898,Nebraska_1683,10,True
899,California_475,3,True
900,Maryland_455,11,True
901,Florida_828,30,True
902,Kentucky_894,28,True
903,Illinois_1384,5,True
904,Louisiana_1958,12,True
905,Tennessee_1024,44,True
906,Connecticut_386,45,True
907,Illinois_1996,29,True
908,Oregon_347,26,True
909,New York_189,29,True
910,West Virginia_504,29,True
911,Maine_1214,14,True
912,Alabama_1531,36,True
913,Michigan_1392,35,True
914,Wyoming_1432,49,True
915,Tennessee_823,8,True
916,Minnesota_928,16,False
917,New York_933,43,True
918,West Virginia_1140,5,True
919,West Virginia_133,16,True
920,Vermont_57,41,True
921,Mississippi_1579,13,True
922,Wyoming_684,8,True
923,Kansas_671,26,True
924,Connecticut_172,5,True
925,Missouri_1852,9,True
926,Maine_814,38,True
927,Maryland_1172,2,True
928,Maryland_79,7,True
929,Massachusetts_885,30,True
930,North Carolina_1236,17,True
931,Maine_202,44,True
932,Iowa_763,31,True
933,Louisiana_1252,1,True
934,Oregon_1699,28,True
935,Oklahoma_1250,30,True
936,South Carolina_1682,47,True
937,West Virginia_1555,31,True
938,Vermont_1464,24,True
939,Virginia_1425,31,True
940,Georgia_46,11,True
941,Delaware_1256,42,True
942,Delaware_1328,16,True
943,Oregon_1549,9,True
944,Mississippi_1166,30,True
945,Arizona_1438,12,True
946,Pennsylvania_1536,47,True
947,Colorado_1396,16,True
948,Pennsylvania_1589,33,True
949,Virginia_1909,6,True
950,Florida_1282,45,True
951,Maryland_655,1,True
952,North Dakota_470,13,True
953,Texas_1976,37,True
954,Montana_970,35,True
955,Rhode Island_1035,44,True
956,Wisconsin_1353,26,True
957,Utah_735,42,True
958,Virginia_783,9,True
959,Utah_967,17,True
960,Oklahoma_357,38,True
961,Mississippi_971,46,True
962,Montana_1431,35,True
963,Kentucky_667,25,True
964,Arkansas_372,7,True
965,Nevada_1031,41,True
966,Nevada_1145,47,True
967,Virginia_1371,31,True
968,New Hampshire_675,32,True
969,Maryland_89,48,True
970,New Jersey_1671,19,True
971,California_697,17,True
972,Arizona_1339,6,True
973,Delaware_1201,25,True
974,Utah_539,33,True
975,Tennessee_731,19,True
976,Pennsylvania_868,15,True
977,New York_40,35,True
978,New Mexico_739,49,True
979,Alaska_1727,32,True
980,Minnesota_1946,38,True
981,New York_501,36,True
982,California_958,32,True
983,Utah_1168,32,True
984,Nebraska_1224,40,True
985,Minnesota_928,36,True
986,Alaska_1747,34,True
987,West Virginia_460,10,True
988,Tennessee_731,44,True
989,Mississippi_751,33,True
990,Delaware_924,44,True
991,Texas_908,10,True
992,North Dakota_1581,44,True
993,Colorado_1570,35,True
994,Utah_1276,22,True
995,Minnesota_389,23,True
996,Oklahoma_1617,7,True
997,Georgia_882,21,True
998,Wyoming_255,1,True
999,Wisconsin_708,13,True
1000,Arizona_1838,9,True
1001,Utah_1944,48,True
1002,California_449,47,True
1003,North Carolina_9,20,True
1004,Tennessee_823,47,True
