DistrictID,DistrictName,StateID,Active
231,Ronaldtown_1125,88954,True
232,Lynnville_283,10682,True
233,Dustinland_2135,66804,True
234,Robertsshire_1865,42994,True
235,Garciaport_1438,4195,True
236,Lake Nathan_720,51160,True
237,Robertmouth_1300,34687,True
238,Marymouth_1185,32591,True
239,South Jerry_672,57098,True
240,Port Kristen_2931,75459,True
241,West Crystalview_2120,23179,True
242,Patrickstad_2295,76201,True
243,North Susan_2837,80228,True
244,Perezmouth_2075,14012,True
245,Rangelborough_2595,13307,True
246,East Jennifer_2857,74278,True
247,East Herbertstad_2143,10932,True
248,Burgessborough_1474,95462,True
249,Lake Tommystad_1331,99795,True
250,Markchester_2423,87455,True
251,Josephville_2881,55130,True
252,Barkerbury_1306,91059,False
253,Zacharyfurt_1211,73484,False
254,New Patriciachester_727,3580,True
255,Lake Bryanview_2007,64645,True
256,Meganview_1610,50051,True
257,New Kevinview_2261,59371,True
258,East Jonathan_1410,13168,True
259,Gonzalezfort_1842,37409,True
260,West Seanstad_82,24040,True
261,Mejiachester_2110,64272,True
262,West Tiffanyview_2148,83662,True
263,East Louisfurt_377,11510,True
264,South Jeffreybury_1652,50431,True
265,Williamston_1712,21666,True
266,Juliestad_2862,1950,True
267,Lake Emilymouth_1879,22465,True
268,Lake Johnton_2204,24013,True
269,Stoutfurt_501,61292,True
270,Timothyfurt_1250,28091,False
271,Smithstad_2820,91017,True
272,Lake Seanville_16,27230,False
273,Danielport_2599,87818,True
274,Hunterberg_2873,27620,True
275,New Dylanmouth_2512,16497,True
276,New Karen_2733,15979,True
277,West Diana_888,74212,True
278,Harristown_2154,10955,True
279,South Kimberly_845,2172,True
280,North Cheryl_2913,84621,True
281,West Hunter_1498,81582,True
282,North Barbara_2914,15083,True
283,South Brandon_2917,48773,True
284,North Gregory_1851,21271,True
285,Cindyfurt_712,99535,True
286,Port Williamfort_1513,75725,True
287,Hoshire_2499,31221,True
288,North John_2605,77115,True
289,North Annetteburgh_2982,88764,False
290,Harveyfort_2049,294,True
291,Deannaland_737,38104,True
292,West Richardview_2788,15970,True
293,Hallmouth_1598,89048,True
294,Woodsberg_379,37398,True
295,Sanchezfort_1614,40992,False
296,West Scottstad_2962,106,True
297,South Alexis_1030,95010,True
298,East Tammy_1915,37533,True
299,Lorrainemouth_871,22627,True
300,South Tamarashire_2326,61191,True
301,Port Ashleyshire_2905,42969,True
302,Carterfurt_305,14893,True
303,New Jacobton_2896,10281,True
304,North Christopher_2679,71600,True
305,Lake Courtneybury_1075,7223,True
306,Port Jennifer_586,23800,True
307,Jenkinstown_1352,93746,True
308,East Denise_680,12087,True
309,Martinezside_2305,55354,True
310,East Laurafurt_2895,98389,True
311,South Catherineport_2293,89671,True
312,Colebury_2106,48141,True
313,South David_413,79317,True
314,Sanchezfort_1614,54069,True
315,Christyport_2236,36692,True
316,Jamiefurt_1984,16753,True
317,Fisherchester_849,15645,True
318,Royfurt_78,99109,True
319,Lake James_1993,45924,True
320,Port Cheyenneberg_2290,71050,True
321,Valenciafort_2737,89401,True
322,Veronicaborough_2248,11731,True
323,Butlerchester_879,82608,True
324,Joshuastad_739,96378,True
325,Port Karen_94,26063,True
326,New Stephenville_1164,13451,True
327,Harringtontown_555,57359,True
328,South Eduardo_2299,16237,True
329,North Frankton_2249,59364,True
330,Erikmouth_2276,35225,True
331,New Wesley_1457,47623,True
332,South Jacob_1657,77345,True
333,East Natashaberg_2554,19400,True
334,Floresstad_296,140,True
335,Port Karen_94,39540,True
336,Brenthaven_2237,80869,False
337,West Erik_1579,99689,True
338,Williamsland_2337,12070,True
339,New Brenda_1335,92048,True
340,Shirleyville_1046,58269,True
341,North Christine_677,40444,True
342,Rossport_1153,64584,True
343,Jenniferchester_1187,76057,True
344,Valerieland_1691,99483,True
345,West Melissafurt_964,7144,True
346,Palmerburgh_887,60819,True
347,Rebeccafurt_2959,95475,True
348,Andrewview_2009,62141,True
349,Willischester_238,77956,True
350,New Todd_271,80904,True
351,Bettychester_1620,48797,True
352,North Lisaport_2978,43714,True
353,Parsonsland_329,78976,True
354,Lake Adriana_2234,2067,True
355,Sabrinastad_526,59717,True
356,New Joshuaview_980,99546,True
357,Hallfort_2950,5327,True
358,New Rachelstad_1189,589,True
359,Amandaport_1675,70489,True
360,West Anna_1387,81797,True
361,Robertfurt_2265,74885,True
362,Harmonstad_1994,71711,True
363,Mooreberg_2200,81478,True
364,Floresburgh_1045,8720,True
365,Johnfurt_2041,13889,True
366,North Richardborough_2413,62543,True
367,Garrettland_915,93895,True
368,Scottbury_1392,54886,True
369,Jacksonville_518,10885,False
370,Atkinsland_1369,58539,False
371,Danielview_1938,92818,True
372,Dustinmouth_1446,36045,True
373,Penashire_316,93191,True
374,Reginaside_1643,75598,True
375,Sparksmouth_2825,16512,True
376,Landryview_820,66244,True
377,Davidfort_2709,85172,True
378,Jamesside_1074,75295,True
379,New David_673,50572,True
380,Fisherchester_849,68253,True
381,Crystalland_2683,15598,True
382,Lake Sarah_1770,73923,True
383,North Deborahfort_1775,9267,True
384,North Andrew_2083,63494,True
385,East Stevenville_773,88896,True
386,Reginaside_1643,3899,True
387,South Sarah_2948,61927,True
388,West Erikside_2398,27983,True
389,Conwaytown_2439,16053,True
390,East Wendy_590,72559,True
391,Popeshire_823,88891,True
392,Kayleemouth_2303,34696,False
393,North Mikeberg_1203,93782,True
394,Lake Mariaberg_2668,21619,True
395,East Charles_2721,91135,True
396,North Stephanie_519,9815,True
397,Port Abigail_274,24946,True
398,Davidstad_1570,81452,False
399,Lake Kellychester_655,75630,True
400,West Joshua_703,89605,True
401,Johnfort_2133,38498,True
402,Port Jennifer_586,83594,True
403,East Robert_2461,78293,True
404,Sarahshire_1824,45071,True
405,Rogersmouth_260,42392,True
406,South Jennifer_950,94393,True
407,Lake Ryanmouth_1944,5195,True
408,East Matthewview_1761,98307,True
409,Juliashire_454,28110,True
410,Hayesborough_1560,1082,True
411,Jamesview_2912,14290,True
412,East Justin_1781,83203,True
413,Rodriguezside_2704,32700,True
414,North Williamstad_348,8872,True
415,Gardnermouth_1145,83062,True
416,South Nicoleville_223,70140,True
417,North Christopher_2679,3168,True
418,Lake Michael_1084,88124,True
419,Lake Gary_168,47473,True
420,East Robert_2461,70220,True
421,Atkinsonport_2274,36505,True
422,East Alice_1160,78717,True
423,Reyesbury_185,53792,False
424,East Stuartside_2462,29308,True
425,East Franciscofort_2267,97724,True
426,Julietown_2445,56486,True
427,Lake Gregory_1082,32292,True
428,Hernandeztown_2848,11139,True
429,West Tanyashire_1127,87786,True
430,Courtneyborough_1167,58190,True
431,Haleymouth_1912,95585,True
432,North Rhonda_514,96531,True
433,West Williamberg_2026,99224,True
434,Lambchester_1098,70151,True
435,Alvaradoberg_2425,24619,True
436,Taylorside_1152,41056,True
437,West Johnmouth_2890,33534,True
438,West Elizabeth_631,93737,True
439,New Timothychester_2667,97520,False
440,Jenniferland_2938,51862,True
441,North Annetteburgh_2982,25791,True
442,South Andrew_2345,63417,False
443,Port Williamfurt_868,93017,True
444,Castilloport_430,38244,True
445,West Sara_480,85944,True
446,Thomasport_1007,53790,True
447,Moodyton_1114,4074,True
448,Alexandrastad_353,90095,True
449,Debbieberg_1451,57028,True
450,Martinezview_2467,61688,True
451,Berryhaven_1623,92556,True
452,Piercestad_1342,76862,True
453,Rossport_1153,137,True
454,Perezfurt_1346,12949,True
455,Susanshire_2419,86300,True
456,South Lisa_1863,61170,True
457,Lake Paulchester_228,41111,True
458,West James_681,75471,True
459,Port Dawnmouth_2773,85165,True
460,North Marissa_1755,44620,True
461,Lake James_1077,58725,True
462,Amandaport_1675,32912,True
463,Port Ronald_2728,54125,True
464,East Kenneth_2482,55401,True
465,East Mark_2644,83090,True
466,West Kenneth_2628,54988,True
467,New Tracey_2059,32752,True
468,New Susan_2787,75768,True
469,South Katelyn_2638,69244,False
470,West Pamela_925,91362,True
471,Crystaltown_230,92105,True
472,Johnsonborough_1506,30678,True
473,Lake Christopherbury_390,7040,True
474,Fergusonberg_2719,47639,False
475,West Tinachester_928,45702,False
476,Jeremyview_1444,93893,True
477,North Ebonybury_2530,89383,True
478,Florestown_2051,82059,True
479,Port Matthewbury_14,84506,True
480,Heatherview_2454,14394,True
481,North Melanieview_2144,49155,True
482,Floresstad_296,65234,True
483,New Sarahville_652,32273,True
484,Grantchester_2080,47757,True
485,Theodoremouth_554,63268,True
486,Curtischester_513,53132,True
487,Sarahmouth_2134,94239,True
488,Figueroafort_2720,44654,True
489,Yvonneton_2582,50030,True
490,Simpsonhaven_4,18599,True
491,Jamesmouth_2124,44118,True
492,East Craig_1537,53929,True
493,Gilmorebury_2547,48027,True
494,East Louisfurt_377,93297,True
495,West Ronniefort_272,424,True
496,East Jessicafort_1304,85256,True
497,Lynnfurt_96,56834,True
498,West Mary_1085,22342,True
499,Port Julie_2780,1381,True
500,Lake Barbara_641,93465,True
501,Robertmouth_1886,59352,True
502,New Cassandra_2318,15933,True
503,North Carolyn_265,19110,True
504,Russellbury_2149,75371,True
505,Micheleburgh_1697,50326,True
506,Sherrytown_106,67437,False
507,Hartmanbury_1023,36477,True
508,Kellychester_588,83807,True
509,Lake Lee_1724,93973,True
510,Port Charlestown_1853,6336,True
511,Rivaschester_2005,47824,True
512,Rebeccafurt_2959,29695,True
513,South Diana_58,95746,True
514,Stephaniemouth_989,65358,True
515,East Juliehaven_1332,86765,True
516,South Ashleyborough_247,30891,True
517,Port Casey_39,38557,True
518,Avilafurt_1962,54679,True
519,Harrisville_1976,65715,True
520,Jessicaside_2017,11586,True
521,Vincenthaven_885,65860,True
522,Davisbury_1262,13865,True
523,North Kaitlynchester_1368,69450,True
524,Alexandrastad_353,74391,True
525,Collinberg_1700,45735,True
526,Port Madison_2573,5718,True
527,South Jeffreytown_1133,72667,True
528,Jameschester_649,2154,True
529,Johnnyburgh_620,96979,True
530,Sanchezfort_1614,74329,True
531,Royfurt_78,22661,True
532,Sandraville_2469,77248,True
533,Mayberg_2687,21151,True
534,North Andrew_2083,63897,True
535,Williamsfort_2229,42049,True
536,Brianview_779,14026,True
537,South Cindytown_2650,56218,True
538,Rodriguezburgh_2490,63770,True
539,Lake Matthewfurt_287,29542,False
540,West John_232,53769,True
541,Greenemouth_41,18218,True
542,Port Alvin_1575,86364,True
543,West Daniel_903,21700,False
544,Mollyside_490,50346,True
545,Harrisfort_1639,77981,True
546,Lake Seanshire_654,15855,True
547,South Jerry_672,3321,True
548,Woodsbury_932,35030,True
549,Lake Terrychester_2538,51989,True
550,South Chelsea_2158,29122,True
551,Taylorside_1152,74754,True
552,North Carrietown_2706,15131,True
553,West Daniel_1000,48144,True
554,Smithtown_984,61752,True
555,Boydburgh_197,52198,True
556,West Adambury_1733,37111,True
557,South James_2308,37126,True
558,East Laurafurt_2895,30589,True
559,Castanedaville_2277,81049,True
560,Kellyland_1831,35200,True
561,Grantmouth_2366,48924,True
562,Kellertown_268,57499,True
563,North Tracytown_831,88485,True
564,Port Lisa_1928,60340,True
565,West Tiffanyview_2148,2744,True
566,West William_1426,68645,True
567,West James_675,83927,True
568,West Andreaberg_1840,40004,True
569,Port Amber_403,53473,True
570,Leeborough_781,21886,True
571,Knightport_2266,31878,True
572,Lyonsshire_1384,90953,True
573,Andersonville_426,74353,True
574,Katherineside_1644,84548,True
575,Martinstad_568,94620,True
576,Andreaburgh_1799,91410,False
577,Lake William_1216,32857,True
578,South Danielborough_2421,22308,True
579,Santosmouth_2114,44116,True
580,Port Vincent_1634,84122,False
581,South Benjamin_149,39603,True
582,Lake Seanshire_654,55882,True
583,East Elizabeth_2095,69400,True
584,Lake Kelly_1037,97780,True
585,Port Eric_141,50035,True
586,Alexandrafurt_1398,48985,True
587,East Justin_1781,18803,True
588,Marisaside_276,472,True
589,East Haleymouth_2592,43867,True
590,Burnsburgh_328,36392,True
591,Amyfurt_2034,82587,True
592,East Dannyton_994,59938,True
593,Jessicamouth_1521,23830,True
594,Vaughnton_860,48060,True
595,Port Casey_39,45740,True
596,Webbstad_1558,45214,True
597,North Darryl_233,73484,True
598,Valdezfurt_1286,26773,True
599,North Aaronville_866,87070,True
600,Jenniferland_1312,5613,True
601,West Pamela_925,99236,True
602,Washingtonville_255,2985,True
603,North Sherryton_2614,74466,True
604,South Saraville_686,78904,True
605,Kimberlyville_2590,57242,True
606,Port Jenniferview_2999,24544,True
607,North Josephtown_256,1356,True
608,Port Ronald_2728,6589,False
609,Davisville_2916,41835,True
610,Waltonhaven_2210,93245,True
611,South Bradley_1215,54300,False
612,Grahamton_2612,82165,True
613,Port Masonborough_306,56996,True
614,Adamsberg_2550,43171,True
615,Port Brianshire_1409,48243,True
616,Kayleeville_1996,57730,True
617,Suzanneland_1901,38287,True
618,Kariburgh_1641,4109,True
619,Jillhaven_1874,36954,True
620,Thompsonfurt_1400,46280,True
621,North Michellestad_219,32033,True
622,New Amy_2726,4330,True
623,Watsonstad_2020,41120,True
624,North Alexander_551,95843,True
625,Valdeztown_174,1392,True
626,Alvaradomouth_1565,60486,True
627,New Roy_2279,46563,True
628,East Robert_1805,85691,True
629,South Michael_2426,70267,True
630,North Angela_344,42277,True
631,Glasston_2902,41857,True
632,Lake Julian_497,33005,True
633,Lambmouth_1247,77416,True
634,Port Jennifer_586,40362,True
635,Lake Tyler_2449,27197,True
636,North Michaelchester_954,41379,True
637,Castilloport_430,58639,True
638,Audreyside_1469,8628,True
639,Grayshire_904,89891,True
640,Jackiefurt_2052,5472,True
641,New Patriciachester_727,69447,True
642,East Victoria_436,48001,True
643,Port Michael_700,89524,True
644,Robertmouth_1141,18029,False
645,Jacobsbury_132,19363,True
646,East Joshuaside_2779,74635,True
647,Villafort_897,79455,True
648,South Diana_58,61213,True
649,North Ann_726,93450,True
650,New Stephenville_1164,29817,True
651,North Jasontown_257,19125,True
652,East Kevin_1502,5572,True
653,Lake Trevor_2252,50947,True
654,North Ericaside_21,75892,True
655,Bruceton_2951,29410,True
656,Lake Evan_346,40931,True
657,East Paulashire_1043,98147,True
658,Mollyside_490,80081,True
659,Port Brianshire_1409,79099,True
660,Masseyborough_2167,76182,True
661,North Troystad_688,82491,True
662,Larachester_1904,77435,True
663,Barbaraborough_2405,28484,True
664,East Aaron_1176,87880,True
665,West Markport_2230,68646,True
666,Jamesfort_1896,74943,True
667,Anthonytown_2516,50975,True
668,Shermanborough_1715,44595,True
669,New Elizabeth_297,49058,True
670,West Amber_1661,78992,True
671,Watersborough_1423,55494,True
672,Lake Christopher_1519,39803,True
673,Moodyton_1114,52529,True
674,Kimberlytown_981,37333,True
675,Atkinsland_1369,343,True
676,South Julie_941,93788,True
677,East Dana_2901,80124,True
678,Port Sara_2872,71282,True
679,Jacquelineville_650,78014,True
680,Griffithfort_530,90849,True
681,Jonathantown_1477,553,True
682,East Robertview_2534,35146,True
683,Stoutfurt_501,78847,True
684,North Mirandamouth_1296,67125,True
685,Hernandezberg_2186,63817,True
686,Port Melissa_1204,26946,True
687,South Timothy_875,25226,True
688,Campbellside_216,75823,True
689,Steelechester_535,98101,True
690,Rodriguezside_2704,55949,True
691,Amyfurt_2034,47202,True
692,Kellychester_588,29657,True
693,Stephenburgh_1258,52930,True
694,Sarahmouth_2138,91502,True
695,Marychester_662,41293,True
696,Jessicachester_2829,19341,True
697,Michaelbury_2458,42031,True
698,Oliviaburgh_2494,40965,True
699,West Joshuastad_1218,7405,True
700,Lake Christopher_1548,92798,True
701,New Timothyberg_929,4871,True
702,Rickeyburgh_2553,41885,True
703,Sandrafurt_1887,9206,True
704,East Coreyburgh_1729,54717,True
705,Lorrainemouth_871,93986,True
706,South Daniel_114,5455,True
707,Goodwintown_2675,1305,True
708,Tinafurt_181,81435,False
709,Lake Alexanderside_452,46825,True
710,South Darren_1419,21319,True
711,Jamesmouth_1294,90679,True
712,North Alanton_1809,94265,True
713,Martinmouth_2691,53038,True
714,Port Robin_1358,28599,True
715,Joshuatown_86,8249,True
716,East Jonathan_1410,27642,True
717,Alanport_95,30147,True
718,West Jefferyfort_836,8616,True
719,Simsville_251,56481,True
720,Knightport_2266,79790,True
721,North Patrick_1772,73283,True
722,Michaelbury_2458,96056,True
723,Port Alex_1223,39881,True
724,New Jonathanfurt_359,79458,True
725,Brendaport_716,30595,True
726,Michaelchester_2620,69206,True
727,North Brandi_908,4884,True
728,Garretthaven_2760,77412,True
729,Brandyside_34,72851,True
730,Phyllismouth_1038,30499,True
731,New Kellyhaven_2228,97904,True
732,West Jacquelinestad_1242,32046,True
733,Port Michael_1504,16110,True
734,Lorettastad_1628,5561,True
735,Annehaven_364,84823,True
736,Hullbury_939,22068,True
737,North Meredith_1655,17132,True
738,North Brian_1992,53800,True
739,South Omar_2927,89677,True
740,East Andrewville_186,21613,True
741,North Charles_2597,5485,True
742,New Keithburgh_1341,16744,True
743,Lake Adriana_2234,71987,True
744,New George_1885,46511,True
745,Wilsonview_1562,85570,True
746,Marissaborough_1979,49003,True
747,Rivaschester_2005,41953,True
748,East Alishaport_374,39709,True
749,West Christine_2811,34699,True
750,Brendanstad_1297,73313,True
751,Leeville_2452,50945,True
752,Lake Stephanie_153,65925,True
753,Lake Seanshire_654,71814,True
754,Lake Adriana_2234,46690,True
755,Kinghaven_2543,66088,True
756,Lake Victoriaborough_200,72573,True
757,New Brenda_1335,28009,True
758,Mcdanielville_517,78571,True
759,Alexismouth_632,45047,True
760,South Daniel_2431,91629,True
761,Thomasview_1542,15373,False
762,South Mauriceborough_38,53890,True
763,Rivaschester_2005,31672,True
764,Bartlettport_2410,33247,True
765,Tinaville_2670,64326,True
766,South Matthewland_1952,2943,True
767,East Hannah_1412,27716,True
768,Lake Paulchester_228,8565,True
769,Orozcostad_1305,84773,True
770,Gonzalesburgh_1055,2565,True
771,West Ashleymouth_982,91289,True
772,West Alejandrostad_49,53121,True
773,North Jonathanton_2607,33106,True
774,Sarahmouth_2138,76855,True
775,Tylerport_1721,36572,False
776,East Amanda_64,63430,True
777,Craigshire_2285,143,True
778,Phillipsbury_1088,30899,True
779,Danielbury_1458,24209,True
780,South Tylerchester_2077,80615,True
781,Taylorchester_848,68873,True
782,Port Robinport_2523,46499,True
783,Brianhaven_2233,86343,True
784,Mcdanielville_517,77369,True
785,Alicialand_2507,86685,True
786,Annaborough_170,50545,True
787,New Amyhaven_2030,18595,True
788,Solisside_2065,27312,True
789,Johnhaven_397,35573,True
790,Reginaview_1532,50528,True
791,Hansenfort_2012,44573,True
792,Lake Jill_307,32792,True
793,East Victoria_436,86827,True
794,New Andrea_1818,61159,True
795,Elizabethland_2911,90464,True
796,Welchmouth_1856,950,True
797,Hughesshire_2117,9214,True
798,Lake Stacey_1578,41169,True
799,Port Scottbury_1766,8236,True
800,New Mark_732,76295,True
801,Bensonhaven_847,85489,True
802,South Hollyton_140,90777,True
803,Jessicaland_2250,53123,False
804,Rickymouth_2732,60083,True
805,North Anthonyview_2309,31638,True
806,East Laurafurt_2895,85495,True
807,Coryport_1053,19708,False
808,Lake Traciville_685,14837,True
809,West Kimberly_2648,29020,True
810,North Jennifer_2636,752,True
811,Martinstad_568,53083,False
812,Meganview_2671,96820,True
813,East Robert_2461,97128,True
814,East April_1903,50412,True
815,Crystalmouth_2255,51663,True
816,Seanton_1630,91154,True
817,Garrettland_915,85331,True
818,South Alexanderborough_395,59182,True
819,Royside_2629,59219,True
820,West Benjaminview_2997,43401,True
821,Joshuaborough_1126,745,True
822,New Micheleside_2505,48281,True
823,East Erichaven_427,82586,True
824,Bruceton_2951,52761,True
825,Mayside_1567,73181,True
826,Kimberg_2989,52974,True
827,North Lorishire_802,52180,True
828,Dannyberg_150,74913,True
829,Adamborough_1320,47604,True
830,Lake Lauren_2497,83586,True
831,Webbstad_1558,387,True
832,Romanbury_2297,60216,True
833,South Edward_1278,45919,True
834,Port Loriport_2658,86962,True
835,Hesterhaven_770,14245,True
836,Richardberg_600,58697,True
837,New Emily_1494,66309,True
838,Danielland_2906,66013,True
839,South Kimberly_2217,91486,True
840,Lake Samantha_2400,65041,True
841,Jenniferstad_2321,87448,True
842,North Curtis_27,60602,True
843,Christopherstad_1231,78517,True
